Client Recipient,Client Code,Record Type,Payee Code,Song Title,Song Code,Source Name,Composers,Source Code, Income Type,Catalogue Number,Income Period,Distribution Number,Perc. Paid To Us,Fraction Numerator,Fraction Denominator,Amount,Units,Royalty Payable,Payout Perc.,Source Perc.,Original Perc. Received,Company Code,Sub Code,Royalty Note,Usage Year,Country Of Origin,Country Of Sale,Film Or Series Name,Statement ID Year,Statement ID Number,Royalty Country Code,Royalty Country Description,Misc. Information,Price,Originating System,Incoming Perc. Received,Member Number,Member Name,Label Code Number,Label Broadcast Channel,Artist,Album Program Title,Episode Title,License Number,Secondary Title,ISAN Number,Exploit Source Code,Exploitation Source,Income Type Description,Domestic Foreign,ISRC Number,ISWC Number,UPC Barcode Number,EAN Barcode Number,Usage Type,Usage Count,Time Of Day,Duration Seconds,CAE IPI Number,Instrumental Or Vocal,Rights Owner,Owner Role
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,112.5,0,0,0.02,89,0.01,37.5,0,100,CP,0,SPOTIFY/FINLAND,,,,,19,1212,FINL,FINLAND (DIGITAL),,0,CH,112.5,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,112.5,0,0,0.02,89,0.01,37.5,0,100,CP,0,SPOTIFY/FINLAND,,,,,19,1212,FINL,FINLAND (DIGITAL),,0,CH,112.5,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.04,78,0.02,37.5,0,100,CP,0,APPLE Music/FRANCE,,,,,19,1212,FRAN,FRANCE (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.04,114,0.02,37.5,0,100,CP,0,APPLE Music/FRANCE,,,,,19,1212,FRAN,FRANCE (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,DEEZER,11190120,0,100,0,0,0.02,46,0.01,37.5,0,100,CP,0,DEEZER/FRANCE,,,,,19,1212,FRAN,FRANCE (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,21,BEATPORT,11190120,0,100,0,0,0.02,2,0.01,37.5,0,100,CP,0,BEATPORT/GERMANY,,,,,19,1212,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - DOWNLOAD,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.02,84,0.01,25,0,100,CP,0,APPLE Music/GERMANY,,,,,19,1211,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.02,114,0.01,25,0,100,CP,0,APPLE Music/GERMANY,,,,,19,1211,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.06,251,0.02,25,0,100,CP,0,SPOTIFY/GERMANY,,,,,19,1211,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,215,0.01,25,0,100,CP,0,SPOTIFY/GERMANY,,,,,19,1211,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.02,78,0.01,25,0,100,CP,0,SPOTIFY/GERMANY,,,,,19,1211,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.02,114,0.01,37.5,0,100,CP,0,APPLE Music/GERMANY,,,,,19,1212,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.02,84,0.01,37.5,0,100,CP,0,APPLE Music/GERMANY,,,,,19,1212,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.02,97,0.01,37.5,0,100,CP,0,SPOTIFY/GERMANY,,,,,19,1212,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.02,18,0.01,25,0,100,CP,0,SPOTIFY/INDIA,,,,,19,1211,INDI,INDIA (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.02,32,0.01,25,0,100,CP,0,APPLE Music/ITALY,,,,,19,1211,ITAL,ITALY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.04,94,0.01,25,0,100,CP,0,APPLE Music/ITALY,,,,,19,1211,ITAL,ITALY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.02,94,0.01,37.5,0,100,CP,0,APPLE Music/ITALY,,,,,19,1212,ITAL,ITALY (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,132,0.01,25,0,100,CP,0,SPOTIFY/NETHERLANDS,,,,,19,1211,NETH,NETHERLANDS (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,167,0.01,25,0,100,CP,0,SPOTIFY/NETHERLANDS,,,,,19,1211,NETH,NETHERLANDS (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.06,201,0.02,25,0,100,CP,0,SPOTIFY/NETHERLANDS,,,,,19,1211,NETH,NETHERLANDS (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.02,82,0.01,25,0,100,CP,0,SPOTIFY/NORWAY,,,,,19,1211,NORW,NORWAY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,138,0.01,25,0,100,CP,0,SPOTIFY/NORWAY,,,,,19,1211,NORW,NORWAY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.06,207,0.02,25,0,100,CP,0,SPOTIFY/NORWAY,,,,,19,1211,NORW,NORWAY (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.02,82,0.01,37.5,0,100,CP,0,SPOTIFY/NORWAY,,,,,19,1212,NORW,NORWAY (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,263,0.01,25,0,100,CP,0,SPOTIFY/SWEDEN,,,,,19,1211,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,238,0.01,25,0,100,CP,0,SPOTIFY/SWEDEN,,,,,19,1211,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,237,0.01,25,0,100,CP,0,SPOTIFY/SWEDEN,,,,,19,1211,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.02,148,0.01,37.5,0,100,CP,0,SPOTIFY/SWEDEN,,,,,19,1212,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.04,263,0.02,37.5,0,100,CP,0,SPOTIFY/SWEDEN,,,,,19,1212,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.04,237,0.02,37.5,0,100,CP,0,SPOTIFY/SWEDEN,,,,,19,1212,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.02,33,0.01,25,0,100,CP,0,APPLE Music/SWITZERLAND,,,,,19,1211,SWIT,SWITZERLAND (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,21,BEATPORT,11190120,0,100,0,0,0.02,1,0.01,37.5,0,100,CP,0,BEATPORT/UNITED KINGDOM,,,,,19,1212,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - DOWNLOAD,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.06,223,0.02,25,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1211,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,11190120,0,100,0,0,0.08,307,0.02,25,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1211,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.04,249,0.01,25,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1211,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.02,176,0.01,25,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1211,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,11190120,0,100,0,0,0.02,110,0.01,25,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1211,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,PERF - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.13,307,0.05,37.5,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1212,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,11190120,0,100,0,0,0.1,244,0.04,37.5,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,,,19,1212,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.08,284,0.03,37.5,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1212,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.06,249,0.02,37.5,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1212,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,11190120,0,100,0,0,0.06,224,0.02,37.5,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,,,19,1212,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,,MECH - STREAMING,D,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,1,,19041904,0,45,0,0,0.03,0,0.01,41.667,37.5,25,CP,0,GERMANY,,,,,20,169,GE,GERMANY,,0,IT,25,,,,,,,,,,,,,MECHANICALS,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,1,,19041904,0,48.75,0,0,0.03,0,0.01,41.667,37.5,25,CP,0,GERMANY,,,,,20,170,GE,GERMANY,,0,IT,25,,,,,,,,,,,,,MECHANICALS,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,1,KONTOR 00074KON,17011706,0,48.75,0,0,3.03,975,1.26,41.667,37.5,100,CP,0,,,,,,20,245,GE,GERMANY,,0,GE,25,,,,,,,,,,,,,MECHANICALS,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,1,KONTOR 00074KON,17011706,0,48.75,0,0,3.03,1950,1.26,41.667,37.5,100,CP,0,,,,,,20,245,GE,GERMANY,,0,GE,12.5,,,,,,,,,,,,,MECHANICALS,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,1,KONTOR 00074KON,17071712,0,48.75,0,0,5.49,1765,2.29,41.667,37.5,100,CP,0,,,,,,20,245,GE,GERMANY,,0,GE,25,,,,,,,,,,,,,MECHANICALS,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,1,KONTOR 00074KON,17071712,0,48.75,0,0,5.49,3530,2.29,41.667,37.5,100,CP,0,,,,,,20,245,GE,GERMANY,,0,GE,12.5,,,,,,,,,,,,,MECHANICALS,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,4,,19041904,0,45,0,0,0.03,0,0.01,27.778,25,12.5,CP,0,GERMANY,,,,,20,169,GE,GERMANY,,0,IT,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,4,,19041904,0,47.5,0,0,0.03,0,0.01,27.778,25,12.5,CP,0,GERMANY,,,,,20,170,GE,GERMANY,,0,IT,12.5,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,48,,19011901,0,45,0,0,0.02,0,0.01,41.667,37.5,100,CP,0,,,,,,20,169,GE,GERMANY,,0,IT,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,48,,19011901,0,48.75,0,0,0.02,0,0.01,41.667,37.5,100,CP,0,,,,,,20,170,GE,GERMANY,,0,IT,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,48,,19021902,0,45,0,0,0.02,0,0.01,41.667,37.5,100,CP,0,,,,,,20,169,GE,GERMANY,,0,IT,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,48,,19021902,0,48.75,0,0,0.02,0,0.01,41.667,37.5,100,CP,0,,,,,,20,170,GE,GERMANY,,0,IT,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,48,,18091809,0,45,0,0,0.09,0,0.04,41.667,37.5,100,CP,0,,,,,,20,169,UK,UNITED KINGDOM,,0,IT,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,48,,18091809,0,48.75,0,0,0.1,0,0.04,41.667,37.5,100,CP,0,,,,,,20,170,UK,UNITED KINGDOM,,0,IT,100,,,,,,,,,,,,,MECH - STREAMING,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,4,,19071909,0,90,0,0,1.07,0,0.3,27.778,25,100,CP,0,,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,16.7,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,4,,19101912,0,90,0,0,0.05,0,0.01,27.778,25,16.7,CP,0,US,,,,,20,173,US,UNITED STATES OF AMERICA,,0,IN,16.7,,,,,,,,,,,,,PERFORMANCE,F,,,,,,,,,,,,
