Client Recipient,Client Code,Record Type,Payee Code,Song Title,Song Code,Source Name,Composers,Source Code, Income Type,Catalogue Number,Income Period,Distribution Number,Perc. Paid To Us,Fraction Numerator,Fraction Denominator,Amount,Units,Royalty Payable,Payout Perc.,Source Perc.,Original Perc. Received,Company Code,Sub Code,Royalty Note,Usage Year,Country Of Origin,Country Of Sale,Film Or Series Name,Statement ID Year,Statement ID Number,Royalty Country Code,Royalty Country Description,Misc. Information,Price,Originating System,Incoming Perc. Received,Member Number,Member Name,Label Code Number,Label Broadcast Channel,Artist,Album Program Title,Episode Title,License Number,Secondary Title,ISAN Number,Exploit Source Code,Exploitation Source,Income Type Description,Domestic Foreign,ISRC Number,ISWC Number,UPC Barcode Number,EAN Barcode Number,Usage Type,Usage Count,Time Of Day,Duration Seconds,CAE IPI Number,Instrumental Or Vocal,Rights Owner,Owner Role
,42135,1,42135,OVER THE EDGE,1276594,EDITIONS BECAUSE,BORGER/FRAMPTON/ILLINGWORTH/WALKER,EDBE,47,SACEM,20042006,0,8.33,0,0,0.3,0,0.08,26.316,25,10,CP,0,Sacem/FRAN,,FRAN,FRAN,,20,1412,FR,FRANCE,,0,CH,8.33,,,,,,,,,,,,Sacem,PERF - STREAMING,F,,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,EDITIONS BECAUSE,BORGER/FRAMPTON/ILLINGWORTH/WALKER,EDBE,47,SACEM,20042006,0,8.33,0,0,0.34,0,0.09,26.316,25,10,CP,0,Sacem/FRAN,,FRAN,FRAN,,20,1412,FR,FRANCE,,0,CH,8.33,,,,,,,,,,,,Sacem,PERF - STREAMING,F,,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,FUJI PACIFIC JAPAN,BORGER/FRAMPTON/ILLINGWORTH/WALKER,FJAP,1,,20072010,0,90,0,0,0.08,0,0.07,83.333,75,12.5,CP,1,,,,,,20,1421,JP,JAPAN,,0,CH,90,,,,,,,,,,,,,MECHANICALS,F,,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,12.5,0,0,0.06,332,0.02,37.5,0,100,CP,0,Sound Track Your band/ESTONIA,,,ESTONIA,,20,1410,ESTI,ESTONIA (DIGITAL),,0,CH,12.5,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,21,GOOGLE,8201020,0,100,0,0,0.02,1,0.01,37.5,0,100,CP,0,GOOGLE/FRANCE,,,FRANCE,,20,1410,FRAN,FRANCE (DIGITAL),,0,CH,100,,,,,,,,,,,,GOOGLE,MECH - DOWNLOAD,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,8201020,0,100,0,0,0.02,25,0.01,37.5,0,100,CP,0,APPLE Music/FRANCE,,,FRANCE,,20,1410,FRAN,FRANCE (DIGITAL),,0,CH,100,,,,,,,,,,,,APPLE Music,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,8201020,0,100,0,0,0.02,64,0.01,37.5,0,100,CP,0,SPOTIFY/FRANCE,,,FRANCE,,20,1410,FRAN,FRANCE (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.02,74,0.01,37.5,0,100,CP,0,Sound Track Your band/GERMANY,,,GERMANY,,20,1410,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.02,102,0.01,37.5,0,100,CP,0,Sound Track Your band/GERMANY,,,GERMANY,,20,1410,GERM,GERMANY (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,21,BEATPORT,8201020,0,100,0,0,0.02,1,0.01,37.5,0,100,CP,0,BEATPORT/ITALY,,,ITALY,,20,1410,ITAL,ITALY (DIGITAL),,0,CH,100,,,,,,,,,,,,BEATPORT,MECH - DOWNLOAD,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,8.333,0,0,0.02,67,0.01,25,0,100,CP,0,SPOTIFY/NETHERLANDS,,,NETHERLANDS,,20,1409,NETH,NETHERLANDS (DIGITAL),,0,CH,8.333,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,8.333,0,0,0.02,67,0.01,25,0,100,CP,0,SPOTIFY/NETHERLANDS,,,NETHERLANDS,,20,1409,NETH,NETHERLANDS (DIGITAL),,0,CH,8.333,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.02,78,0.01,25,0,100,CP,0,SPOTIFY/NORWAY,,,NORWAY,,20,1409,NORW,NORWAY (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.02,54,0.01,25,0,100,CP,0,SPOTIFY/NORWAY,,,NORWAY,,20,1409,NORW,NORWAY (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.04,158,0.01,25,0,100,CP,0,SPOTIFY/SWEDEN,,,SWEDEN,,20,1409,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.04,187,0.01,25,0,100,CP,0,SPOTIFY/SWEDEN,,,SWEDEN,,20,1409,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.02,87,0.01,25,0,100,CP,0,SPOTIFY/SWEDEN,,,SWEDEN,,20,1409,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,8201020,0,100,0,0,0.02,123,0.01,37.5,0,100,CP,0,SPOTIFY/SWEDEN,,,SWEDEN,,20,1410,SWED,SWEDEN (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,21,APPLE MUSIC,8201020,0,100,0,0,0.02,1,0.01,37.5,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,APPLE Music,MECH - DOWNLOAD,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,APPLE MUSIC,8201020,0,100,0,0,0.06,127,0.02,25,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,UNITED KINGDOM,,20,1409,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,APPLE Music,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.04,142,0.01,25,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,UNITED KINGDOM,,20,1409,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.04,158,0.01,25,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,UNITED KINGDOM,,20,1409,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,47,SPOTIFY,8201020,0,100,0,0,0.02,67,0.01,25,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,UNITED KINGDOM,,20,1409,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,PERF - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,APPLE MUSIC,8201020,0,100,0,0,0.06,127,0.02,37.5,0,100,CP,0,APPLE Music/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,APPLE Music,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.38,2519,0.14,37.5,0,100,CP,0,Sound Track Your band/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.31,3910,0.12,37.5,0,100,CP,0,Sound Track Your band/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.24,1791,0.09,37.5,0,100,CP,0,Sound Track Your band/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.2,1415,0.08,37.5,0,100,CP,0,Sound Track Your band/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.2,1604,0.08,37.5,0,100,CP,0,Sound Track Your band/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SOUND TRACK YOU,8201020,0,100,0,0,0.28,1967,0.11,37.5,0,100,CP,0,Sound Track Your band/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,Sound Track Your band,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,8201020,0,100,0,0,0.04,158,0.02,37.5,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,8201020,0,100,0,0,0.04,123,0.02,37.5,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,DIGITAL,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMPE,48,SPOTIFY,8201020,0,100,0,0,0.04,142,0.02,37.5,0,100,CP,0,SPOTIFY/UNITED KINGDOM,,,UNITED KINGDOM,,20,1410,UNIT,UNITED KINGDOM (DIGITAL),,0,CH,100,,,,,,,,,,,,SPOTIFY,MECH - STREAMING,D,,T9196109510,,,,0,AM,0,,U,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,21,7 DIGITAL MEDIA,17011703,0,45,0,0,0.02,3,0.01,41.667,37.5,0,CP,0,7 DIGITAL MEDIA/UNITED KINGDOM,,,UNITED KINGDOM,,20,1424,UK,UNITED KINGDOM,,0,IK,50,,,,7 DIGITAL MEDIA,BORGEOUS & TYDI FEAT. DIA,,,,,,,7 DIGITAL MEDIA,MECH - DOWNLOAD,F,NLF711701178,T9280021047,,,PD,0,,0,552687816,,IMAGEM MUSIC,E
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM UK,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUK,21,7 DIGITAL MEDIA,17011703,0,48.75,0,0,0.02,3,0.01,41.667,37.5,0,CP,0,7 DIGITAL MEDIA/UNITED KINGDOM,,,UNITED KINGDOM,,20,1425,UK,UNITED KINGDOM,,0,IK,50,,,,7 DIGITAL MEDIA,BORGEOUS & TYDI FEAT. DIA,,,,,,,7 DIGITAL MEDIA,MECH - DOWNLOAD,F,NLF711701178,T9280021047,,,PD,0,,0,552687816,,IMAGEM MUSIC,E
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,5,,20052005,0,90,0,0,0.08,0,0.06,77.778,70,0,CP,1,,,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,90,,,,,,,,,,,,,SYNCHRONIZATION,F,,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,5,,20062006,0,90,0,0,0.02,0,0.02,77.778,70,0,CP,1,,,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,90,,,,,,,,,,,,,SYNCHRONIZATION,F,,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,5,,20072007,0,90,0,0,0.02,0,0.02,77.778,70,0,CP,1,,,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,90,,,,,,,,,,,,,SYNCHRONIZATION,F,,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,5,,20082008,0,90,0,0,0.01,0,0.01,77.778,70,0,CP,1,,,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,90,,,,,,,,,,,,,SYNCHRONIZATION,F,,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,48,AMAZON,20012003,0,90,0,0,0.01,0,0.01,83.333,75,0,CP,1,,,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,0.25,,,,,,,,,,,,,MECH - STREAMING,F,NLF711603719,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,48,AMAZON MUSIC UN,16112006,0,90,0,0,0.01,0,0.01,83.333,75,0,CP,1,,,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,0.25,,,,,,,,,,,,,MECH - STREAMING,F,NLF711603719,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,48,AMAZON MUSIC UN,16112008,0,90,0,0,0.01,0,0.01,83.333,75,0,CP,1,,,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,0.25,,,,,,,,,,,,,MECH - STREAMING,F,NLF711603719,,,,,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,48,"APPLE, IN/CARRI",20042006,0,90,0,0,0.01,158,0.01,83.333,75,6.25,CP,1,"APPLE, INC/CARRIER2",,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,6.25,,,,GEOUSUS RECORDS,"TYDI, BORGEOUS",,,,,,,"APPLE, INC/CARRIER2",MECH - STREAMING,F,NLF711603719,,8.71852E+12,,SR,0,,0,,,,
,42135,1,42135,OVER THE EDGE,1276594,IMAGEM USA,BORGER/FRAMPTON/ILLINGWORTH/WALKER,IMUS,48,"APPLE, IN/CARRI",20042006,0,90,0,0,0.01,158,0.01,83.333,75,6.25,CP,1,"APPLE, INC/CARRIER2",,,,,20,1427,US,UNITED STATES OF AMERICA,,0,IN,6.25,,,,GEOUSUS RECORDS,"TYDI, BORGEOUS",,,,,,,"APPLE, INC/CARRIER2",MECH - STREAMING,F,NLF711603719,,8.71852E+12,,SR,0,,0,,,,
