"AGREEMENT_ID","BATCH_ID","BATCH_DESCRIPTION","WORK_ID","WORK_TITLE","WRITERS","RECORDING_ARTIST","RECORDING_TITLE","RIGHT_TYPE_GROUP","RIGHT_TYPE","TERRITORY_ID","TERRITORY","EXPLOITATION_LICENCE_ID","EXPLOITATION_TITLE","EXPLOITATION_ARTIST","EXPLOITATION_DESCRIPTION","EXPLOITATION_FORMAT","AV_PRODUCTION_TITLE","ROYALTY_PERIOD_START_DATE","ROYALTY_PERIOD_END_DATE","PERCENTAGE_PAID","UNIT_SUM","CREDIT_OR_DEBIT","DISTRIBUTED_AMOUNT","WHT_ADJ_RECEIVED_AMOUNT","WHT_ADJ_SOURCE_AMOUNT","DIRECT_COLLECT_FEE_TAKEN","DIRECT_COLLECTED_AMOUNT","SOURCE_NAME","GENERATED_AT_COVER_RATE","TERRITORY_ISO_ALPHA_2_CODE","CUSTOM_WORK_ID","REVENUE_SOURCE_NAME",
"AAGR55485","BCH45885","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK618247","17","Wansel, Andrew Dexter [AIP108871]; Felder, Warren [AIP134005]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; White, Ronald Anthony [AIP155052]; Robinson, William 'Smokey' [AIP155053]; Unknown Composer Author,  [AIP6916]","","","PERF","Right of Public Performance of a Recording","TERR761","United Kingdom","","","","","","","31-DEC-17","31-DEC-17","6.56","364","Credit",".0136750185",".01402566",".01402566","",".01402566","PRS for Music (MCPS-PRS)","N","GB","","",
"AAGR55485","BCH44584","GEMA_5621274_C_O_17_2_STREAM_AR_PERF_Q2 2018","AWK607706","Stars","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Making Available Right - Interactive","TERR643","Germany","","","","","","","01-JAN-17","30-JUN-17",".92","7181","Credit",".13134339075",".13471117",".13471117","",".13471117","GEMA (Distribution)","N","DE","","",
"AAGR55485","BCH44584","GEMA_5621274_C_O_17_2_STREAM_AR_PERF_Q2 2018","AWK608165","Seventeen","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; White, Ronald Anthony [AIP155052]; Robinson, William 'Smokey' [AIP155053]","","","PERF","Making Available Right - Interactive","TERR643","Germany","","","","","","","01-JAN-17","30-JUN-17","3.28","7756","Credit",".4537317135",".46536586",".46536586","",".46536586","GEMA (Distribution)","N","DE","","",
"AAGR55485","BCH45871","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK207550","Count On You","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Key, Carmen Michelle [AIP30859]; Furlong, Nicholas Michael [AIP30989]; Livingston, Kasia [AIP84081]","","","PERF","Making Available Right - Interactive","TERR588","Austria","","","","","","","01-FEB-17","01-FEB-17","12.5","28","Credit",".0136750185",".01402566",".01402566","",".01402566","PRS for Music (MCPS-PRS)","N","AT","","",
"AAGR55485","BCH45871","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK207550","Count On You","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Key, Carmen Michelle [AIP30859]; Furlong, Nicholas Michael [AIP30989]; Livingston, Kasia [AIP84081]","","","PERF","Making Available Right - Interactive","TERR639","France","","","","","","","01-APR-17","01-APR-17","12.5","905","Credit",".0410250555",".04207698",".04207698","",".04207698","PRS for Music (MCPS-PRS)","N","FR","","",
"AAGR55485","BCH45871","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK207550","Count On You","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Key, Carmen Michelle [AIP30859]; Furlong, Nicholas Michael [AIP30989]; Livingston, Kasia [AIP84081]","","","PERF","Making Available Right - Interactive","TERR639","France","","","","","","","01-AUG-17","01-AUG-17","12.5","387","Credit",".0136750185",".01402566",".01402566","",".01402566","PRS for Music (MCPS-PRS)","N","FR","","",
"AAGR55485","BCH45871","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK207550","Count On You","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Key, Carmen Michelle [AIP30859]; Furlong, Nicholas Michael [AIP30989]; Livingston, Kasia [AIP84081]","","","PERF","Making Available Right - Interactive","TERR643","Germany","","","","","","","01-FEB-17","01-FEB-17","12.5","124","Credit",".027350037",".02805132",".02805132","",".02805132","PRS for Music (MCPS-PRS)","N","DE","","",
"AAGR55485","BCH45871","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK207550","Count On You","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Key, Carmen Michelle [AIP30859]; Furlong, Nicholas Michael [AIP30989]; Livingston, Kasia [AIP84081]","","","PERF","Making Available Right - Interactive","TERR660","Ireland","","","","","","","01-JUL-17","01-JUL-17","12.5","409","Credit",".0683750925",".0701283",".0701283","",".0701283","PRS for Music (MCPS-PRS)","N","IE","","",
"AAGR55485","BCH45871","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK207550","Count On You","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Key, Carmen Michelle [AIP30859]; Furlong, Nicholas Michael [AIP30989]; Livingston, Kasia [AIP84081]","","","PERF","Making Available Right - Interactive","TERR745","Switzerland","","","","","","","01-JUL-17","01-JUL-17","12.5","57","Credit",".0136750185",".01402566",".01402566","",".01402566","PRS for Music (MCPS-PRS)","N","CH","","",
"AAGR55485","BCH45874","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK618272","Far Away","Lumpkin, Elgin B. [AIP14761]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]","","","PERF","Making Available Right - Interactive","TERR639","France","","","","","","","01-JAN-17","01-JAN-17","12.5","181","Credit",".0136750185",".01402566",".01402566","",".01402566","PRS for Music (MCPS-PRS)","N","FR","","",
"AAGR55485","BCH45876","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Radio Broadcast Right","TERR761","United Kingdom","","","","","","","09-MAY-15","09-MAY-15","1.56","1","Credit",".9982763505","1.02387318","1.02387318","","1.02387318","PRS for Music (MCPS-PRS)","N","GB","","",
"AAGR55485","BCH45876","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Radio Broadcast Right","TERR761","United Kingdom","","","","","","","09-OCT-17","09-OCT-17","1.56","1","Credit",".082050111",".08415396",".08415396","",".08415396","PRS for Music (MCPS-PRS)","N","GB","","",
"AAGR55485","BCH45876","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Radio Broadcast Right","TERR761","United Kingdom","","","","","","","23-NOV-17","23-NOV-17","1.56","1","Credit",".082050111",".08415396",".08415396","",".08415396","PRS for Music (MCPS-PRS)","N","GB","","",
"AAGR55485","BCH45876","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Radio Broadcast Right","TERR761","United Kingdom","","","","","","","16-DEC-17","16-DEC-17","1.56","1","Credit",".082050111",".08415396",".08415396","",".08415396","PRS for Music (MCPS-PRS)","N","GB","","",
"AAGR55485","BCH45876","PRS_DMD31_CRD20180402164900017052_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Television Broadcast Right","TERR761","United Kingdom","","","","","","","29-DEC-17","29-DEC-17","1.56","1","Credit",".0683750925",".0701283",".0701283","",".0701283","PRS for Music (MCPS-PRS)","N","GB","","",
"AAGR55485","ABCH50444","APRA_P1804_crd20180521150843017008_PERF_Q2 2018","AWK618247","17","Wansel, Andrew Dexter [AIP108871]; Felder, Warren [AIP134005]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; White, Ronald Anthony [AIP155052]; Robinson, William 'Smokey' [AIP155053]; Unknown Composer Author,  [AIP6916]","","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","31-DEC-17","31-DEC-17","13.13","179","Credit",".30052422752",".30822959",".30822959","",".30822959","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH50444","APRA_P1804_crd20180521150843017008_PERF_Q2 2018","AWK618323","Shook","Fernandes, Shawn Bosco [AIP149902]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Alford, Camara [AIP159416]","","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-OCT-17","31-DEC-17","14.5","254","Credit",".027955707",".02867252",".02867252","",".02867252","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH50444","APRA_P1804_crd20180521150843017008_PERF_Q2 2018","AWK618323","Shook","Fernandes, Shawn Bosco [AIP149902]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Alford, Camara [AIP159416]","","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-OCT-17","31-DEC-17","14.5","364","Credit",".055911414",".05734504",".05734504","",".05734504","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH50444","APRA_P1804_crd20180521150843017008_PERF_Q2 2018","AWK618330","The One","Battle Roy,  [AIP138129]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Croucher, Jordan Ralph [AIP154939]; Jones, Isaac Phillip II [AIP159390]; Thornton, Phillip [AIP159391]; Montgomery, Ryan D [AIP71335]","","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-OCT-17","31-DEC-17","6.25","2977","Credit",".56610344402",".58061853",".58061853","",".58061853","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH50679","WAMI_P152-P165_CRD20180406110731017269_PERF_Q2 2018","AWK607562","Overdose","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Performing Right","TERR657","Indonesia","","","","","","","01-FEB-16","31-DEC-16","4.38","6166","Credit",".0014146002",".001450872",".001450872","",".001450872","Wahana Musik Indonesia (WAMI)","N","ID","","",
"AAGR55485","ABCH50698","WAMI_P152-P165_CRD20180406111438017269_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Performing Right","TERR657","Indonesia","","","","","","","01-JAN-16","02-JAN-16","1.55","26014306","Credit",".2486177226",".254992536",".254992536","",".254992536","Wahana Musik Indonesia (WAMI)","N","ID","","",
"AAGR55485","ABCH52000","SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Radio Broadcast Right","TERR736","Spain","","","","","","","01-JUL-16","31-DEC-16","1.55","668","Credit","2.438808572386","2.5013414975","2.5013414975","","2.5013414975","SGAE","N","ES","","",
"AAGR55485","ABCH52000","SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018","AWK618247","17","Wansel, Andrew Dexter [AIP108871]; Felder, Warren [AIP134005]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; White, Ronald Anthony [AIP155052]; Robinson, William 'Smokey' [AIP155053]; Unknown Composer Author,  [AIP6916]","","","PERF","Television Broadcast Right","TERR736","Spain","","","","","","","01-JAN-17","30-JUN-17","6.56","4","Credit",".056717076511",".0581707325",".0581707325","",".0581707325","SGAE","N","ES","","",
"AAGR55485","ABCH52000","SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018","AWK682723","I'm Yours","Wansel, Andrew Dexter [AIP108871]; Felder, Warren [AIP134005]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Radio Broadcast Right","TERR736","Spain","","","","","","","01-JUL-17","31-DEC-17","4.38","79","Credit",".578508547036",".5933414715",".5933414715","",".5933414715","SGAE","N","ES","","",
"AAGR55485","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Radio Broadcast Right","TERR624","Czech Republic","","","","","","","01-MAR-18","01-APR-18","1.55","2","Credit",".001871872488",".00191986362",".0021834","",".0021834","OSA","N","CZ","","",
"AAGR55485","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Television Broadcast Right","TERR624","Czech Republic","","","","","","","01-DEC-17","01-JAN-18","1.55","5","Credit",".0160982082",".016511001804",".01877724","",".01877724","OSA","N","CZ","","",
"AAGR55485","ABCH52260","OSA_CRD20180620125541017050_Perf_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Television Broadcast Right","TERR624","Czech Republic","","","","","","","01-JAN-18","01-FEB-18","1.55","1","Credit",".002995013448",".00307182546",".00349344","",".00349344","OSA","N","CZ","","",
"AAGR55485","ABCH52279","OSA_CRD20180620125541017050_MECH_Q2 2018","AWK682723","I'm Yours","Wansel, Andrew Dexter [AIP108871]; Felder, Warren [AIP134005]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Right of Public Performance of a Recording","TERR624","Czech Republic","","","","","","","22-MAR-18","18-JUN-18","100","","Credit",".00164235348",".001684449432",".00174672","",".00174672","OSA","N","CZ","","",
"AAGR55485","BCH44584","GEMA_5621274_C_O_17_2_STREAM_AR_PERF_Q2 2018","AWK607562","Overdose","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Making Available Right - Interactive","TERR643","Germany","","","","","","","01-JAN-16","30-JUN-16","2.91","1892","Credit",".0716418495",".07347882",".07347882","",".07347882","GEMA (Distribution)","N","DE","","",
"AAGR55485","ABCH50442","SACM_PR 2Q2017 MR DR 3Q2017_EP_CRD20180116030159059_PERF_Q2 2018","AWK607562","Overdose","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Making Available Right - Interactive","TERR690","Mexico","","","","","","","01-OCT-17","31-DEC-17","4.38","91","Credit",".002914613048",".002989348074",".002989348074","",".002989348074","SACM","N","MX","","",
"AAGR55485","ABCH50442","SACM_PR 2Q2017 MR DR 3Q2017_EP_CRD20180116030159059_PERF_Q2 2018","AWK607562","Overdose","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Making Available Right - Interactive","TERR690","Mexico","","","","","","","01-OCT-17","31-DEC-17","4.38","61493","Credit",".288544943874",".29594355255",".29594355255","",".29594355255","SACM","N","MX","","",
"AAGR55485","ABCH50442","SACM_PR 2Q2017 MR DR 3Q2017_EP_CRD20180116030159059_PERF_Q2 2018","AWK608265","Here","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]; Hayes, Isaac [AIP98461]","","","PERF","Radio Broadcast Right","TERR690","Mexico","","","","","","","01-OCT-17","31-DEC-17","1.55","238","Credit",".323034390366",".331317319378",".331317319378","",".331317319378","SACM","N","MX","","",
"AAGR55485","ABCH50442","SACM_PR 2Q2017 MR DR 3Q2017_EP_CRD20180116030159059_PERF_Q2 2018","AWK609712","F.U.","Cottone, Maegan Severia [AIP139884]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Iorio, Alessia [AIP155171]; Kouame, Jean Baptiste [AIP18159]; McHenry, Michael Ojike [AIP23699]","","","PERF","Making Available Right - Interactive","TERR690","Mexico","","","","","","","01-OCT-17","31-DEC-17","19.8","1049","Credit",".177304585422",".181850869066",".181850869066","",".181850869066","SACM","N","MX","","",
"AAGR55485","ABCH50443","APRA_P1804_crd20180523103754017008_PERF_Q2 2018","AWK607562","Overdose","Wansel, Andrew Dexter [AIP108871]; Felder, Warren Okay III [AIP108872]; Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Making Available Right - Interactive","TERR701","New Zealand","","","","","","","01-OCT-17","31-DEC-17","4.37","4164","Credit",".14772529142588",".15151276381",".15151276381","",".15151276381","APRA-AMCOS","N","NZ","","",
"AAGR55485","ABCH50443","APRA_P1804_crd20180523103754017008_PERF_Q2 2018","AWK607706","Stars","Gerongco, Samuel Tigley [AIP151551]; Gerongco, Robert Tigley [AIP154885]; Po Lun Lam, Terance [AIP154886]; Tillman, Coleridge Gardner [AIP154952]; Caracciolo, Alessia [AIP154953]","","","PERF","Making Available Right - Interactive","TERR701","New Zealand","","","","","","","01-OCT-17","31-DEC-17","1.84","3510","Credit",".051382589466",".05270009176",".05270009176","",".05270009176","APRA-AMCOS","N","NZ","","",
