"Date","Order ID","Type","Detail","Item ID","Document","Price","AU RWT","US RWT","US BWT","Sales Tax Amount","Sales Tax Type","Amount","Site","Other Party Country","Other Party Region","Other Party City","Other Party Zipcode"
"2021-06-09 21:36:54 +1000","147752654","Author Fee","Author Fee for sale IVIP43762504","9956231","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-06-09 21:36:54 +1000","147752654","Sale","Biology (Music Standard License)","9956231","IVIP43762504","25.00","","","","","","25.00","AudioJungle","Korea, Republic of"," Geumcheon-gu","Seoul","08502"
"2021-06-09 18:33:52 +1000","147743624","Author Fee","Author Fee for sale IVIP43759966","9106726","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-09 18:33:52 +1000","147743624","Sale","Recreation (Music Standard License)","9106726","IVIP43759966","32.00","","","","","","32.00","AudioJungle","Thailand","","Bangkok","10510"
"2021-06-09 06:55:41 +1000","147722600","Author Fee","Author Fee for sale IVIP43754576","17473309","","3.50","","","","","","-3.50","AudioJungle","","","",""
"2021-06-09 06:55:41 +1000","147722600","Sale","Sad To Happy (Music Standard License)","17473309","IVIP43754576","28.00","","","","","","28.00","AudioJungle","United Kingdom","County","London","N7 8EP"
"2021-06-09 01:52:33 +1000","147708214","Author Fee","Author Fee for sale IVIP43750679","22388543","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2021-06-09 01:52:33 +1000","147708214","Sale","On Hold (Music Standard License)","22388543","IVIP43750679","22.00","","2.20","","","","19.80","AudioJungle","United States","Colorado","Denver","80204"
"2021-06-08 23:41:54 +1000","147700569","Author Fee","Author Fee for sale IVIP43748702","20182237","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-06-08 23:41:54 +1000","147700569","Sale","Sadness to Inspiring (Music Standard License)","20182237","IVIP43748702","25.00","","2.50","","","","22.50","AudioJungle","United States","District of Columbia","Washington","20016"
"2021-06-08 23:34:42 +1000","147700150","Author Fee","Author Fee for sale IVIP43748597","19279517","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-06-08 23:34:42 +1000","147700150","Sale","Cafe Music (Music Standard License)","19279517","IVIP43748597","25.00","","2.50","","","","22.50","AudioJungle","United States","Illinois","Mokena","60448"
"2021-06-08 11:29:23 +1000","147670198","Author Fee","Author Fee for sale IVIP43741254","17473309","","3.50","","","","","","-3.50","AudioJungle","","","",""
"2021-06-08 11:29:23 +1000","147670198","Sale","Sad To Happy (Music Standard License)","17473309","IVIP43741254","28.00","","","","","","28.00","AudioJungle","Australia","Queensland","Brisbane","4074"
"2021-06-08 00:22:54 +1000","147643657","Author Fee","Author Fee for sale IVIP43733920","7833210","","9.63","","","","","","-9.63","AudioJungle","","","",""
"2021-06-08 00:22:54 +1000","147643657","Sale","Soccer (Music Broadcast License (1 Million))","7833210","IVIP43733920","77.00","","","","","","77.00","AudioJungle","Macedonia, the former Yugoslav Republic of","","Bitola","7000"
"2021-06-07 19:09:53 +1000","147626784","Author Fee","Author Fee for sale IVIP43729660","7854796","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-07 19:09:53 +1000","147626784","Sale","Samba (Music Standard License)","7854796","IVIP43729660","32.00","","","","","","32.00","AudioJungle","Korea, Republic of","do-dang dong","bu cheon","14698"
"2021-06-07 17:42:19 +1000","147622681","Author Fee","Author Fee for sale IVIP43728575","6799955","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-07 17:42:19 +1000","147622681","Sale","Over the Rainbow (Music Standard License)","6799955","IVIP43728575","32.00","","","","","","32.00","AudioJungle","Spain","Valencian Community","ALCOY","03801"
"2021-06-07 11:28:39 +1000","147612885","Author Fee","Author Fee for sale IVIP43726184","17473309","","3.50","","","","","","-3.50","AudioJungle","","","",""
"2021-06-07 11:28:39 +1000","147612885","Sale","Sad To Happy (Music Standard License)","17473309","IVIP43726184","28.00","","","","","","28.00","AudioJungle","Italy","FI","Firenze","50121"
"2021-06-07 11:05:47 +1000","147612479","Author Fee","Author Fee for sale IVIP43726056","21302465","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-06-07 11:05:47 +1000","147612479","Sale","Fun Drums (Music Standard License)","21302465","IVIP43726056","25.00","","","","","","25.00","AudioJungle","Korea, Republic of","","seoul ",""
"2021-06-05 07:35:48 +1000","147534826","Author Fee","Author Fee for sale IVIP43709146","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-05 07:35:48 +1000","147534826","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP43709146","32.00","","","","","","32.00","AudioJungle","Italy","","roma",""
"2021-06-05 02:24:37 +1000","147523508","Author Fee","Author Fee for sale IVIP43706075","20866951","","29.00","","","","","","-29.00","AudioJungle","","","",""
"2021-06-05 02:24:37 +1000","147523508","Sale","from Sad to Uplifting (Music Broadcast & Film License)","20866951","IVIP43706075","232.00","","23.20","","","","208.80","AudioJungle","United States","Oklahoma","Tulsa","74137"
"2021-06-05 00:14:07 +1000","147517233","Author Fee","Author Fee for sale IVIP43704399","11864107","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-05 00:14:07 +1000","147517233","Sale","Africa (Music Standard License)","11864107","IVIP43704399","32.00","","","","","","32.00","AudioJungle","France","","Paris","75012"
"2021-06-04 20:10:20 +1000","147505660","Author Fee","Author Fee for sale IVIP43701617","18927800","","12.38","","","","","","-12.38","AudioJungle","","","",""
"2021-06-04 20:10:20 +1000","147505660","Sale","Inspiring & Building Pack (Music Broadcast License (1 Million))","18927800","IVIP43701617","99.00","","","","","","99.00","AudioJungle","Turkey","turkey","istanbul","34394"
"2021-06-04 06:02:31 +1000","147479627","Author Fee","Author Fee for sale IVIP43695016","19279376","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-06-04 06:02:31 +1000","147479627","Sale","Seinfeld (Music Standard License)","19279376","IVIP43695016","25.00","","2.50","","","","22.50","AudioJungle","United States","Pennsylvania","West Chester","19380"
"2021-06-04 02:07:46 +1000","147468620","Author Fee","Author Fee for sale IVIP43692148","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-04 02:07:46 +1000","147468620","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP43692148","32.00","","","","","","32.00","AudioJungle","Romania","","Brasov",""
"2021-06-03 19:46:33 +1000","147448929","Author Fee","Author Fee for sale IVIP43687383","8772172","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-06-03 19:46:33 +1000","147448929","Sale","an Artistic Piano (Music Standard License)","8772172","IVIP43687383","25.00","","","","","","25.00","AudioJungle","Hong Kong","","Hong Kong",""
"2021-06-03 15:55:59 +1000","147438546","Author Fee","Author Fee for sale IVIP43684936","8610761","","3.50","","","","","","-3.50","AudioJungle","","","",""
"2021-06-03 15:55:59 +1000","147438546","Sale","Art Music (Music Standard License)","8610761","IVIP43684936","28.00","","","","","","28.00","AudioJungle","Japan","","Osaka",""
"2021-06-03 04:55:05 +1000","147418570","Author Fee","Author Fee for sale IVIP43679829","19391908","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-06-03 04:55:05 +1000","147418570","Sale","Bad to Good (Music Standard License)","19391908","IVIP43679829","25.00","","2.50","","","","22.50","AudioJungle","United States","Minnesota","Minneapolis","55413"
"2021-06-02 09:48:59 +1000","147370939","Author Fee","Author Fee for sale IVIP43667846","23239731","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-02 09:48:59 +1000","147370939","Sale","Mexican (Music Standard License)","23239731","IVIP43667846","32.00","","3.20","","","","28.80","AudioJungle","United States","Texas","el paso","79912"
"2021-06-02 04:02:24 +1000","147357242","Author Fee","Author Fee for sale IVIP43664508","9724763","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-02 04:02:24 +1000","147357242","Sale","Covert (Music Standard License)","9724763","IVIP43664508","32.00","","3.20","","","","28.80","AudioJungle","United States","California","Los Angeles","90066"
"2021-06-01 19:14:44 +1000","147329989","Author Fee","Author Fee for sale IVIP43657514","21312050","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-06-01 19:14:44 +1000","147329989","Sale","This is Epic Promo (Music Standard License)","21312050","IVIP43657514","32.00","","","","","","32.00","AudioJungle","Georgia","None Available","Tbilisi","0186"
"2021-06-01 00:12:51 +1000","","Payout","To info@orensharon.com via PayPal","","","","","","","","","-3117.14","","","","",""
"2021-05-31 19:54:06 +1000","147275802","Author Fee","Author Fee for sale IVIP43644577","16930605","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-31 19:54:06 +1000","147275802","Sale","Sad Violin (Music Standard License)","16930605","IVIP43644577","32.00","","","","","","32.00","AudioJungle","Malaysia","Selangor","Shah Alam","40150"
"2021-05-31 18:43:57 +1000","147272252","Author Fee","Author Fee for sale IVIP43643638","7833210","","3.75","","","","","","-3.75","AudioJungle","","","",""
"2021-05-31 18:43:57 +1000","147272252","Sale","Soccer (Music Standard License)","7833210","IVIP43643638","30.00","","","","","","30.00","AudioJungle","France","","lyon","69006"
"2021-05-31 16:37:12 +1000","147266909","Author Fee","Author Fee for sale IVIP43642319","18103534","","4.25","","","","","","-4.25","AudioJungle","","","",""
"2021-05-31 16:37:12 +1000","147266909","Sale","Hope Piano (Music Standard License)","18103534","IVIP43642319","34.00","","","","","","34.00","AudioJungle","Korea, Republic of","Korea","seoul","03670"
"2021-05-30 22:42:23 +1000","147236968","Author Fee","Author Fee for sale IVIP43635786","25127473","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-30 22:42:23 +1000","147236968","Sale","Inspiring to Epic (Music Standard License)","25127473","IVIP43635786","25.00","","","","","","25.00","AudioJungle","China","","Guangzhou",""
"2021-05-30 12:29:54 +1000","147222104","Author Fee","Author Fee for sale IVIP43632785","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-30 12:29:54 +1000","147222104","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP43632785","32.00","","3.20","","","","28.80","AudioJungle","United States","Arizona","Mesa","85212"
"2021-05-29 16:18:48 +1000","147188526","Author Fee","Author Fee for sale IVIP43625850","18103534","","12.38","","","","","","-12.38","AudioJungle","","","",""
"2021-05-29 16:18:48 +1000","147188526","Sale","Hope Piano (Music Mass Reproduction License)","18103534","IVIP43625850","99.00","","","","","","99.00","AudioJungle","Japan","","Tokyo",""
"2021-05-29 01:59:30 +1000","147166163","Author Fee","Author Fee for sale IVIP43620275","22384028","","8.25","","","","","","-8.25","AudioJungle","","","",""
"2021-05-29 01:59:30 +1000","147166163","Sale","This is Sexy (Music Broadcast License (1 Million))","22384028","IVIP43620275","66.00","","6.60","","","","59.40","AudioJungle","United States","New Jersey","West Long Branch","07764"
"2021-05-29 01:50:57 +1000","147165689","Author Fee","Author Fee for sale IVIP43620176","14596925","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-29 01:50:57 +1000","147165689","Sale","Accomplishment (Music Standard License)","14596925","IVIP43620176","25.00","","2.50","","","","22.50","AudioJungle","United States","Louisiana","Baton Rouge","70808"
"2021-05-28 18:55:16 +1000","147146386","Author Fee","Author Fee for sale IVIP43615085","12772547","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-28 18:55:16 +1000","147146386","Sale","Casino  (Music Standard License)","12772547","IVIP43615085","32.00","","3.20","","","","28.80","AudioJungle","United States","California","San Francisco","94105"
"2021-05-28 10:04:40 +1000","147130213","Author Fee","Author Fee for sale IVIP43611207","21623803","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-28 10:04:40 +1000","147130213","Sale","This is Documentary Ambient (Music Standard License)","21623803","IVIP43611207","25.00","","2.50","","","","22.50","AudioJungle","United States","California","El Dorado Hills","95762"
"2021-05-28 09:39:25 +1000","147130513","Author Fee","Author Fee for sale IVIP43611043","21623803","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-28 09:39:25 +1000","147130513","Sale","This is Documentary Ambient (Music Standard License)","21623803","IVIP43611043","25.00","","2.50","","","","22.50","AudioJungle","United States","California","El Dorado Hills","95762"
"2021-05-27 23:18:54 +1000","147104684","Author Fee","Author Fee for sale IVIP43603719","30187906","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-27 23:18:54 +1000","147104684","Sale","Technical (Music Standard License)","30187906","IVIP43603719","25.00","","","","","","25.00","AudioJungle","Germany","","Vlotho","32602"
"2021-05-27 18:33:59 +1000","147089940","Author Fee","Author Fee for sale IVIP43599997","6586447","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-27 18:33:59 +1000","147089940","Sale","Funky Music (Music Standard License)","6586447","IVIP43599997","25.00","","","","","","25.00","AudioJungle","China","","Guangzhou",""
"2021-05-27 15:35:09 +1000","147082486","Author Fee","Author Fee for sale IVIP43598097","13438592","","19.38","","","","","","-19.38","AudioJungle","","","",""
"2021-05-27 15:35:09 +1000","147082486","Sale","Feelgood Song (With Vocals) (Music Broadcast License (1 Million))","13438592","IVIP43598097","155.00","","15.50","","","","139.50","AudioJungle","United States","California","Chico","95973"
"2021-05-27 05:46:31 +1000","147066470","Author Fee","Author Fee for sale IVIP43593959","20666968","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-27 05:46:31 +1000","147066470","Sale","Fun Science (Music Standard License)","20666968","IVIP43593959","25.00","","2.50","","","","22.50","AudioJungle","United States","Michigan","Muskegon","49440"
"2021-05-26 14:40:22 +1000","147023512","Author Fee","Author Fee for sale IVIP43582638","20096922","","5.88","","","","","","-5.88","AudioJungle","","","",""
"2021-05-26 14:40:22 +1000","147023512","Sale","Documentary Film Pack (Music Standard License)","20096922","IVIP43582638","47.00","","4.70","","","","42.30","AudioJungle","United States","Arizona","Goodyear","85338"
"2021-05-26 12:47:13 +1000","147020332","Author Fee","Author Fee for sale IVIP43581889","29608802","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-26 12:47:13 +1000","147020332","Sale","Soft Piano (Music Standard License)","29608802","IVIP43581889","25.00","","","","","","25.00","AudioJungle","China","guangzhou","canton","510000"
"2021-05-26 09:35:15 +1000","147015936","Author Fee","Author Fee for sale IVIP43580637","12858422","","8.25","","","","","","-8.25","AudioJungle","","","",""
"2021-05-26 09:35:15 +1000","147015936","Sale","The Grand Opening (Music Broadcast License (1 Million))","12858422","IVIP43580637","66.00","","","","","","66.00","AudioJungle","China","Province / State","Beijing","10010"
"2021-05-26 09:10:32 +1000","147015368","Author Fee","Author Fee for sale IVIP43580448","19734975","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2021-05-26 09:10:32 +1000","147015368","Sale","a Somber (Music Standard License)","19734975","IVIP43580448","22.00","","","","","","22.00","AudioJungle","Australia","New South Wales","Leichhardt","2040"
"2021-05-26 06:32:27 +1000","147010230","Author Fee","Author Fee for sale IVIP43579125","7833210","","22.13","","","","","","-22.13","AudioJungle","","","",""
"2021-05-26 06:32:27 +1000","147010230","Sale","Soccer (Music Broadcast License (10 Million))","7833210","IVIP43579125","177.00","","","","","","177.00","AudioJungle","Romania","Romania","Bucuresti",""
"2021-05-26 05:25:19 +1000","147007315","Author Fee","Author Fee for sale IVIP43578305","23907001","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-26 05:25:19 +1000","147007315","Sale","Secret Agent (Music Standard License)","23907001","IVIP43578305","32.00","","3.20","","","","28.80","AudioJungle","United States","Illinois","Glenview","60025"
"2021-05-26 05:10:32 +1000","147006548","Author Fee","Author Fee for sale IVIP43578093","17156264","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-26 05:10:32 +1000","147006548","Sale","Soft & Tender (Music Standard License)","17156264","IVIP43578093","25.00","","2.50","","","","22.50","AudioJungle","United States","Minnesota","Minneapolis","55416"
"2021-05-26 04:19:10 +1000","147003596","Author Fee","Author Fee for sale IVIP43577495","19383057","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-26 04:19:10 +1000","147003596","Sale","from Sad to Happy (Music Standard License)","19383057","IVIP43577495","25.00","","","","","","25.00","AudioJungle","Canada","Alberta","Calgary","T3B 1M7"
"2021-05-26 03:39:50 +1000","147002095","Author Fee","Author Fee for sale IVIP43576966","25117409","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-26 03:39:50 +1000","147002095","Sale","Sad to Epic (Music Standard License)","25117409","IVIP43576966","25.00","","2.50","","","","22.50","AudioJungle","United States","Texas","Waco","76706"
"2021-05-26 01:16:45 +1000","146994110","Author Fee","Author Fee for sale IVIP43574871","18623538","","12.38","","","","","","-12.38","AudioJungle","","","",""
"2021-05-26 01:16:45 +1000","146994110","Sale","Lovely Piano (Music Mass Reproduction License)","18623538","IVIP43574871","99.00","","","","","","99.00","AudioJungle","India","West Bengal","kolkata","700016"
"2021-05-26 01:12:08 +1000","146993825","Author Fee","Author Fee for sale IVIP43574759","16115720","","12.38","","","","","","-12.38","AudioJungle","","","",""
"2021-05-26 01:12:08 +1000","146993825","Sale","Simple Piano  (Music Mass Reproduction License)","16115720","IVIP43574759","99.00","","","","","","99.00","AudioJungle","India","West Bengal","kolkata","700016"
"2021-05-25 21:08:33 +1000","146980061","Author Fee","Author Fee for sale IVIP43571281","22222357","","8.25","","","","","","-8.25","AudioJungle","","","",""
"2021-05-25 21:08:33 +1000","146980061","Sale","Humor (Music Broadcast License (1 Million))","22222357","IVIP43571281","66.00","","","","","","66.00","AudioJungle","United Arab Emirates","dubai","dubai","71996"
"2021-05-25 19:40:51 +1000","146975695","Author Fee","Author Fee for sale IVIP43570187","15639702","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2021-05-25 19:40:51 +1000","146975695","Sale","Explanatory (Music Standard License)","15639702","IVIP43570187","22.00","","","","","","22.00","AudioJungle","Germany","Deutschland","Hamburg","20357"
"2021-05-25 01:32:55 +1000","146936384","Author Fee","Author Fee for sale IVIP43559766","31601158","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2021-05-25 01:32:55 +1000","146936384","Sale","The Violin (Music Standard License)","31601158","IVIP43559766","22.00","","2.20","","","","19.80","AudioJungle","United States","New York","Brooklyn","11215"
"2021-05-24 18:15:47 +1000","146915034","Author Fee","Author Fee for sale IVIP43554464","24536311","","3.50","","","","","","-3.50","AudioJungle","","","",""
"2021-05-24 18:15:47 +1000","146915034","Sale","Pink Panther (Music Standard License)","24536311","IVIP43554464","28.00","","","","","","28.00","AudioJungle","Turkey","","İstanbul","34485"
"2021-05-24 01:48:15 +1000","146888330","Author Fee","Author Fee for sale IVIP43548156","18103534","","4.25","","","","","","-4.25","AudioJungle","","","",""
"2021-05-24 01:48:15 +1000","146888330","Sale","Hope Piano (Music Standard License)","18103534","IVIP43548156","34.00","","","","","","34.00","AudioJungle","China","","Shanghai",""
"2021-05-23 08:01:38 +1000","146863045","Author Fee","Author Fee for sale IVIP43542740","24536311","","3.50","","","","","","-3.50","AudioJungle","","","",""
"2021-05-23 08:01:38 +1000","146863045","Sale","Pink Panther (Music Standard License)","24536311","IVIP43542740","28.00","","2.80","","","","25.20","AudioJungle","United States","Wisconsin","Milwaukee","53212"
"2021-05-22 16:06:00 +1000","146833662","Author Fee","Author Fee for sale IVIP43536338","25159321","","3.50","","","","","","-3.50","AudioJungle","","","",""
"2021-05-22 16:06:00 +1000","146833662","Sale","This is Violin (Music Standard License)","25159321","IVIP43536338","28.00","","","","","","28.00","AudioJungle","Italy","","camogli",""
"2021-05-21 21:23:11 +1000","146795874","Author Fee","Author Fee for sale IVIP43527014","19290827","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-21 21:23:11 +1000","146795874","Sale","Sad to Inspiring (Music Standard License)","19290827","IVIP43527014","32.00","","","","","","32.00","AudioJungle","South Africa","Guateng","Johannesburg","2194"
"2021-05-21 09:43:11 +1000","146773683","Author Fee","Author Fee for sale IVIP43521431","23103252","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-21 09:43:11 +1000","146773683","Sale","This is Ocean (Music Standard License)","23103252","IVIP43521431","25.00","","","","","","25.00","AudioJungle","United Kingdom","Northamptonshire","Northampton","NN7 4JF"
"2021-05-21 01:10:27 +1000","146752718","Author Fee","Author Fee for sale IVIP43515873","8413953","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-21 01:10:27 +1000","146752718","Sale","Slow Piano (Music Standard License)","8413953","IVIP43515873","32.00","","","","","","32.00","AudioJungle","Germany","Bavaria","Munich","80796"
"2021-05-21 00:21:58 +1000","146749833","Author Fee","Author Fee for sale IVIP43515125","19281997","","8.25","","","","","","-8.25","AudioJungle","","","",""
"2021-05-21 00:21:58 +1000","146749833","Sale","Big Motivation (Music Broadcast License (1 Million))","19281997","IVIP43515125","66.00","","6.60","","","","59.40","AudioJungle","United States","Mississippi","Meridian","39301"
"2021-05-20 19:02:46 +1000","146733195","Author Fee","Author Fee for sale IVIP43510780","9365578","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-20 19:02:46 +1000","146733195","Sale","Mambo (Music Standard License)","9365578","IVIP43510780","32.00","","","","","","32.00","AudioJungle","Japan","","Tokyo","1450063"
"2021-05-20 19:02:46 +1000","146733195","Author Fee","Author Fee for sale IVIP43510779","7854796","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-20 19:02:46 +1000","146733195","Sale","Samba (Music Standard License)","7854796","IVIP43510779","32.00","","","","","","32.00","AudioJungle","Japan","","Tokyo","1450063"
"2021-05-20 15:44:23 +1000","146724548","Author Fee","Author Fee for sale IVIP43508664","11780956","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-20 15:44:23 +1000","146724548","Sale","Communication (Music Standard License)","11780956","IVIP43508664","32.00","","","","","","32.00","AudioJungle","Australia","Victoria","Preston","3072"
"2021-05-20 15:08:05 +1000","146723511","Author Fee","Author Fee for sale IVIP43508432","15023879","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2021-05-20 15:08:05 +1000","146723511","Sale","Delicate (Music Standard License)","15023879","IVIP43508432","22.00","","","","","","22.00","AudioJungle","China","","GUANGZHOU",""
"2021-05-20 02:32:15 +1000","146698562","Author Fee","Author Fee for sale IVIP43501818","8413953","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-20 02:32:15 +1000","146698562","Sale","Slow Piano (Music Standard License)","8413953","IVIP43501818","32.00","","3.20","","","","28.80","AudioJungle","United States","Florida","Pensacola","32534-9413"
"2021-05-19 20:12:08 +1000","146677856","Author Fee","Author Fee for sale IVIP43496333","12415649","","3.00","","","","","","-3.00","AudioJungle","","","",""
"2021-05-19 20:12:08 +1000","146677856","Sale","Army (Music Standard License)","12415649","IVIP43496333","24.00","","","","","","24.00","AudioJungle","Spain","Madrid","Madrid","28010"
"2021-05-19 19:50:42 +1000","146676791","Author Fee","Author Fee for sale IVIP43496068","7833210","","3.75","","","","","","-3.75","AudioJungle","","","",""
"2021-05-19 19:50:42 +1000","146676791","Sale","Soccer (Music Standard License)","7833210","IVIP43496068","30.00","","","","","","30.00","AudioJungle","Netherlands","Overijssel","Hengelo","7553 AE"
"2021-05-19 18:26:11 +1000","146672237","Author Fee","Author Fee for sale IVIP43494913","9616278","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-19 18:26:11 +1000","146672237","Sale","Super Hero (Music Standard License)","9616278","IVIP43494913","32.00","","","","","","32.00","AudioJungle","Finland","","Siuntio KK",""
"2021-05-19 18:21:02 +1000","146672001","Author Fee","Author Fee for sale IVIP43494815","11140503","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-19 18:21:02 +1000","146672001","Sale","Happy Party (Music Standard License)","11140503","IVIP43494815","25.00","","","","","","25.00","AudioJungle","Japan","","Tokyo",""
"2021-05-19 04:24:50 +1000","146645388","Author Fee","Author Fee for sale IVIP43487894","16115720","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-19 04:24:50 +1000","146645388","Sale","Simple Piano  (Music Standard License)","16115720","IVIP43487894","32.00","","","","","","32.00","AudioJungle","Poland","mazowieckie","Warszawa","02-957"
"2021-05-19 00:52:02 +1000","146633599","Author Fee","Author Fee for sale IVIP43484733","7854796","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-19 00:52:02 +1000","146633599","Sale","Samba (Music Standard License)","7854796","IVIP43484733","32.00","","3.20","","","","28.80","AudioJungle","United States","Delaware","Wilmington","19806-2544"
"2021-05-19 00:51:33 +1000","146633605","Author Fee","Author Fee for sale IVIP43484726","7178020","","1.88","","","","","","-1.88","AudioJungle","","","",""
"2021-05-19 00:51:33 +1000","146633605","Sale","Headline News (Music Standard License)","7178020","IVIP43484726","15.00","","","","","","15.00","AudioJungle","Croatia","Croatia","Zagreb","10010"
"2021-05-18 18:57:01 +1000","146613558","Author Fee","Author Fee for sale IVIP43479590","15600213","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-18 18:57:01 +1000","146613558","Sale","Sadness Piano (Music Standard License)","15600213","IVIP43479590","32.00","","","","","","32.00","AudioJungle","China","朝阳区","北京市",""
"2021-05-18 11:38:11 +1000","146598874","Author Fee","Author Fee for sale IVIP43475888","28667093","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-18 11:38:11 +1000","146598874","Sale","Hopeful (Music Standard License)","28667093","IVIP43475888","25.00","","","","","","25.00","AudioJungle","United Kingdom","West Lothian","Bathgate","EH48 2DX"
"2021-05-17 23:19:09 +1000","146567041","Author Fee","Author Fee for sale IVIP43467431","19383057","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-17 23:19:09 +1000","146567041","Sale","from Sad to Happy (Music Standard License)","19383057","IVIP43467431","25.00","","","","","","25.00","AudioJungle","United Kingdom","West Yorkshire","Leeds","LS11 5WD"
"2021-05-17 19:41:16 +1000","146554967","Author Fee","Author Fee for sale IVIP43464428","23493670","","5.50","","","","","","-5.50","AudioJungle","","","",""
"2021-05-17 19:41:16 +1000","146554967","Sale","Scary Drums (Music Broadcast License (1 Million))","23493670","IVIP43464428","44.00","","","","","","44.00","AudioJungle","Australia","Queensland","coolangatta","4225"
"2021-05-17 19:41:15 +1000","146554967","Author Fee","Author Fee for sale IVIP43464425","19012554","","6.88","","","","","","-6.88","AudioJungle","","","",""
"2021-05-17 19:41:15 +1000","146554967","Sale","African Drums (Music Broadcast License (1 Million))","19012554","IVIP43464425","55.00","","","","","","55.00","AudioJungle","Australia","Queensland","coolangatta","4225"
"2021-05-17 16:00:49 +1000","146546130","Author Fee","Author Fee for sale IVIP43461899","12243637","","3.13","","","","","","-3.13","AudioJungle","","","",""
"2021-05-17 16:00:49 +1000","146546130","Sale","Retro Music (Music Standard License)","12243637","IVIP43461899","25.00","","","","","","25.00","AudioJungle","China","","Shanghai",""
"2021-05-17 08:57:14 +1000","146537361","Author Fee","Author Fee for sale IVIP43459742","8113788","","1.88","","","","","","-1.88","AudioJungle","","","",""
"2021-05-17 08:57:14 +1000","146537361","Sale","Discover Music (Music Standard License)","8113788","IVIP43459742","15.00","","","","","","15.00","AudioJungle","Russian Federation","","Krasnodar",""
"2021-05-17 05:14:06 +1000","146531181","Author Fee","Author Fee for sale IVIP43458370","27687292","","2.75","","","","","","-2.75","AudioJungle","","","",""
"2021-05-17 05:14:06 +1000","146531181","Sale","Podcast (Music Standard License)","27687292","IVIP43458370","22.00","","","","","","22.00","AudioJungle","Ireland","","Cobh",""
"2021-05-16 19:51:08 +1000","146512341","Author Fee","Author Fee for sale IVIP43454088","19163925","","4.00","","","","","","-4.00","AudioJungle","","","",""
"2021-05-16 19:51:08 +1000","146512341","Sale","Imagine (Music Standard License)","19163925","IVIP43454088","32.00","","","","","","32.00","AudioJungle","Spain","Catalonia","barcelona","08024"
"2021-05-16 12:47:58 +1000","146502938","Author Fee","Author Fee for sale IVIP43452130","31601158","","2.75","","","","","","-2.75","AudioJungle","","","",""
