SESAC QUARTERLY Royalty Statement: 2019/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliate Name: JACOB SOOTER MUSIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliate No: 488427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Period: April 2019 - June 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Distribution Date: September 30, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Qtr,Song #,Song Title,%Shares,Production Title,Episode Title,Episode Number,Perf/Air Date,Network,Establishment/Source,Album Title,Artist,Payment Type,Chart,Position,Pay #,Synd,Strip,End Air Dt,Medium,Coverage,Pay Code,Day Part,Perf Category,Perf Type,Perf Duration,Performance,Occur,Society Abbrv,Society Country,Earnings
2019,2,690674727,GREATER THINGS,0.0416,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,2449,,SESAC,USA,0.00896
2019,2,58567699,BE CROWNED,0.0312,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,1731,,SESAC,USA,0.00388
2019,2,690674727,GREATER THINGS,0.0416,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,2713610,,SESAC,USA,8.38
2019,2,690674727,GREATER THINGS,0.0416,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,18305,,SESAC,USA,0.12
2019,2,690674727,GREATER THINGS,0.0416,,,,,,INTERNET RADIO,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,240238,,SESAC,USA,3.2
2019,2,694891953,LIKE NO OTHER,0.0417,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,37888,,SESAC,USA,0.00316
2019,2,690354861,HEAVEN IS HERE,0.0416,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,41005,,SESAC,USA,0.0034
2019,2,690354861,HEAVEN IS HERE,0.0416,,,,,,GOOGLE PLAY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,41005,,SESAC,USA,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LEGEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F=Feature,J=Jingle,P=Promo,OT=Opening Theme,,CT=Closing Theme,,ST=Segment Theme,,L=Logo,BG=Background,,,,,,,,,,,,,,,,,,,,,
+=Public Domain,,-=Local PBS,,Jingle Pay Code=Number of Months,,,,*=Non-Durational/Full Weight,,,,,,,,,,,,,,,,,,,,,,,
