SESAC QUARTERLY Royalty Statement: 2020/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliate Name: JACOB LEE SOOTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliate No: 483800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Period: April 2020 - June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Distribution Date: September 30, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Qtr,Song #,Song Title,%Shares,Production Title,Episode Title,Episode Number,Perf/Air Date,Network,Establishment/Source,Album Title,Artist,Payment Type,Chart,Position,Pay #,Synd,Strip,End Air Dt,Medium,Coverage,Pay Code,Day Part,Perf Category,Perf Type,Perf Duration,Performance,Occur,Society Abbrv,Society Country,Earnings
2020,2,689645116,THRONE ROOM,0.125,,,,,,CCS,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,544,,SESAC,USA,0.79
2020,2,689645116,THRONE ROOM,0.125,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,419401,,SESAC,USA,10.08
2020,2,689645116,THRONE ROOM,0.125,,,,,,AUST DOWNLOAD (AMCOS TRANSFER),,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.09922896
2020,2,689645116,THRONE ROOM,0.125,,,,,,BACKGROUND MUSIC AU-SPOTIFY [A,,, , ,0,0, ,,,Other, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.07004397
2020,2,689645116,THRONE ROOM,0.125,,,,,,YOUTUBE(AD-SUPPORTED1),,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,JASRA,JAPAN,0.01445192
2020,2,689645116,THRONE ROOM,0.125,,,,,,SPOTIFY(SUBSCRIPTION),,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,JASRA,JAPAN,0.00722596
2020,2,689645116,THRONE ROOM,0.125,,,,,,APPLE MUSIC,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,JASRA,JAPAN,0.02167788
2020,2,689645116,THRONE ROOM,0.125,,,,,,STREAMING NZ-APPLE MUSIC [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.18094693
2020,2,689645116,THRONE ROOM,0.125,,,,,,ONLINE AU-YTUBE MU [DISAG][PTS,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.47279682
2020,2,689645116,THRONE ROOM,0.125,,,,,,CINUFM,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.30295759
2020,2,689645116,THRONE ROOM,0.125,,,,,,PLAYNETWORK,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,1,,SESAC,USA,0.00131
2020,2,689232137,AFTER MY HEART,0.125,,,,,,STREAMING AU-APPLE MUSIC [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.04085898
2020,2,689232137,AFTER MY HEART,0.125,,,,,,SPOTIFY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.07018707
2020,2,689232137,AFTER MY HEART,0.125,,,,,,AMAZON PRIME,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,18823,,SESAC,USA,0.01
2020,2,689232137,AFTER MY HEART,0.125,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,18823,,SESAC,USA,0.18
2020,2,689232137,AFTER MY HEART,0.125,,,,,,GOOGLEPLAY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.04128651
2020,2,689232137,AFTER MY HEART,0.125,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,18823,,SESAC,USA,0.16
2020,2,689232141,REIGN,0.1667,,,,,,GOOGLEPLAY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.04129477
2020,2,689232141,REIGN,0.1667,,,,,,APPLE MUSIC  BEATS,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.07433059
2020,2,689232141,REIGN,0.1667,,,,,,SPOTIFY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.04542425
2020,2,689232137,AFTER MY HEART,0.125,,,,,,STREAMING AU-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.03502199
2020,2,689232137,AFTER MY HEART,0.125,,,,,,AUST DOWNLOAD (AMCOS TRANSFER),,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.005837
2020,2,689232137,AFTER MY HEART,0.125,,,,,,STREAMING NZ-SPOTIFY [DISAGGRE,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.03353864
2020,2,689232137,AFTER MY HEART,0.125,,,,,,APPLE MUSIC  BEATS,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.09908763
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,77762,,SESAC,USA,2.49
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03539483
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03539483
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01167738
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Apple Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.04670952
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.08258794
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,SPOTIFY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.17300874
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03539483
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,APPLE MUSIC  BEATS,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.25612079
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,iTunes,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,GOOGLEPLAY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.02595824
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.04719311
2020,2,692286585,WORTH IT ALL,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.14157932
2020,2,690760504,YOU ARE STILL HERE,0.1666,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,75627,,SESAC,USA,0.98
2020,2,690760504,YOU ARE STILL HERE,0.1666,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,75627,,SESAC,USA,0.01
2020,2,690760504,YOU ARE STILL HERE,0.1666,,,,,,SLACKER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,12,,SESAC,USA,0.000218
2020,2,690760504,YOU ARE STILL HERE,0.1666,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,129,,SESAC,USA,0.00128
2020,2,690760504,YOU ARE STILL HERE,0.1666,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,75627,,SESAC,USA,0.9
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.96745869
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.05899138
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,UCB2 Non Peak Main,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.76032
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Small & Community Radio Servic,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.13068
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.08258794
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.05899138
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.18877243
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Apple Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.09341904
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,UCB2 Low Peak Mains,,, , ,0,0, ,,,Radio, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,1.0692
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,146262,,SESAC,USA,1.75
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,146262,,SESAC,USA,1.91
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,AMAZON PRIME,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,146262,,SESAC,USA,0.15
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,146262,,SESAC,USA,0.03
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,YOUTUBE,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,220,,SESAC,USA,0.000653
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,211,,SESAC,USA,0.00209
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Now (That's What I Call) Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03503214
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.3539483
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,692286574,CRAZY LOVE,0.1667,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,697081511,LET THERE BE WONDER,0.125,,,,,,AMAZON PRIME,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,45812,,SESAC,USA,0.03
2020,2,697081511,LET THERE BE WONDER,0.125,,,,,,YOUTUBE,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,209,,SESAC,USA,0.000462
2020,2,697081511,LET THERE BE WONDER,0.125,,,,,,NAPSTER,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,55,,SESAC,USA,0.000408
2020,2,697081511,LET THERE BE WONDER,0.125,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,28760,,SESAC,USA,0.69
2020,2,697081511,LET THERE BE WONDER,0.125,,,,,,SPOTIFY,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,45812,,SESAC,USA,0.41
2020,2,697081511,LET THERE BE WONDER,0.125,,,,,,APPLE MUSIC,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,45812,,SESAC,USA,0.44
2020,2,697081511,LET THERE BE WONDER,0.125,,,,,,TIDAL,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,45812,,SESAC,USA,0.00778
2020,2,693035876,ARISE AND SHINE,0.25,,,,,,AUST DOWNLOAD (AMCOS TRANSFER),,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.011674
2020,2,693035876,ARISE AND SHINE,0.25,,,,,,APPLE MUSIC  BEATS,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.09737922
2020,2,693035876,ARISE AND SHINE,0.25,,,,,,STREAMING AU-APPLE MUSIC [DISA,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,APRA,AUSTRALIA,0.07588097
2020,2,693035876,ARISE AND SHINE,0.25,,,,,,SPOTIFY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.03012264
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.01179828
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.03539483
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,Spotify,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.02359655
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,GOOGLEPLAY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.02635731
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,SPOTIFY,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.11180578
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,ITUNES SINGAPORE - SONY 201810,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,CASH,HONG KONG,0.00109443
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,Apple Music,,, , ,0,0, ,,,Download Musical Works, ,0,,INTERNATIONAL,F,,,,PRS,UNITED KINGDOM,0.0583869
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,PANDORA,,, , ,0,0, ,,,General, ,0,,DIGITAL MEDIA,,,1308,,SESAC,USA,0.06
2020,2,693676294,YOU COME RUNNING,0.25,,,,,,APPLE MUSIC  BEATS,,, , ,0,0, ,,,Streaming On-Demand, ,0,,INTERNATIONAL,F,,,,SOCAN,CANADA,0.19836509
