Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Notes,Currency,Statement ID,Statement Line
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,APPLE ,APP1,Mechanical,01,0,0.72,100,90,14319,90,0.65,Apple Computer Inc.,20,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7177
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,APPLE ,APP1,Mechanical,01,0,2.71,100,90,14319,90,2.44,Apple Computer Inc.,68,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7178
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.18,100,90,14319,90,0.16,"Google, Inc",195,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9871
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.24,100,90,14319,90,0.22,"Google, Inc",6,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9873
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.37,100,90,14319,90,0.33,"Google, Inc",6,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9874
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.32,100,90,14319,90,0.29,"Google, Inc",7,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7975
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.14,100,90,14319,90,0.13,"Google, Inc",2,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7976
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.07,100,90,14319,90,0.06,"Google, Inc",76,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7977
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.04,100,90,14319,90,0.04,"Google, Inc",40,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7978
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.87,100,90,14319,90,0.78,"Google, Inc",14,0,10/2016,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11317
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.04,100,90,14319,90,0.04,"Google, Inc",1,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11318
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.81,100,90,14319,90,0.73,"Google, Inc",19,0,/,03/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7227,9679
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.36,100,90,14319,90,0.32,"Google, Inc",5,0,/,03/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7227,9680
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.18,100,90,14319,90,0.16,"Google, Inc",254,0,/,03/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7227,9681
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.31,100,90,14319,90,0.28,"Google, Inc",436,0,/,03/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7227,9682
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,SOCAN,SOCA,Satellite Radio,09,50,2.87,100,90,14319,90,2.58,,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC,CAD,7188,17396
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,SOCAN,SOCA,Digital Internet,17,50,0.14,100,90,14319,90,0.13,,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC,CAD,7188,17397
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.21,100,90,14319,90,0.19,"Google, Inc",4,0,/,09/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7225,10203
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.74,100,90,14319,90,0.67,"Google, Inc",18,0,/,09/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7225,10204
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.24,100,90,14319,90,0.22,"Google, Inc",4,0,/,06/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7226,9722
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,(I'm Gonna) Run Away,789535,Laguna/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.69,100,90,14319,90,0.62,"Google, Inc",14,0,/,06/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7226,9723
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,SOCAN,SOCA,Satellite Radio,09,50,2.86,100,90,14319,90,2.57,,0,0,04/2016,06/2016,Canada,CAN,,0,JETT PACK MUS INC,CAD,7188,17390
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",10,0,/,03/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7227,9685
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,"Google, Inc.",GOOG,Mechanical,01,0,0.07,100,90,14319,90,0.06,"Google, Inc",1,0,/,09/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7228,11825
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,"Google, Inc.",GOOG,Mechanical,01,0,0.05,100,90,14319,90,0.05,"Google, Inc",1,0,/,09/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7228,11826
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",8,0,/,11/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7228,11828
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,APPLE ,APP1,Mechanical,01,0,0.12,100,90,14319,90,0.11,Apple Computer Inc.,3,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7180
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",6,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9876
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",12,0,/,05/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9877
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,100 FEET AWAY,576296,JETT/LAGUNA,"Google, Inc.",GOOG,Mechanical,01,0,0.05,100,90,14319,90,0.05,"Google, Inc",1,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7980
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.69,100,90,14319,90,0.62,"Google, Inc",14,0,/,06/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7226,9696
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.09,100,90,14319,90,0.08,"Google, Inc",1,0,/,06/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7226,9697
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.05,100,90,14319,90,0.05,"Google, Inc",1,0,/,06/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7226,9698
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.74,100,90,14319,90,0.67,"Google, Inc",18,0,/,09/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7225,10181
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",8,0,/,08/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7225,10182
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.81,100,90,14319,90,0.73,"Google, Inc",19,0,/,03/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7227,9638
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.12,100,90,14319,90,0.11,"Google, Inc",174,0,/,03/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7227,9640
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.32,100,90,14319,90,0.29,"Google, Inc",7,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7930
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",7,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7931
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.02,100,90,14319,90,0.02,"Google, Inc",20,0,/,12/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7237,7932
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,SPOTIFY,SPOT,Mechanical,01,0,0.01,100,90,14319,90,0.01,Spotify AB,48,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7232,8680
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.02,100,90,14319,90,0.02,"Google, Inc",19,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9827
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.02,100,90,14319,90,0.02,"Google, Inc",19,0,/,04/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9828
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.05,100,90,14319,90,0.05,"Google, Inc",1,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9830
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.24,100,90,14319,90,0.22,"Google, Inc",6,0,/,06/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7230,9831
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,APPLE ,APP1,Mechanical,01,0,2.71,100,90,14319,90,2.44,Apple Computer Inc.,68,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7140
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,APPLE ,APP1,Mechanical,01,0,0.09,100,90,14319,90,0.08,Apple Computer Inc.,3,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7141
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,APPLE ,APP1,Mechanical,01,0,0.53,100,90,14319,90,0.48,Apple Computer Inc.,18,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7142
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,APPLE ,APP1,Mechanical,01,0,0.07,100,90,14319,90,0.06,Apple Computer Inc.,1,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7143
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.82,100,90,14319,90,0.74,"Google, Inc",19,0,/,12/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7228,11761
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",7,0,/,12/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7228,11762
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.08,100,90,14319,90,0.07,"Google, Inc",101,0,/,12/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7228,11763
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.15,100,90,14319,90,0.14,"Google, Inc",4,0,/,09/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8472
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.19,100,90,14319,90,0.17,"Google, Inc",4,0,/,09/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8473
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.02,100,90,14319,90,0.02,"Google, Inc",17,0,/,09/2014,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7240,8475
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",15,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11290
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.04,100,90,14319,90,0.04,"Google, Inc",1,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11291
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.07,100,90,14319,90,0.06,"Google, Inc",1,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11292
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,"Google, Inc.",GOOG,Mechanical,01,0,0.69,100,90,14319,90,0.62,"Google, Inc",13,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7239,11293
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Activity Grrrl,789536,Jett/Laguna,SPOTIFY,SPOT,Mechanical,01,0,0.08,100,90,14319,90,0.07,Spotify AB,84,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7235,10191
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Adjust,789537,Alva/Diaz/Diaz,APPLE ,APP1,Mechanical,01,0,0.06,100,90,14319,90,0.05,Apple Computer Inc.,1,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7229,7197
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Adjust,789537,Alva/Diaz/Diaz,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",9,0,/,09/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7225,10213
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Adjust,789537,Alva/Diaz/Diaz,SPOTIFY,SPOT,Mechanical,01,0,0.02,100,90,14319,90,0.02,Spotify AB,20,0,/,12/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7235,10207
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Jett Pack Music, Inc.",14319,Adjust,789537,Alva/Diaz/Diaz,"Google, Inc.",GOOG,Mechanical,01,0,0.01,100,90,14319,90,0.01,"Google, Inc",18,0,/,06/2016,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7226,9733
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Lagunatic Music & Filmworks, Inc.",14320,As I Am,814884,Child/Jett,"Google, Inc.",GOOG,Mechanical,01,0,0.03,100,90,14320,90,0.03,"Google, Inc",1,0,/,12/2016,Canada,CAN,,0,LAGUNATIC MUSIC *,CAD,7239,14808
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Lagunatic Music & Filmworks, Inc.",14320,As I Am,814884,Child/Jett,SPOTIFY,SPOT,Mechanical,01,0,0.03,100,90,14320,90,0.03,Spotify AB,65,0,/,12/2016,Canada,CAN,,0,LAGUNATIC MUSIC *,CAD,7235,13509
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Lagunatic Music & Filmworks, Inc.",14320,As I Am,814884,Child/Jett,SOCAN,SOCA,Satellite Radio,09,25,1.43,100,90,14320,90,1.29,,0,0,04/2016,06/2016,Canada,CAN,,0,LAGUNATIC MUSIC AND FILMWORKS INC,CAD,7188,17463
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Lagunatic Music & Filmworks, Inc.",14320,As I Am,814884,Child/Jett,SOCAN,SOCA,Digital Internet,17,25,0.01,100,90,14320,90,0.01,,0,0,04/2016,06/2016,Canada,CAN,,0,LAGUNATIC MUSIC AND FILMWORKS INC,CAD,7188,17464
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Lagunatic Music & Filmworks, Inc.",14320,As I Am,814884,Child/Jett,SOCAN,SOCA,Digital Internet,17,25,0.03,100,90,14320,90,0.03,,0,0,04/2016,06/2016,Canada,CAN,,0,LAGUNATIC MUSIC AND FILMWORKS INC,CAD,7188,17465
Red Brick Music Publishing,REDB,"Jett Pack Music, Inc.",14319,"Lagunatic Music & Filmworks, Inc.",14320,Baby Blue,789539,Jett/Hannah,"Google, Inc.",GOOG,Mechanical,01,0,0.03,100,90,14320,90,0.03,"Google, Inc",1,0,/,09/2015,Canada,CAN,,0,JETT PACK MUSIC INC,CAD,7228,11801
