"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","NUM_PERFORMANCES","NUM_SPINS","DISTRIBUTION_TYPE","YOUR_AMOUNT"
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,4599,,"CURRENT",2.42118297596992
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,521,,"CURRENT",.485502542862579
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","SIRIUS XM RADIO, INC","Satellite Radio",01-OCT-14,31-OCT-14,,1,"CURRENT",9.07613330265676
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,22.4,,"CURRENT",.020850232910263
"","DA BRAT","DA B SIDE (SQUEAKY CLEAN)","ANUTHAFUNKDAFIEDTANTRUM","SO SO DEF/COLUMBIA","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,30-JUN-13,57,,"CURRENT",.0512551657659242
"","DA BRAT","DA B SIDE (SQUEAKY CLEAN)","ANUTHAFUNKDAFIEDTANTRUM","SO SO DEF/COLUMBIA","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,2232,,"CURRENT",2.0776033312884
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,50,,"CURRENT",.047635054247464
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,28,,"CURRENT",.0147408400363467
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,2408,,"CURRENT",1.0460936539880373
"","DA BRAT","F*** YOU","UNRESTRICTED (CLEAN VERSION)","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,71,,"CURRENT",.0373785586635929
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,27,,"CURRENT",.02572812536494063
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","RADITAZ.COM - Nonsubscription Webcast","Webcasting",01-FEB-12,31-DEC-12,,,"CURRENT",.010492213289645965
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,77,,"CURRENT",.0692401672908258
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","JANGO.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,30-SEP-14,143,,"CURRENT",.0391456482964281
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,32,,"CURRENT",.0293628838501912
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,5397,,"CURRENT",2.8412969170058
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,631,,"CURRENT",.588007878207845
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,158,,"CURRENT",.147070486713068
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,161,,"CURRENT",.149861049042515
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,2728,,"CURRENT",1.1810618522674165
"","DA BRAT","FA ALL Y'ALL - REMIX","FUNKDAFIED RATED PG","CHAOS/SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,302,,"CURRENT",.158990488963452
"","DA BRAT","FA ALL Y'ALL - REMIX","FUNKDAFIED RATED PG","CHAOS/SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,29,,"CURRENT",.027024133863752
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","JANGO.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,30-SEP-14,121,,"CURRENT",.03183073203632
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,2093,,"CURRENT",1.10187779271691
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,221,,"CURRENT",.20594253737549
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","iTunes - Sony","Direct Licensing",01-AUG-14,31-OCT-14,861,,"CURRENT",.3714223844858891
"","DA BRAT","FUCK YOU","UNRESTRICTED","SONY","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,259,,"CURRENT",.2467967258439922
"","DA BRAT","FUCK YOU","UNRESTRICTED","SONY","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,202,,"CURRENT",.188024421780049
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,1192,,"CURRENT",1.134467812963532
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting",01-DEC-12,31-DEC-12,,,"CURRENT",.0132697944890354
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","RADITAZ.COM - Nonsubscription Webcast","Webcasting",01-FEB-12,31-DEC-12,,,"CURRENT",.08453135786429525
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,310,,"CURRENT",.2787597155252672
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SKY.FM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.0476655547146425
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SKY.FM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.0297922981794332
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","STREAMLICENSING.COM - Nonsubscription Webcast","Webcasting",01-APR-14,31-AUG-14,1588,,"CURRENT",.05448393316787706
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CBS Webcasting","Webcasting",01-SEP-14,30-SEP-14,14,,"CURRENT",.0131160241025483
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","L & L BROADCASTING - COLUMBIA, SC","Webcasting",01-AUG-14,30-SEP-14,707,,"CURRENT",.658037194826047
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","COLUMBIA","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,154,,"CURRENT",.141308878529046
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","COLUMBIA","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,1910,,"CURRENT",1.7778546811876
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CARTER BROADCAST GROUP, INC.","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.129844458134236
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,111,,"CURRENT",.101852503355351
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",12.17339300169162
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,15033,,"CURRENT",7.91425172379993
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,1813,,"CURRENT",1.68947429982698
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.298898918438465
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM RADIO, INC","Cable Radio",01-OCT-14,31-OCT-14,,,"CURRENT",2.49256367600481
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM RADIO, INC","Satellite Radio",01-OCT-14,31-OCT-14,,21,"CURRENT",190.598799355792
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",5.4318293808762
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,2542,,"CURRENT",2.3661593495229
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,3645.34,,"CURRENT",3.3931333945133
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,57541,,"CURRENT",25.29681648631032
"","DA BRAT","FUNKDAFIED (CLEAN VERSION)","ANUTHAFUNKDAFIEDTANTRUM","SO SO","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,28,,"CURRENT",.02669134532595629
"","DA BRAT","FUNKDAFIED (CLEAN VERSION)","ANUTHAFUNKDAFIEDTANTRUM","SO SO","RADITAZ.COM - Nonsubscription Webcast","Webcasting",01-MAR-12,31-DEC-12,,,"CURRENT",.010350257452578387
"","DA BRAT","FUNKDAFIED (CLEAN VERSION)","ANUTHAFUNKDAFIEDTANTRUM","SO SO","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,260,,"CURRENT",.242014724970871
"","DA BRAT","GET SOMEBODY FEAT KEISHA JACKS","LIMELITE LUV & NITECLUBZ","ARISTA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,27,,"CURRENT",.025667926977812755
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,143,,"CURRENT",.1361277713174705
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,56,,"CURRENT",.0503568419342191
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","SKY.FM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.023245614807141
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,3389,,"CURRENT",1.78416810297066
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,363,,"CURRENT",.338267606639379
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,129,,"CURRENT",.120076536620163
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,99,,"CURRENT",.0943163935424061
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","RADITAZ.COM - Nonsubscription Webcast","Webcasting",01-FEB-12,31-DEC-12,,,"CURRENT",.010814637214814449
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,210,,"CURRENT",.1888371241283544
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SKY.FM - Nonsubscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.010599036803256
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SKY.FM - Subscription Webcast","Webcasting",01-AUG-14,31-AUG-14,,,"CURRENT",.0148961490897168
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","CUMULUS MEDIA, INC.","Webcasting",01-OCT-14,31-OCT-14,582,,"CURRENT",.534037450025356
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","MUSIC CHOICE","Preexisting Services",01-SEP-14,31-OCT-14,,,"CURRENT",15.21705309065218
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,6828,,"CURRENT",3.59465913457766
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,818,,"CURRENT",.762266948294798
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,,,"CURRENT",.768260587367961
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,1262,,"CURRENT",1.174702241974
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,542.3,,"CURRENT",.504780415501588
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,5489,,"CURRENT",2.3899826672034509
"","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","L & L BROADCASTING - COLUMBIA, SC","Webcasting",01-AUG-14,30-SEP-14,517,,"CURRENT",.4811955385944971
"","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","TOWNSQUARE MEDIA BROADCASTING","Webcasting",01-OCT-14,31-OCT-14,78,,"CURRENT",.0729813884034017
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","JANGO.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,30-SEP-14,50,,"CURRENT",.01262339647649046
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,34,,"CURRENT",.01789959147270615
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,11,,"CURRENT",.0102389536612899
"","DA BRAT","GUSHY WUSHY","LIMELITE, LUV & NITECLUBS (EXPLICIT)","ARISTA","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,270,,"CURRENT",.2569200633266391
"","DA BRAT","GUSHY WUSHY","LIMELITE, LUV & NITECLUBS (EXPLICIT)","ARISTA","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,52,,"CURRENT",.0273758457817866
"","DA BRAT","HIGH COME DOWN","UNRESTRICTED (EXPLICIT)","SONY","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,547,,"CURRENT",.287972839281485
"","DA BRAT","HIGH COME DOWN","UNRESTRICTED (EXPLICIT)","SONY","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,63,,"CURRENT",.0587076011522888
"","DA BRAT","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,2249.5,,"CURRENT",2.09386602373377
"","DA BRAT","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,50,,"CURRENT",.0223633330103412
"","DA BRAT","INTRO","UNRESTRICTED (EXPLICIT)","SONY MUSIC","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,48,,"CURRENT",.0431628204615326
"","DA BRAT","INTRO","UNRESTRICTED (EXPLICIT)","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,26,,"CURRENT",.0136879228908933
"","DA BRAT","INTRO","UNRESTRICTED (EXPLICIT)","SONY MUSIC","SONGZA - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,121,,"CURRENT",.112629929697982
"","DA BRAT","JUST A LITTLE BIT MORE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,564,,"CURRENT",.296922635017838
"","DA BRAT","JUST A LITTLE BIT MORE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,78,,"CURRENT",.0726856014266434
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,64,,"CURRENT",.0609141918509851
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","JANGO.COM - Nonsubscription Webcast","Webcasting",01-AUG-14,30-SEP-14,52,,"CURRENT",.01408535083002805
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,3675,,"CURRENT",1.93473525477049
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,455,,"CURRENT",.423999341655419
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","iTunes - Sony","Direct Licensing",01-MAY-14,31-OCT-14,302,,"CURRENT",.139547436763869
"","DA BRAT","LIVE IT UP","ANUTHATANTRUM","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,1395,,"CURRENT",.734409708953695
"","DA BRAT","LIVE IT UP","ANUTHATANTRUM","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,142,,"CURRENT",.132325069263889
"","DA BRAT","LONG TIME AWAY","YELLOW PILLS 004: PREFILL","NUMERO","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,135,,"CURRENT",.0710719073180997
"","DA BRAT","LONG TIME AWAY","YELLOW PILLS 004: PREFILL","NUMERO","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,38,,"CURRENT",.0354109340283647
"","DA BRAT","MAKE IT HAPPEN","ANUTHATANTRUM","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,271,,"CURRENT",.142670273208926
"","DA BRAT","MAKE IT HAPPEN","ANUTHATANTRUM","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,29,,"CURRENT",.027024133863752
"","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","SONGZA - Subscription Webcast","Webcasting",01-JUN-13,31-AUG-13,15,,"CURRENT",.01348835202496844
"","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,39,,"CURRENT",.0205318843363397
"","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,11,,"CURRENT",.0102505335345267
"","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","iTunes - Sony","Direct Licensing",01-AUG-14,31-OCT-14,1474,,"CURRENT",.6390169092867227
"","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,26,,"CURRENT",.02478391542091239
"","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","iTunes - Sony","Direct Licensing",01-AUG-14,31-OCT-14,259,,"CURRENT",.1176128952974415
"","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,120,,"CURRENT",.0631750287271994
"","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,26,,"CURRENT",.0242285338088813
"","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,120,,"CURRENT",.0631750287271994
"","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,13,,"CURRENT",.0121142669044406
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,78,,"CURRENT",.0743422412542435
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-OCT-14,31-OCT-14,1576,,"CURRENT",.829698710617221
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","PANDORA.COM - Subscription Webcast","Webcasting",01-OCT-14,31-OCT-14,173,,"CURRENT",.161212936497555
"","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","iHeart Media","Webcasting",01-OCT-14,31-OCT-14,118,,"CURRENT",.109836048366564
"","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","IMVU.COM","Webcasting",01-JUL-11,31-AUG-11,256,,"CURRENT",.2438500359099812
