"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","DISTRIBUTION_TYPE","YOUR_AMOUNT","THIRD_PARTY_NAME","THIRD_PARTY_AMOUNT"
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.3589466563948493,"",
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","SiriusXM","Satellite Radio",01-JAN-13,31-JAN-13,"CURRENT",7.61069434884866,"",
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0262697010716854,"",
"","DA BRAT","DA B SIDE","FUNKDAFIED (DA EP)","SO SO DEF","Music Choice","Cable Radio",01-NOV-12,31-JAN-13,"CURRENT",.464346317064179,"",
"","DA BRAT","DA B SIDE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","SiriusXM","Satellite Radio",01-JUL-12,31-JUL-12,"PRIOR",6.69740070000773,"",
"","DA BRAT","DA B SIDE","FUNKDAFIED (DA EP)","SO SO DEF","Music Choice","Cable Radio",01-MAY-12,31-AUG-12,"PRIOR",-3.236313413466654,"",
"","DA BRAT","DA B SIDE (SQUEAKY CLEAN)","ANUTHAFUNKDAFIEDTANTRUM","SO SO DEF/COLUMBIA","IMVU","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.0346898467180004,"",
"","DA BRAT","DA B SIDE (SQUEAKY CLEAN)","ANUTHAFUNKDAFIEDTANTRUM","SO SO DEF/COLUMBIA","RHAPSODY","Webcasters",01-JAN-13,28-FEB-13,"CURRENT",.0152454873123198,"",
"","DA BRAT","DA B SIDE (SQUEAKY CLEAN)","ANUTHAFUNKDAFIEDTANTRUM","SO SO DEF/COLUMBIA","SiriusXM","Satellite Radio",01-JUL-12,31-JUL-12,"PRIOR",-49.486406307385,"",
"","DA BRAT","DA B SIDE (SQUEAKY CLEAN)","ANUTHAFUNKDAFIEDTANTRUM","SO SO DEF/COLUMBIA","SiriusXM Webcasting","Webcasters",01-JUL-12,31-JUL-12,"PRIOR",-.0224812594584328,"",
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.4590520241341412,"",
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.0793136482876674,"",
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.01839257130125695,"",
"","DA BRAT","DA SHIT YA CAN'T FUC WIT","FUNKDAFIED (EXPLICIT)","SONY MUSIC","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0839503043016282,"",
"","DA BRAT","F*** YOU","UNRESTRICTED","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.01528988432332005,"",
"","DA BRAT","F*** YOU","UNRESTRICTED","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.0127520159726556,"",
"","DA BRAT","F*** YOU","UNRESTRICTED (CLEAN VERSION)","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.3630163724801733,"",
"","DA BRAT","F*** YOU","UNRESTRICTED (CLEAN VERSION)","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.02960851112678025,"",
"","DA BRAT","F**K YOU","UNRESTRICTED","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.0911350434603172,"",
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.90941490568930805,"",
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","MYXER_INC_MYXERSOCIALRADIO_COM","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.050888547880525,"",
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","PROJECT_11","Webcasters",01-OCT-11,29-FEB-12,"CURRENT",.01738871910586575,"",
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",5.6012421438566762,"",
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.6122102060918608,"",
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.06361450946284535,"",
"","DA BRAT","FA ALL Y'ALL","FUNKDAFIED","SO SO DEF","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.1297461703730877,"",
"","DA BRAT","FA ALL Y'ALL - REMIX","FUNKDAFIED RATED PG","CHAOS/SO SO DEF","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.01995764866013835,"",
"","DA BRAT","FA ALL YALL","DA BRAT - FUNKDAFIED","SONY","XM","Satellite Radio",01-MAY-10,31-MAY-10,"CURRENT",.122498963213162,"",
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.4946470932697945,"",
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",3.2846584723505,"",
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.344804582851749,"",
"","DA BRAT","FIRE IT UP","FUNKDAFIED (EXPLICIT)","SONY","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0975207727026428,"",
"","DA BRAT","FUCK YOU","UNRESTRICTED","SONY","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.4044265635346079,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","Batanga","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.05763857941669635,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CBS RADIO","Webcasters",01-NOV-12,31-DEC-12,"CURRENT",.3626913268355831,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",14.599449077879413,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","COXRADIO","Webcasters",01-JAN-13,31-JAN-13,"CURRENT",.345279470961775,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CPB/ NPR - CPB/ NPR","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.340039460782871,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CRYSTAL_MEDIA","Webcasters",01-FEB-12,31-MAR-12,"CURRENT",4.26105208762409,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CUMULUS_MEDIA_INC","Webcasters",01-OCT-12,30-NOV-12,"CURRENT",.224982771160761,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","ClearChannel","Webcasters",01-NOV-12,28-FEB-13,"CURRENT",8.93695891122401,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","DONTRON_WSRB-FM","Webcasters",01-JAN-13,31-JAN-13,"CURRENT",.0738462856964481,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","MYXER_INC_MYXERSOCIALRADIO_COM","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.10771429661958695,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","Music Choice","Cable Radio",01-NOV-12,31-JAN-13,"CURRENT",15.31954895114258,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","NEXTMEDIA_WQSL","Webcasters",01-NOV-12,30-NOV-12,"CURRENT",.0242446886734752,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","NUTSIE_COM","Webcasters",01-APR-11,31-DEC-12,"CURRENT",2.473441398445747,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","PALM_BEACH_BROADCASTING_WMBX-FM","Webcasters",01-JAN-13,31-MAR-13,"CURRENT",.1357273887990828,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","PAMAL_BROADCASTING","Webcasters",01-APR-10,30-SEP-10,"CURRENT",.0160523964595417,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",20.852055538535605,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",2.4399501808147595,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","QANTUM_OF_FLORENCE_WEGX_WJMX","Webcasters",01-SEP-12,30-SEP-12,"CURRENT",.012945053629773,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.0907418533082486,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",1.178754569488193,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SiriusXM","Satellite Radio",01-DEC-12,28-FEB-13,"CURRENT",419.6919603742411,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SiriusXM Webcasting","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",6.80899220557057,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0305111048020223,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","TOWNSQUARE MEDIA BROADCASTING","Webcasters",01-JAN-13,31-JAN-13,"CURRENT",.0106542929779191,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","XM","Satellite Radio",01-JAN-10,31-DEC-10,"CURRENT",2.364601131830479,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","COLUMBIA","SiriusXM","Satellite Radio",01-JUN-12,30-JUN-12,"PRIOR",-43.69560022245229,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","CRYSTAL_MEDIA","Webcasters",01-DEC-11,31-MAY-12,"PRIOR",-.33941824196789,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","Music Choice","Cable Radio",01-MAY-12,31-AUG-12,"PRIOR",11.338929320369,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SiriusXM","Satellite Radio",01-JUN-12,31-JUL-12,"PRIOR",32.83083065908773,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SiriusXM CABSAT","Cable Radio",01-JUN-12,31-AUG-12,"PRIOR",.71981285837417,"",
"","DA BRAT","FUNKDAFIED","FUNKDAFIED","SO SO DEF","SiriusXM Webcasting","Webcasters",01-JUN-12,31-AUG-12,"PRIOR",-.971706167459424,"",
"","DA BRAT","FUNKDAFIED (CLEAN VERSION)","ANUTHAFUNKDAFIEDTANTRUM","SO SO","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",1.589021635604217,"",
"","DA BRAT","FUNKDAFIED (EDIT)","FUNKDAFIED DA EP","SO SO DEF","IMVU","Webcasters",01-OCT-12,30-NOV-12,"CURRENT",.0832252335928659,"",
"","DA BRAT","FUNKDAFIED - DJ CLUB MIX","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","IMVU","Webcasters",01-DEC-12,31-DEC-12,"CURRENT",.0620212411018796,"",
"","DA BRAT","GET IT GET IT","UNKNOWN SONG ALBUM","UNKNOWN SONG LABEL","Music Choice","Cable Radio",01-MAY-12,31-MAY-12,"PRIOR",-2.019605409699653,"",
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-NOV-12,28-FEB-13,"CURRENT",.02655115746433335,"",
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","MTV","Webcasters",01-NOV-12,31-DEC-12,"CURRENT",.01781035621301025,"",
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",7.0143152477795426,"",
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.71125658714449895,"",
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",1.814818422537977,"",
"","DA BRAT","GHETTO LOVE","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.1135826133468394,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",13.90361350652566,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","CPB/ NPR - CPB/ NPR","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.388571310599849,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","ClearChannel","Webcasters",01-NOV-12,31-DEC-12,"CURRENT",1.0268307703572337,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","MYXER_INC_MYXERSOCIALRADIO_COM","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.0890552216607242,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","Music Choice","Cable Radio",01-NOV-12,31-JAN-13,"CURRENT",19.02656046370538,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",8.5618872203006338,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",1.0361458679652372,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.0636008418276862,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SPOTIFY.COM - > CW-CRB > Undeclared (1000011227)","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.27474602788575625,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SiriusXM","Satellite Radio",01-DEC-12,28-FEB-13,"CURRENT",176.1541922168024,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SiriusXM Webcasting","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",2.414489152590174,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","XM","Satellite Radio",01-MAY-10,31-MAY-10,"CURRENT",.142915457082023,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","Music Choice","Cable Radio",01-MAY-12,31-AUG-12,"PRIOR",11.38226909128177,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SiriusXM","Satellite Radio",01-JUN-12,31-JUL-12,"PRIOR",-18.9410882897068,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SiriusXM CABSAT","Cable Radio",01-JUN-12,31-AUG-12,"PRIOR",-.269229232870044,"",
"","DA BRAT","GIVE IT 2 YOU","FUNKDAFIED","SO SO DEF","SiriusXM Webcasting","Webcasters",01-JUN-12,31-AUG-12,"PRIOR",-.360253717003226,"",
"","DA BRAT","GIVE IT TO YOU","SINGLE","SONY SPECIAL PRODUCT","TOWNSQUARE MEDIA BROADCASTING","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.241170581500785,"",
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.6867970858232991,"",
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.06924315932403125,"",
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.1178920214150489,"",
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.01984941670419855,"",
"","DA BRAT","GOT IT POPPIN'","LIMELITE, LUV & NITECLUBZ","SO SO DEF","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.0406819620867905,"",
"","DA BRAT","GUSHY WUSHY","LIMELITE, LUV & NITECLUBS (EXPLICIT)","ARISTA","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.3391669295369365,"",
"","DA BRAT","GUSHY WUSHY","LIMELITE, LUV & NITECLUBS (EXPLICIT)","ARISTA","IMVU","Webcasters",01-OCT-12,31-DEC-12,"CURRENT",.13452335210004395,"",
"","DA BRAT","GUSHY WUSHY","LIMELITE, LUV & NITECLUBS (EXPLICIT)","ARISTA","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.0814562864275252,"",
"","DA BRAT","GUSHY WUSHY","LIMELITE, LUV & NITECLUBS (EXPLICIT)","ARISTA","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.0762181027108754,"",
"","DA BRAT","HIGH COME DOWN","UNRESTRICTED (EXPLICIT)","SONY","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.2420787899091442,"",
"","DA BRAT","HIGH COME DOWN","UNRESTRICTED (EXPLICIT)","SONY","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.02598045753193785,"",
"","DA BRAT","IN LOVE WIT CHEW (CLEAN EDIT)","COMP PROMO","SO SO DEF","CUMULUS_MEDIA_INC","Webcasters",01-OCT-12,31-OCT-12,"CURRENT",.0578550520422081,"",
"","DA BRAT","IN LOVE WIT CHEW (CLEAN EDIT)","COMP PROMO","SO SO DEF","PAMAL_BROADCASTING","Webcasters",01-APR-10,30-SEP-10,"CURRENT",.01471974425766135,"",
"","DA BRAT","IN LOVE WIT CHEW (CLEAN EDIT)","COMP PROMO","SO SO DEF","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.05004560801763455,"",
"","DA BRAT","IN LOVE WIT CHEW (CLEAN EDIT)","COMP PROMO","SO SO DEF","RHAPSODY","Webcasters",01-JAN-12,30-SEP-12,"PRIOR",.0745206321079201,"",
"","DA BRAT","INTRO","UNRESTRICTED (EXPLICIT)","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.03562630883866165,"",
"","DA BRAT","JUST A LITTLE BIT MORE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-SEP-12,28-FEB-13,"CURRENT",.4360359114127948,"",
"","DA BRAT","JUST A LITTLE BIT MORE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.4046430901988929,"",
"","DA BRAT","JUST A LITTLE BIT MORE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.0542907888856249,"",
"","DA BRAT","JUST A LITTLE BIT MORE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.0356252588471331,"",
"","DA BRAT","JUST A LITTLE BIT MORE","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.02541992021137345,"",
"","DA BRAT","KEEPIN' IT LIVE","ANUTHA TANTRUM","SO SO DEF","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.02372185860499445,"",
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",6.2418726391034909,"",
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.68503776371314745,"",
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","RHAPSODY","Webcasters",01-OCT-12,28-FEB-13,"CURRENT",.06444270991100335,"",
"","DA BRAT","LET'S ALL GET HIGH","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-NOV-12,31-JAN-13,"CURRENT",.0533846826609494,"",
"","DA BRAT","LIVE IT UP","ANUTHATANTRUM","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",2.114482024736487,"",
"","DA BRAT","LIVE IT UP","ANUTHATANTRUM","SO SO DEF","Pandora Subscriber","Webcasters",01-DEC-12,28-FEB-13,"CURRENT",.2291630840526955,"",
