,Song Name,Artist,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
13,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,5132,0112,0918,0.67,45.000,0.30
14,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,137,0112,0918,0.04,45.000,0.02
15,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,137,0112,0918,0.04,45.000,0.02
16,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1164,1017,1018,0.13,45.000,0.06
17,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1164,1017,1018,0.13,45.000,0.06
18,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,,1017,1018,0.02,45.000,0.01
19,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,USA6G1456605,7,0718,0918,0.02,45.000,0.01
20,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,USA6G1456605,,0718,0918,0.02,45.000,0.01
21,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,22,1016,0918,0.02,45.000,0.01
22,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,22,1016,0918,0.02,45.000,0.01
23,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,15,0614,0918,0.02,45.000,0.01
24,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,15,0614,0918,0.02,45.000,0.01
25,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,D.VID.P,USA,GOSSIP GIRL,,1080,1280,1.12,45.000,0.50
26,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,D.VID.P,USA,GOSSIP GIRL,,1080,1280,1.12,45.000,0.50
27,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USA6G1456606,,1118,1118,0.02,45.000,0.01
28,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,MECH.,USA,,,0118,0618,0.02,90.000,0.02
29,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,DOWNLOAD,USA,,,0118,0618,0.69,90.000,0.62
30,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,726,0112,0917,0.12,45.000,0.05
31,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,726,0112,0917,0.12,45.000,0.05
32,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,7235,0112,0918,0.92,45.000,0.41
33,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,7235,0112,0918,0.92,45.000,0.41
34,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,463,0112,0918,0.12,45.000,0.05
35,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,463,0112,0918,0.12,45.000,0.05
36,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,87,0112,0918,0.04,45.000,0.02
37,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,87,0112,0918,0.04,45.000,0.02
38,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,,1017,1018,0.05,45.000,0.02
39,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,348,0718,0918,0.03,45.000,0.01
40,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,348,0718,0918,0.03,45.000,0.01
41,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SOCAN,D.VID.P,CANA,GOSSIP GIRL,3,0118,0318,0.04,90.000,0.04
42,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,D.PERF,IREL,,,0717,1217,0.16,45.000,0.07
43,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,D.PERF,IREL,,,0717,1217,0.16,45.000,0.07
44,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,PERF.,USA,,,1080,1280,0.05,90.000,0.05
45,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,D.PERF,USA,,,1080,1280,0.04,90.000,0.04
46,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,D.PERF,USA,,,1080,1280,0.29,90.000,0.26
47,CRY,RUZUMNA/KEUP/DOORNINK,PANDORA LIMITED,STREAM.M,USA,,1730,0117,0618,0.07,90.000,0.06
48,CRY,RUZUMNA/KEUP/DOORNINK,PANDORA LIMITED,STREAM.M,USA,,305,0718,0918,0.11,90.000,0.10
49,CRY,RUZUMNA/KEUP/DOORNINK,YOUTUBE MUSIC,D.VIDEOS,USA,,229,0718,0918,0.03,90.000,0.03
50,CRY,RUZUMNA/KEUP/DOORNINK,YOUTUBE MUSIC,D.VIDEOS,USA,QMKPE1600001,,0718,0918,0.04,90.000,0.04
51,CRY,RUZUMNA/KEUP/DOORNINK,SOCAN,D.PERF,CANA,,2,0118,0318,0.02,90.000,0.02
52,DO IT 2NIGHT,FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,QMJYX1545803,380,1016,0918,0.32,90.000,0.29
53,DO IT 2NIGHT,FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,QMJYX1545803,256,0614,0918,0.27,90.000,0.24
54,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,1080,1280,0.14,90.000,0.13
55,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,1080,1280,0.04,90.000,0.04
56,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,1080,1280,0.20,90.000,0.18
57,DO IT 2NIGHT,FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,QMJYX1545803,82,0117,0618,0.02,90.000,0.02
58,DO IT 2NIGHT,FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,QMJYX1545803,60,0718,0918,0.03,90.000,0.03
59,DO IT 2NIGHT,FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,,159,0718,0918,0.03,90.000,0.03
60,DO IT 2NIGHT,FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,QMJYX1545803,15,0718,0918,0.02,90.000,0.02
61,DO IT 2NIGHT,FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,QMJYX1545803,,0718,0918,0.01,90.000,0.01
62,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,1117,1117,0.05,90.000,0.05
63,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,D.PERF,GRBR,ITUNES,4,1217,1217,0.01,90.000,0.01
64,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,D.PERF,GRBR,SPOTIFY,68,1117,1117,0.01,90.000,0.01
65,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,1217,1217,0.07,90.000,0.06
66,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,GOOGLE,22,0917,0917,0.01,90.000,0.01
67,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,47,1017,1017,0.01,90.000,0.01
68,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,68,1117,1117,0.03,90.000,0.03
69,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,GOOGLE,1,0717,0917,0.03,90.000,0.03
70,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,ITUNES,1,1017,1117,0.01,90.000,0.01
71,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,ITUNES,2,1117,1217,0.04,90.000,0.04
72,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,ITUNES,4,1217,1217,0.08,90.000,0.07
73,DO IT 2NIGHT,FINNERTY/RUZUMNA,SOCAN,D.PERF,CANA,,1,0118,0318,0.02,90.000,0.02
74,DO IT 2NIGHT,FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,D.PERF,GRBR,,63,1217,1217,0.01,90.000,0.01
75,DO IT 2NIGHT,FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,63,1217,1217,0.03,90.000,0.03
76,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,AMAZON PRIME MUSIC,STREAM.M,USA,,15,0614,0918,0.02,45.000,0.01
77,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,AMAZON PRIME MUSIC,STREAM.M,USA,,15,0614,0918,0.02,45.000,0.01
78,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,ASCAP,D.PERF,USA,,,1080,1280,0.03,45.000,0.01
79,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,ASCAP,D.PERF,USA,,,1080,1280,0.03,45.000,0.01
80,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,"SPOTIFY USA, INC.",STREAM.M,USA,,369,0718,0918,0.04,45.000,0.02
81,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,"SPOTIFY USA, INC.",STREAM.M,USA,,369,0718,0918,0.04,45.000,0.02
82,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,57,1016,0918,0.05,22.500,0.01
83,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,57,1016,0918,0.05,22.500,0.01
84,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,57,1016,0918,0.05,22.500,0.01
85,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,57,1016,0918,0.05,22.500,0.01
86,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,80,0614,0918,0.08,22.500,0.02
87,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,80,0614,0918,0.08,22.500,0.02
88,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,80,0614,0918,0.08,22.500,0.02
89,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,80,0614,0918,0.08,22.500,0.02
90,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2155,0718,0918,0.18,22.500,0.04
91,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2155,0718,0918,0.18,22.500,0.04
92,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2155,0718,0918,0.18,22.500,0.04
93,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2155,0718,0918,0.18,22.500,0.04
94,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,1080,1280,0.03,30.000,0.01
95,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,1080,1280,0.06,30.000,0.02
96,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,1080,1280,0.07,30.000,0.02
97,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,1080,1280,0.04,30.000,0.01
98,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,1080,1280,0.07,30.000,0.02
99,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,1080,1280,0.04,30.000,0.01
100,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,1080,1280,0.28,30.000,0.08
101,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,1080,1280,0.28,30.000,0.08
102,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,1080,1280,0.28,30.000,0.08
103,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,MECH.,USA,0075678667756,-21,0718,0918,-0.16,22.500,-0.04
104,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,MECH.,USA,0075678667756,-21,0718,0918,-0.16,22.500,-0.04
105,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,MECH.,USA,0075678667756,-21,0718,0918,-0.16,22.500,-0.04
106,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503397,8,0718,0918,0.08,22.500,0.02
107,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503397,8,0718,0918,0.08,22.500,0.02
108,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503397,8,0718,0918,0.08,22.500,0.02
109,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503410,17,0718,0918,0.15,22.500,0.03
110,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503410,17,0718,0918,0.15,22.500,0.03
111,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503410,17,0718,0918,0.15,22.500,0.03
112,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,,,1118,1118,0.03,22.500,0.01
113,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,353,0918,0918,0.14,22.500,0.03
114,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,387,1018,1018,0.13,22.500,0.03
115,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,,1018,1018,0.04,22.500,0.01
116,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,338,1118,1118,0.13,22.500,0.03
117,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,1,28269,0112,0918,6.77,22.500,1.52
118,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,1,28269,0112,0918,6.77,22.500,1.52
119,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,1,28269,0112,0918,6.77,22.500,1.52
120,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,1,28269,0112,0918,6.77,22.500,1.52
121,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,17099,1017,0618,0.94,22.500,0.21
122,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,17099,1017,0618,0.94,22.500,0.21
123,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,17099,1017,0618,0.94,22.500,0.21
124,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,17099,1017,0618,0.94,22.500,0.21
125,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4805,0718,0918,0.28,22.500,0.06
126,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4805,0718,0918,0.28,22.500,0.06
127,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4805,0718,0918,0.28,22.500,0.06
128,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4805,0718,0918,0.28,22.500,0.06
129,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,1117,1117,0.03,22.500,0.01
130,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,1117,1117,0.03,22.500,0.01
131,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,1117,1117,0.03,22.500,0.01
132,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,1117,1117,0.03,22.500,0.01
133,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,1217,1217,0.03,22.500,0.01
134,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,1217,1217,0.03,22.500,0.01
135,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,1217,1217,0.03,22.500,0.01
136,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,1217,1217,0.03,22.500,0.01
137,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SOUNDCLOUD EURO,1360,0807,0807,0.03,22.500,0.01
138,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SOUNDCLOUD EURO,1360,0807,0807,0.03,22.500,0.01
139,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SOUNDCLOUD EURO,1360,0807,0807,0.03,22.500,0.01
140,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SOUNDCLOUD EURO,1360,0807,0807,0.03,22.500,0.01
141,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,488,1017,1017,0.03,22.500,0.01
142,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,488,1017,1017,0.03,22.500,0.01
143,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,488,1017,1017,0.03,22.500,0.01
144,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,488,1017,1017,0.03,22.500,0.01
145,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,466,1117,1117,0.03,22.500,0.01
146,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,466,1117,1117,0.03,22.500,0.01
147,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,466,1117,1117,0.03,22.500,0.01
148,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,466,1117,1117,0.03,22.500,0.01
149,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,UAE,INFLIGHT STREAM,,0418,0618,0.03,22.500,0.01
150,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,UAE,INFLIGHT STREAM,,0418,0618,0.03,22.500,0.01
151,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,UAE,INFLIGHT STREAM,,0418,0618,0.03,22.500,0.01
152,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,UAE,INFLIGHT STREAM,,0418,0618,0.03,22.500,0.01
153,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,0418,0618,0.03,22.500,0.01
154,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,0418,0618,0.03,22.500,0.01
155,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,0418,0618,0.03,22.500,0.01
156,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,0418,0618,0.03,22.500,0.01
157,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,SPOTIFY GRANDE,,0418,0618,0.06,22.500,0.01
158,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,SPOTIFY GRANDE,,0418,0618,0.06,22.500,0.01
