,Song Name,Artist,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
19,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,22,1116,0318,0.02,45.000,0.01
20,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,78,0714,1217,0.08,45.000,0.04
21,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,78,0714,1217,0.08,45.000,0.04
22,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,30,1016,0318,0.03,45.000,0.01
23,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,30,1016,0318,0.03,45.000,0.01
24,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,PERF.,SERB,,,0318,0518,0.04,90.000,0.04
25,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,D.VID.P,USA,GOSSIP GIRL,,0480,0680,0.01,90.000,0.01
26,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,D.VID.P,USA,GOSSIP GIRL,,0480,0680,4.00,90.000,3.60
27,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,MECH.,USA,,326,0713,1217,7.47,90.000,6.72
28,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,DOWNLOAD,USA,,150,0713,1217,3.31,90.000,2.98
29,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SOCAN,D.VID.P,CANA,GOSSIP GIRL,4,0717,0917,0.05,45.000,0.02
30,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SOCAN,D.VID.P,CANA,GOSSIP GIRL,4,0717,0917,0.05,45.000,0.02
31,CRY,RUZUMNA/KEUP/DOORNINK,AMAZON MUSIC UNLIMITED,STREAM.M,USA,QM-KPE-16-00001,9,1116,0318,0.01,90.000,0.01
32,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,PERF.,USA,,,0480,0680,0.03,90.000,0.03
33,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,D.PERF,USA,,,0480,0680,0.04,90.000,0.04
34,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,D.PERF,USA,,,0480,0680,0.36,90.000,0.32
35,CRY,RUZUMNA/KEUP/DOORNINK,PANDORA LIMITED,STREAM.M,USA,,281,0118,0318,0.12,90.000,0.11
36,CRY,RUZUMNA/KEUP/DOORNINK,YOUTUBE MUSIC,D.VIDEOS,USA,,4,0118,0318,0.02,90.000,0.02
37,CRY,RUZUMNA/KEUP/DOORNINK,YOUTUBE MUSIC,D.VIDEOS,USA,,,0118,0318,0.01,90.000,0.01
38,CRY,RUZUMNA/KEUP/DOORNINK,PFIVE ENTERTAINMENTMEXICO S.A.C.V.,STREAM.M,MEXI,SPOTIFY,605,1017,1217,0.03,90.000,0.03
39,CRY,RUZUMNA/KEUP/DOORNINK,SOCAN,D.PERF,CANA,,116,0717,0917,1.55,90.000,1.40
40,DO IT 2NIGHT,FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,QMJYX1545803,178,1116,0318,0.16,90.000,0.14
41,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,0480,0680,0.05,90.000,0.05
42,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,0480,0680,0.32,90.000,0.29
43,DO IT 2NIGHT,FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,QMJYX1545803,50,0118,0318,0.02,90.000,0.02
44,DO IT 2NIGHT,FINNERTY/RUZUMNA,SLACKER,STREAM.M,USA,QMJYX1545803,21,0908,1217,0.01,90.000,0.01
45,DO IT 2NIGHT,FINNERTY/RUZUMNA,TIDAL,STREAM.M,USA,QMJYX1545803,9,0316,0917,0.01,90.000,0.01
46,DO IT 2NIGHT,FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,,38,0118,0318,0.01,90.000,0.01
47,DO IT 2NIGHT,FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,QMJYX1545803,5,0118,0318,0.01,90.000,0.01
48,DO IT 2NIGHT,FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,QMJYX1545803,,0118,0318,0.05,90.000,0.05
49,DO IT 2NIGHT,FINNERTY/RUZUMNA,PFIVE ENTERTAINMENTMEXICO S.A.C.V.,STREAM.M,MEXI,APPLE,12,1017,1217,0.02,90.000,0.02
50,DO IT 2NIGHT,FINNERTY/RUZUMNA,PFIVE ENTERTAINMENTMEXICO S.A.C.V.,STREAM.M,MEXI,APPLE,15,1017,1217,0.06,90.000,0.05
51,DO IT 2NIGHT,FINNERTY/RUZUMNA,PFIVE ENTERTAINMENTMEXICO S.A.C.V.,STREAM.M,MEXI,SPOTIFY,95,1017,1217,0.01,90.000,0.01
52,DO IT 2NIGHT,FINNERTY/RUZUMNA,SOCAN,D.PERF,CANA,,1,0717,0917,0.02,90.000,0.02
53,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,ASCAP,D.PERF,USA,,,0480,0680,0.06,45.000,0.03
54,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,ASCAP,D.PERF,USA,,,0480,0680,0.06,45.000,0.03
55,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,"SPOTIFY USA, INC.",STREAM.M,USA,,567,0118,0318,0.07,45.000,0.03
56,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,"SPOTIFY USA, INC.",STREAM.M,USA,,567,0118,0318,0.07,45.000,0.03
57,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,76,1116,0318,0.07,22.500,0.02
58,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,76,1116,0318,0.07,22.500,0.02
59,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,76,1116,0318,0.07,22.500,0.02
60,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,76,1116,0318,0.07,22.500,0.02
61,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,145,0714,1217,0.14,22.500,0.03
62,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,145,0714,1217,0.14,22.500,0.03
63,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,145,0714,1217,0.14,22.500,0.03
64,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,145,0714,1217,0.14,22.500,0.03
65,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,139,1016,0318,0.14,22.500,0.03
66,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,139,1016,0318,0.14,22.500,0.03
67,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,139,1016,0318,0.14,22.500,0.03
68,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,139,1016,0318,0.14,22.500,0.03
69,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,6180,0717,0318,0.29,22.500,0.07
70,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,6180,0717,0318,0.29,22.500,0.07
71,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,6180,0717,0318,0.29,22.500,0.07
72,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,BRAZ,,,0318,0518,0.03,30.000,0.01
73,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,BRAZ,,,0318,0518,0.02,30.000,0.01
74,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.04,30.000,0.01
75,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.27,30.000,0.08
76,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.04,30.000,0.01
77,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.03,30.000,0.01
78,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.27,30.000,0.08
79,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.04,30.000,0.01
80,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.03,30.000,0.01
81,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0480,0680,0.27,30.000,0.08
82,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,,,0418,0418,0.04,22.500,0.01
83,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,689,0318,0318,0.27,22.500,0.06
84,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,,0318,0318,0.04,22.500,0.01
85,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,524,0418,0418,0.21,22.500,0.05
86,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,TIDAL,STREAM.M,USA,USAT21503410,36,0316,0917,0.03,22.500,0.01
87,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,TIDAL,STREAM.M,USA,USAT21503410,36,0316,0917,0.03,22.500,0.01
88,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,TIDAL,STREAM.M,USA,USAT21503410,36,0316,0917,0.03,22.500,0.01
89,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,TIDAL,STREAM.M,USA,USAT21503410,36,0316,0917,0.03,22.500,0.01
90,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ALL MUSIC PUBLISHING LLC. (RUSSIA),DOWNLOAD,RUSS,,3815,0716,1217,0.20,22.500,0.05
91,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,APPLE MUSIC STR,,1017,1217,0.06,22.500,0.01
92,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,APPLE MUSIC STR,,1017,1217,0.06,22.500,0.01
93,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,APPLE MUSIC STR,,1017,1217,0.06,22.500,0.01
94,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,APPLE MUSIC STR,,1017,1217,0.06,22.500,0.01
95,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,MICROSOFT XBOX,,1017,1217,0.06,22.500,0.01
96,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,MICROSOFT XBOX,,1017,1217,0.06,22.500,0.01
97,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,MICROSOFT XBOX,,1017,1217,0.06,22.500,0.01
98,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,MICROSOFT XBOX,,1017,1217,0.06,22.500,0.01
99,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,1017,1217,0.03,22.500,0.01
100,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,1017,1217,0.03,22.500,0.01
101,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,1017,1217,0.03,22.500,0.01
102,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GERM,SPOTIFY ALLEMAG,,1017,1217,0.03,22.500,0.01
103,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SPAI,SPOTIFY ESPAGNE,,1017,1217,0.03,22.500,0.01
104,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SPAI,SPOTIFY ESPAGNE,,1017,1217,0.03,22.500,0.01
105,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SPAI,SPOTIFY ESPAGNE,,1017,1217,0.03,22.500,0.01
106,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SPAI,SPOTIFY ESPAGNE,,1017,1217,0.03,22.500,0.01
107,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,SPOTIFY GRANDE,,1017,1217,0.08,22.500,0.02
108,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,SPOTIFY GRANDE,,1017,1217,0.08,22.500,0.02
109,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,SPOTIFY GRANDE,,1017,1217,0.08,22.500,0.02
110,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,GRBR,SPOTIFY GRANDE,,1017,1217,0.08,22.500,0.02
111,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NETH,SPOTIFY PAYS BA,,1017,1217,0.03,22.500,0.01
112,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NETH,SPOTIFY PAYS BA,,1017,1217,0.03,22.500,0.01
113,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NETH,SPOTIFY PAYS BA,,1017,1217,0.03,22.500,0.01
114,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NETH,SPOTIFY PAYS BA,,1017,1217,0.03,22.500,0.01
115,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SWED,SPOTIFY SUEDE,,1017,1217,0.03,22.500,0.01
116,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SWED,SPOTIFY SUEDE,,1017,1217,0.03,22.500,0.01
117,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SWED,SPOTIFY SUEDE,,1017,1217,0.03,22.500,0.01
118,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,SWED,SPOTIFY SUEDE,,1017,1217,0.03,22.500,0.01
119,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NORW,WIMP TIDAL STRE,,1017,1217,0.03,22.500,0.01
120,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NORW,WIMP TIDAL STRE,,1017,1217,0.03,22.500,0.01
121,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NORW,WIMP TIDAL STRE,,1017,1217,0.03,22.500,0.01
122,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,D.PERF,NORW,WIMP TIDAL STRE,,1017,1217,0.03,22.500,0.01
123,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC STR,596,1017,1217,0.11,22.500,0.02
124,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC STR,596,1017,1217,0.11,22.500,0.02
125,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC STR,596,1017,1217,0.11,22.500,0.02
126,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC STR,596,1017,1217,0.11,22.500,0.02
127,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,GOOGLE STREAMIN,158,1017,1217,0.03,22.500,0.01
128,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,GOOGLE STREAMIN,158,1017,1217,0.03,22.500,0.01
129,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,GOOGLE STREAMIN,158,1017,1217,0.03,22.500,0.01
130,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,GOOGLE STREAMIN,158,1017,1217,0.03,22.500,0.01
131,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,MICROSOFT XBOX,138,1017,1217,0.11,22.500,0.02
132,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,MICROSOFT XBOX,138,1017,1217,0.11,22.500,0.02
133,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,MICROSOFT XBOX,138,1017,1217,0.11,22.500,0.02
134,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,MICROSOFT XBOX,138,1017,1217,0.11,22.500,0.02
135,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GERM,SPOTIFY ALLEMAG,578,1017,1217,0.04,22.500,0.01
136,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GERM,SPOTIFY ALLEMAG,578,1017,1217,0.04,22.500,0.01
137,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GERM,SPOTIFY ALLEMAG,578,1017,1217,0.04,22.500,0.01
138,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GERM,SPOTIFY ALLEMAG,578,1017,1217,0.04,22.500,0.01
139,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,FRAN,SPOTIFY FRANCE,244,1017,1217,0.04,22.500,0.01
140,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,FRAN,SPOTIFY FRANCE,244,1017,1217,0.04,22.500,0.01
141,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,FRAN,SPOTIFY FRANCE,244,1017,1217,0.04,22.500,0.01
142,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,FRAN,SPOTIFY FRANCE,244,1017,1217,0.04,22.500,0.01
143,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2327,1017,1217,0.04,22.500,0.01
144,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2327,1017,1217,0.04,22.500,0.01
145,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2327,1017,1217,0.04,22.500,0.01
146,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2327,1017,1217,0.04,22.500,0.01
147,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2163,1017,1217,0.13,22.500,0.03
148,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2163,1017,1217,0.13,22.500,0.03
149,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2163,1017,1217,0.13,22.500,0.03
150,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,SACEM PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY GRANDE,2163,1017,1217,0.13,22.500,0.03
