,Song Name,Artist,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
22,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0490,0690,2.25,45.000,1.01
23,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0490,0690,0.10,45.000,0.05
24,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,RADIO CAS-FM,,1810,1812,0.31,45.000,0.14
25,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,RADIO CAS-FM,,1810,1812,0.31,45.000,0.14
26,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,RUBI,,1810,1812,0.31,45.000,0.14
27,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,RUBI,,1810,1812,0.31,45.000,0.14
28,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,33,0614,0319,0.02,45.000,0.01
29,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,33,0614,0319,0.02,45.000,0.01
30,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456605,88,0614,0319,0.07,45.000,0.03
31,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456605,88,0614,0319,0.07,45.000,0.03
32,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,37,0614,0319,0.04,45.000,0.02
33,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,37,0614,0319,0.04,45.000,0.02
34,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456605,84,0614,0319,0.08,45.000,0.04
35,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456605,84,0614,0319,0.08,45.000,0.04
36,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,241,0112,0119,0.08,45.000,0.04
37,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,241,0112,0119,0.08,45.000,0.04
38,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,31,0112,0119,0.02,45.000,0.01
39,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,31,0112,0119,0.02,45.000,0.01
40,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,MECH.,USA,,5,0718,1218,0.11,45.000,0.05
41,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,MECH.,USA,,5,0718,1218,0.12,45.000,0.05
42,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,DOWNLOAD,USA,,9,0718,1218,0.20,45.000,0.09
43,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,DOWNLOAD,USA,,9,0718,1218,0.20,45.000,0.09
44,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,USA6G1456605,,0119,0319,0.02,45.000,0.01
45,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,39,0614,0319,0.03,45.000,0.01
46,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,39,0614,0319,0.03,45.000,0.01
47,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456606,102,0614,0319,0.07,45.000,0.03
48,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456606,102,0614,0319,0.07,45.000,0.03
49,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,25,0614,0319,0.03,45.000,0.01
50,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,,25,0614,0319,0.03,45.000,0.01
51,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456606,70,0614,0319,0.07,45.000,0.03
52,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456606,70,0614,0319,0.07,45.000,0.03
53,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE INC.,STREAM.M,USA,,124,0119,0319,0.02,45.000,0.01
54,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE INC.,STREAM.M,USA,,124,0119,0319,0.02,45.000,0.01
55,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,PERF.,BELG,,,0418,0618,0.01,90.000,0.01
56,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,PERF.,USA,,,0490,0690,1.93,90.000,1.74
57,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,PERF.,USA,GOSSIP GIRL,,0490,0690,0.01,90.000,0.01
58,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,D.VID.P,USA,GOSSIP GIRL,,0490,0690,0.73,90.000,0.66
59,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,647,0112,0119,0.20,45.000,0.09
60,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,647,0112,0119,0.20,45.000,0.09
61,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,29,0112,0119,0.02,45.000,0.01
62,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,29,0112,0119,0.02,45.000,0.01
63,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,MECH.,USA,,5,0718,1218,0.11,45.000,0.05
64,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,MECH.,USA,,5,0718,1218,0.12,45.000,0.05
65,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,DOWNLOAD,USA,,9,0718,1218,0.20,45.000,0.09
66,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SIDE ONE RECORDS/DUMMY RECORDS,DOWNLOAD,USA,,9,0718,1218,0.20,45.000,0.09
67,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,336,0119,0319,0.04,45.000,0.02
68,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,336,0119,0319,0.04,45.000,0.02
69,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,POLA,TV ITI NEO 9390,,1710,1712,0.08,45.000,0.04
70,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,POLA,TV ITI NEO 9390,,1710,1712,0.08,45.000,0.04
71,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,PERF.,USA,,,0490,0690,0.04,90.000,0.04
72,CRY,RUZUMNA/KEUP/DOORNINK,ASCAP,D.PERF,USA,,,0490,0690,0.17,90.000,0.15
73,CRY,RUZUMNA/KEUP/DOORNINK,"MUSIC REPORTS,INC.",STREAM.M,USA,,,1212,0419,0.05,90.000,0.05
74,CRY,RUZUMNA/KEUP/DOORNINK,PANDORA LIMITED,STREAM.M,USA,,142,1212,0419,0.05,90.000,0.05
75,CRY,RUZUMNA/KEUP/DOORNINK,SOCAN,D.PERF,CANA,,1,0718,0918,0.01,90.000,0.01
76,DO IT 2NIGHT,FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,QMJYX1545803,627,0614,0319,0.59,90.000,0.53
77,DO IT 2NIGHT,FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,QMJYX1545803,452,0614,0319,0.47,90.000,0.42
78,DO IT 2NIGHT,FINNERTY/RUZUMNA,APPLE INC.,STREAM.M,USA,,2250,0119,0319,0.52,90.000,0.47
79,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,0490,0690,0.01,90.000,0.01
80,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,0490,0690,0.04,90.000,0.04
81,DO IT 2NIGHT,FINNERTY/RUZUMNA,ASCAP,D.PERF,USA,,,0490,0690,0.77,90.000,0.69
82,DO IT 2NIGHT,FINNERTY/RUZUMNA,"MUSIC REPORTS,INC.",STREAM.M,USA,QMJYX1545803,,1212,0419,0.03,90.000,0.03
83,DO IT 2NIGHT,FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,QMJYX1545803,51,1212,0419,0.02,90.000,0.02
84,DO IT 2NIGHT,FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,345,0712,1215,0.14,90.000,0.13
85,DO IT 2NIGHT,FINNERTY/RUZUMNA,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,30,0712,1215,0.02,90.000,0.02
86,DO IT 2NIGHT,FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,5192,1017,0319,1.49,90.000,1.34
87,DO IT 2NIGHT,FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,358,0119,0319,0.09,90.000,0.08
88,DO IT 2NIGHT,FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,340,0219,0419,0.07,90.000,0.06
89,DO IT 2NIGHT,FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,493,0319,0519,0.12,90.000,0.11
90,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,0618,0618,0.07,90.000,0.06
91,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,D.PERF,GRBR,APPLE MUSIC,137,0418,0618,0.04,90.000,0.04
92,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,D.PERF,GRBR,SPOTIFY,103,0618,0618,0.01,90.000,0.01
93,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,0618,0618,0.07,90.000,0.06
94,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC,158,0418,0618,0.10,90.000,0.09
95,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,SPOTIFY,103,0618,0618,0.04,90.000,0.04
96,DO IT 2NIGHT,FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,ITUNES,2,0618,0618,0.04,90.000,0.04
97,DO IT 2NIGHT,FINNERTY/RUZUMNA,SOCAN,D.PERF,CANA,,1,0718,0918,0.03,90.000,0.03
98,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,ASCAP,D.PERF,USA,,,0490,0690,0.03,45.000,0.01
99,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,ASCAP,D.PERF,USA,,,0490,0690,0.03,45.000,0.01
100,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,"SPOTIFY USA, INC.",STREAM.M,USA,,252,0119,0319,0.03,45.000,0.01
101,ELECTRIC CHAIR,RASTEGAR/RUZUMNA/DAUMONT/SHIMURA,"SPOTIFY USA, INC.",STREAM.M,USA,,252,0119,0319,0.03,45.000,0.01
102,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,40,0614,0319,0.03,22.500,0.01
103,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,40,0614,0319,0.03,22.500,0.01
104,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,40,0614,0319,0.03,22.500,0.01
105,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,,40,0614,0319,0.03,22.500,0.01
106,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USAT21503397,82,0614,0319,0.09,22.500,0.02
107,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USAT21503397,82,0614,0319,0.09,22.500,0.02
108,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USAT21503397,82,0614,0319,0.09,22.500,0.02
109,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USAT21503397,82,0614,0319,0.09,22.500,0.02
110,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,61,0614,0319,0.06,22.500,0.01
111,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,61,0614,0319,0.06,22.500,0.01
112,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,61,0614,0319,0.06,22.500,0.01
113,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,,61,0614,0319,0.06,22.500,0.01
114,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,USAT21503397,74,0614,0319,0.08,22.500,0.02
115,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,USAT21503397,74,0614,0319,0.08,22.500,0.02
116,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,USAT21503397,74,0614,0319,0.08,22.500,0.02
117,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,AMAZON PRIME MUSIC,STREAM.M,USA,USAT21503397,74,0614,0319,0.08,22.500,0.02
118,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2951,0119,0319,0.28,22.500,0.06
119,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2951,0119,0319,0.28,22.500,0.06
120,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2951,0119,0319,0.28,22.500,0.06
121,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,APPLE INC.,STREAM.M,USA,,2951,0119,0319,0.28,22.500,0.06
122,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,BRAZ,,,0718,0918,17.05,30.000,5.12
123,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,BRAZ,,,0718,0918,17.05,30.000,5.12
124,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,0718,0918,0.03,30.000,0.01
125,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,VIET,,,1018,1218,0.14,30.000,0.04
126,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,VIET,,,1018,1218,0.14,30.000,0.04
127,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,VIET,,,1018,1218,0.14,30.000,0.04
128,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,0490,0690,0.07,30.000,0.02
129,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,0490,0690,0.07,30.000,0.02
130,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,PERF.,USA,,,0490,0690,0.07,30.000,0.02
131,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,BRAZ,,,0718,0918,0.03,30.000,0.01
132,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,BRAZ,,,0718,0918,0.03,30.000,0.01
133,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0490,0690,0.35,30.000,0.11
134,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0490,0690,0.35,30.000,0.11
135,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ASCAP,D.PERF,USA,,,0490,0690,0.35,30.000,0.11
136,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503397,6,0119,0319,0.06,22.500,0.01
137,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503397,6,0119,0319,0.06,22.500,0.01
138,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503397,6,0119,0319,0.06,22.500,0.01
139,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503410,16,0119,0319,0.14,22.500,0.03
140,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503410,16,0119,0319,0.14,22.500,0.03
141,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ATLANTIC RECORDS,DOWNLOAD,USA,USAT21503410,16,0119,0319,0.14,22.500,0.03
142,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,702,0219,0319,0.35,22.500,0.08
143,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,,0219,0319,0.06,22.500,0.01
144,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,462,0419,0419,0.20,22.500,0.05
145,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USAT21503397,,0419,0419,0.04,22.500,0.01
146,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"MUSIC REPORTS,INC.",STREAM.M,USA,,,1212,0419,0.15,22.500,0.03
147,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,14570,0112,0119,1.50,22.500,0.34
148,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,14570,0112,0119,1.50,22.500,0.34
149,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,14570,0112,0119,1.50,22.500,0.34
150,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,RHAPSODY INTERNATIONAL/REAL NETWORK,STREAM.M,USA,,14570,0112,0119,1.50,22.500,0.34
151,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4203,0119,0319,0.21,22.500,0.05
152,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4203,0119,0319,0.21,22.500,0.05
153,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4203,0119,0319,0.21,22.500,0.05
154,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,"SPOTIFY USA, INC.",STREAM.M,USA,,4203,0119,0319,0.21,22.500,0.05
155,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,ALL MUSIC PUBLISHING LLC. (RUSSIA),DOWNLOAD,RUSS,,1552,0718,1218,0.06,22.500,0.01
156,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,D-VERSION MUSIC PUBLISHING LTD. GRE,PERF.,GREE,,,0717,0917,0.07,22.500,0.02
157,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,D-VERSION MUSIC PUBLISHING LTD. GRE,PERF.,GREE,,,0717,0917,0.07,22.500,0.02
158,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,D-VERSION MUSIC PUBLISHING LTD. GRE,PERF.,GREE,,,0717,0917,0.07,22.500,0.02
159,EST. 1980'S,RUZUMNA/LOPEZ/RASTEGAR/WICKS/BURTON,D-VERSION MUSIC PUBLISHING LTD. GRE,PERF.,GREE,,,0717,0917,0.07,22.500,0.02
