"AGREEMENT_ID","BATCH_ID","BATCH_DESCRIPTION","WORK_ID","WORK_TITLE","WRITERS","RECORDING_TITLE","RECORDING_ARTIST","RIGHT_TYPE_GROUP","RIGHT_TYPE","TERRITORY_ID","TERRITORY","EXPLOITATION_LICENCE_ID","EXPLOITATION_TITLE","EXPLOITATION_ARTIST","EXPLOITATION_DESCRIPTION","EXPLOITATION_FORMAT","AV_PRODUCTION_TITLE","ROYALTY_PERIOD_START_DATE","ROYALTY_PERIOD_END_DATE","PERCENTAGE_PAID","UNIT_SUM","CREDIT_OR_DEBIT","DISTRIBUTED_AMOUNT","WHT_ADJ_RECEIVED_AMOUNT","WHT_ADJ_SOURCE_AMOUNT","DIRECT_COLLECT_FEE_TAKEN","DIRECT_COLLECTED_AMOUNT","SOURCE_NAME","GENERATED_AT_COVER_RATE","TERRITORY_ISO_ALPHA_2_CODE","CUSTOM_WORK_ID","REVENUE_SOURCE_NAME",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","1095","Credit",".007081424555",".0072626075",".00764485","",".00764485","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","8415","Credit",".0566483385",".05810086",".0611588","",".0611588","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","19337","Credit",".92761692518",".9514015825","1.00147535","","1.00147535","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","19663","Credit",".44610604793",".4575442725",".48162555","",".48162555","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","2598","Credit",".155782930875",".159777365",".1681867","",".1681867","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","3200","Credit",".092053932305",".0944138975",".09938305","",".09938305","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","36945","Credit",".261998947805",".2687164775",".28285945","",".28285945","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","223","Credit",".007081424555",".0072626075",".00764485","",".00764485","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","3840","Credit",".02832416925",".02905043",".0305794","",".0305794","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","586530","Credit","4.16365287975","4.27041321","4.4951718","","4.4951718","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","47762","Credit",".375295624805",".3849181975",".40517705","",".40517705","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","1935","Credit",".014162084625",".014525215",".0152897","",".0152897","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","14160","Credit",".099134592375",".101676505",".1070279","",".1070279","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","3960","Credit",".02832416925",".02905043",".0305794","",".0305794","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","689389","Credit","1.0763184315","1.10391634","1.1620172","","1.1620172","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","14415","Credit",".099134592375",".101676505",".1070279","",".1070279","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","01-JUL-16","30-SEP-16","1.55","119478","Credit","6.125101982555","6.2821554875","6.61279525","","6.61279525","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH22965","APRA_P1701A_Q1 2017","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR587","Australia","","","","","","","30-SEP-16","30-SEP-16","1.55","9526","Credit","2.166798947625","2.222357895","2.3393241","","2.3393241","APRA-AMCOS","N","AU","","",
"AAGR55485","ABCH19138","NCB_Online March 2017_Performing","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR625","Denmark","","","","","","","01-APR-16","30-APR-16","1","1","Credit",".01478816625",".01516735",".01516735","",".01516735","STIM-NCB","N","DK","","",
"AAGR55485","ABCH19138","NCB_Online March 2017_Performing","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR625","Denmark","","","","","","","01-AUG-16","31-AUG-16","1","1","Credit",".1693917225",".1737351",".1737351","",".1737351","STIM-NCB","N","DK","","",
"AAGR55485","ABCH19138","NCB_Online March 2017_Performing","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR625","Denmark","","","","","","","01-MAY-16","31-MAY-16","1","1","Credit",".08200710375",".08410985",".08410985","",".08410985","STIM-NCB","N","DK","","",
"AAGR55485","ABCH19138","NCB_Online March 2017_Performing","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR625","Denmark","","","","","","","01-JUN-16","30-JUN-16","1","1","Credit",".069907695",".0717002",".0717002","",".0717002","STIM-NCB","N","DK","","",
"AAGR55485","ABCH19138","NCB_Online March 2017_Performing","AWK608265","Here","Caracciolo, Alessia [AIP154953]; Felder, Warren Okay [AIP108872]; Wansel, Andrew Dexter [AIP108871]; Tillman, Coleridge Gardner [AIP154952]; Po Lun Lam, Terance [AIP154886]; Gerongco, Robert [AIP154885]; Gerongco, Samuel Tigley [AIP151551]; Hayes, Isaac [AIP98461]","Here","","PERF","Making Available Right - Interactive","TERR625","Denmark","","","","","","","01-JUL-16","31-JUL-16","1","1","Credit",".04974201375",".05101745",".05101745","",".05101745","STIM-NCB","N","DK","","",
