,Work Title,ISWC,Usage Narrative,IP1,IP2,IP3,IP4,Perf Start Date,Perf End Date,Production,Share,Number of Perfs,Amount (performance revenue),Member Name,CAE Number,Distribution (posted),Distribution Period Month
28,Alice Stay Young And Free,T0113014622,Alliance Aspiro AB Denmark Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,2,0.0004,Essex David,00070172307,201902A,
29,Alice Stay Young And Free,T0113014622,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,95,0.0525,Essex David,00070172307,201902A,
30,Alice Stay Young And Free,T0113014622,Alliance Google United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,4,0.0252,Essex David,00070172307,201902A,
31,Alice Stay Young And Free,T0113014622,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,201902A,
32,Alice Stay Young And Free,T0113014622,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,4,0.0021,Essex David,00070172307,201902A,
33,All The Fun Of The Fair,T0101417417,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,2,0.0112,Essex David,00070172307,201902A,
34,All The Fun Of The Fair,T0101417417,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,87,0.0404,Essex David,00070172307,201902A,
35,All The Fun Of The Fair,T0101417417,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,189,0.1257,Essex David,00070172307,201902A,
36,All The Fun Of The Fair,T0101417417,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0001,Essex David,00070172307,201902A,
37,All The Fun Of The Fair,T0101417417,Alliance Aspiro AB Sweden Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,201902A,
38,All The Fun Of The Fair,T0101417417,Alliance Aspiro AB Poland Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,201902A,
39,All The Fun Of The Fair,T0101417417,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,31,0.0418,Essex David,00070172307,201902A,
40,All The Fun Of The Fair,T0101417417,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,201902A,
41,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,4,0.0251,Essex David,00070172307,201902A,
42,All The Fun Of The Fair,T0101417417,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,6,0.0031,Essex David,00070172307,201902A,
43,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,76,0.0383,Essex David,00070172307,201902A,
44,All The Fun Of The Fair,T0101417417,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0060,Essex David,00070172307,201902A,
45,All The Fun Of The Fair,T0101417417,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,3,0.0010,Essex David,00070172307,201902A,
46,America,T0101742748,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0059,Essex David,00070172307,201902A,
47,America,T0101742748,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,297,0.1365,Essex David,00070172307,201902A,
48,America,T0101742748,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,,,,50.00%,2,0.0006,Essex David,00070172307,201902A,
49,America,T0101742748,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,4,0.0046,Essex David,00070172307,201902A,
50,America,T0101742748,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,414,0.2281,Essex David,00070172307,201902A,
51,America,T0101742748,Alliance Apple Music Malta Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,2,0.0002,Essex David,00070172307,201902A,
52,America,T0101742748,Alliance Apple Music Denmark Limited Download / On Demand Streaming Service S,David Essex,,,,,,,50.00%,6,0.0092,Essex David,00070172307,201902A,
53,America,T0101742748,Alliance Apple Music Germany Limited Download / On Demand Streaming Service S,David Essex,,,,,,,50.00%,32,0.0170,Essex David,00070172307,201902A,
54,America,T0101742748,Alliance Apple Music France Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,388,0.0837,Essex David,00070172307,201902A,
55,America,T0101742748,Alliance Apple Music Spain Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,6,0.0058,Essex David,00070172307,201902A,
56,America,T0101742748,Alliance Apple Music Switzerland Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,26,0.0225,Essex David,00070172307,201902A,
57,America,T0101742748,Alliance Apple Music Sweden Limited Download / On Demand Streaming Service Sin,David Essex,,,,,,,50.00%,7,0.0088,Essex David,00070172307,201902A,
58,America,T0101742748,Alliance Aspiro AB Denmark Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,7,0.0018,Essex David,00070172307,201902A,
59,America,T0101742748,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,6,0.0009,Essex David,00070172307,201902A,
60,America,T0101742748,Alliance Aspiro AB Sweden Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,2,0.0007,Essex David,00070172307,201902A,
61,America,T0101742748,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,44,0.0617,Essex David,00070172307,201902A,
62,America,T0101742748,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0009,Essex David,00070172307,201902A,
63,America,T0101742748,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,23,0.0116,Essex David,00070172307,201902A,
64,America,T0101742748,Alliance Google Ukraine Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0004,Essex David,00070172307,201902A,
65,America,T0101742748,Alliance Google United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0067,Essex David,00070172307,201902A,
66,America,T0101742748,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,201902A,
67,America,T0101742748,Alliance Google France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,18,0.0041,Essex David,00070172307,201902A,
68,America,T0101742748,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,,,,50.00%,3,0.0008,Essex David,00070172307,201902A,
69,America,T0101742748,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,8,0.0300,Essex David,00070172307,201902A,
70,America,T0101742748,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,59,0.0275,Essex David,00070172307,201902A,
71,America,T0101742748,Alliance Napster France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,325,0.0247,Essex David,00070172307,201902A,
72,America,T0101742748,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,31,0.0105,Essex David,00070172307,201902A,
73,America,T0101742748,Alliance Napster Italy Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0004,Essex David,00070172307,201902A,
74,America,T0101742748,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,,,,50.00%,4,0.0019,Essex David,00070172307,201902A,
75,Are You Still My True Love,T0101809044,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0046,Essex David,00070172307,201902A,
76,Are You Still My True Love,T0101809044,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,84,0.0378,Essex David,00070172307,201902A,
77,Are You Still My True Love,T0101809044,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,79,0.0496,Essex David,00070172307,201902A,
78,Are You Still My True Love,T0101809044,Alliance Aspiro AB Sweden Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,201902A,
79,Are You Still My True Love,T0101809044,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,2,0.0026,Essex David,00070172307,201902A,
80,Are You Still My True Love,T0101809044,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,201902A,
81,Are You Still My True Love,T0101809044,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,12,0.0060,Essex David,00070172307,201902A,
82,Are You Still My True Love,T0101809044,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,3,0.0010,Essex David,00070172307,201902A,
83,Beautiful Day,T0116493389,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,59,0.0282,Essex David,00070172307,201902A,
84,Beautiful Day,T0116493389,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,,,,50.00%,1,0.0004,Essex David,00070172307,201902A,
85,Beautiful Day,T0116493389,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,3,0.0014,Essex David,00070172307,201902A,
86,Bligh's Speech,T0115570336,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,Richard Arthur Crane,,,,,,25.00%,4,0.0076,Essex David,00070172307,201902A,
87,Bligh's Speech,T0115570336,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,Richard Arthur Crane,,,,,,25.00%,1,0.0003,Essex David,00070172307,201902A,
88,Blue Without You,T0116545982,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,2,0.0019,Essex David,00070172307,201902A,
89,Blue Without You,T0116545982,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,,,,50.00%,2,0.0006,Essex David,00070172307,201902A,
90,Blue Without You,T0116545982,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,3,0.0017,Essex David,00070172307,201902A,
91,Breadfruit,T0104846298,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,Richard Arthur Crane,,,,,,37.50%,2,0.0020,Essex David,00070172307,201902A,
92,Breadfruit,T0104846298,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,Richard Arthur Crane,,,,,,37.50%,5,0.0019,Essex David,00070172307,201902A,
93,Breadfruit,T0104846298,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,Richard Arthur Crane,,,,,,37.50%,12,0.0051,Essex David,00070172307,201902A,
94,Breadfruit,T0104846298,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,Richard Arthur Crane,,,,,,37.50%,1,0.0005,Essex David,00070172307,201902A,
95,Call Me Your Lover,T0104806350,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,Stephen Ernest Colyer,,,,,,25.00%,3,0.0013,Essex David,00070172307,201902A,
96,Call Me Your Lover,T0104806350,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,Stephen Ernest Colyer,,,,,,25.00%,21,0.0043,Essex David,00070172307,201902A,
97,Call Me Your Lover,T0104806350,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,Stephen Ernest Colyer,,,,,,25.00%,14,0.0042,Essex David,00070172307,201902A,
98,Call Me Your Lover,T0104806350,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,Stephen Ernest Colyer,,,,,,25.00%,1,0.0004,Essex David,00070172307,201902A,
99,Call Me Your Lover,T0104806350,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,Stephen Ernest Colyer,,,,,,25.00%,4,0.0008,Essex David,00070172307,201902A,
100,Call On Me,T0104133609,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0046,Essex David,00070172307,201902A,
101,Call On Me,T0104133609,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,54,0.0260,Essex David,00070172307,201902A,
102,Call On Me,T0104133609,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,20,0.0136,Essex David,00070172307,201902A,
103,Call On Me,T0104133609,Alliance Aspiro AB Denmark Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,2,0.0007,Essex David,00070172307,201902A,
104,Call On Me,T0104133609,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,201902A,
105,Call On Me,T0104133609,Alliance Aspiro AB Sweden Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,1,0.0004,Essex David,00070172307,201902A,
106,Call On Me,T0104133609,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,201902A,
107,Call On Me,T0104133609,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,14,0.0071,Essex David,00070172307,201902A,
108,Call On Me,T0104133609,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,3,0.0010,Essex David,00070172307,201902A,
109,Can't Get You Out Of My Mind,T9130324797,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,2,0.0025,Essex David,00070172307,201902A,
110,Can't Get You Out Of My Mind,T9130324797,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,8,0.0044,Essex David,00070172307,201902A,
111,Circles,T0104622436,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,34,0.0236,Essex David,00070172307,201902A,
112,Circles,T0104622436,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0001,Essex David,00070172307,201902A,
113,Circles,T0104622436,Alliance Aspiro AB Sweden Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,201902A,
114,Circles,T0104622436,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,1,0.0013,Essex David,00070172307,201902A,
115,Circles,T0104622436,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,15,0.0076,Essex David,00070172307,201902A,
116,Circles,T0104622436,Alliance Google France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,201902A,
117,Circles,T0104622436,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0059,Essex David,00070172307,201902A,
118,Circles,T0104622436,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,1,0.0004,Essex David,00070172307,201902A,
119,City Lights,T0101765632,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,330,0.1544,Essex David,00070172307,201902A,
120,City Lights,T0101765632,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,,,,50.00%,6,0.0018,Essex David,00070172307,201902A,
121,City Lights,T0101765632,Alliance Apple Music Germany Limited Download / On Demand Streaming Service S,David Essex,,,,,,,50.00%,9,0.0058,Essex David,00070172307,201902A,
122,City Lights,T0101765632,Alliance Apple Music Malta Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,3,0.0002,Essex David,00070172307,201902A,
123,City Lights,T0101765632,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,286,0.1839,Essex David,00070172307,201902A,
124,City Lights,T0101765632,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,5,0.0011,Essex David,00070172307,201902A,
125,City Lights,T0101765632,Alliance Aspiro AB Denmark Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,2,0.0006,Essex David,00070172307,201902A,
126,City Lights,T0101765632,Alliance Aspiro AB Sweden Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,4,0.0010,Essex David,00070172307,201902A,
127,City Lights,T0101765632,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,48,0.0644,Essex David,00070172307,201902A,
128,City Lights,T0101765632,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0009,Essex David,00070172307,201902A,
129,City Lights,T0101765632,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,42,0.0211,Essex David,00070172307,201902A,
130,City Lights,T0101765632,Alliance Google United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,2,0.0137,Essex David,00070172307,201902A,
131,City Lights,T0101765632,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,4,0.0025,Essex David,00070172307,201902A,
132,City Lights,T0101765632,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,201902A,
133,City Lights,T0101765632,Alliance Google Ukraine Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,201902A,
134,City Lights,T0101765632,Alliance Google Sweden Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,201902A,
135,City Lights,T0101765632,Alliance Google France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,4,0.0008,Essex David,00070172307,201902A,
136,City Lights,T0101765632,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,9,0.0331,Essex David,00070172307,201902A,
137,City Lights,T0101765632,Alliance Napster France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,3,0.0004,Essex David,00070172307,201902A,
138,City Lights,T0101765632,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,4,0.0013,Essex David,00070172307,201902A,
139,City Lights,T0101765632,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,16,0.0055,Essex David,00070172307,201902A,
140,City Lights,T0101765632,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,,,,50.00%,5,0.0023,Essex David,00070172307,201902A,
141,Coconut Ice,T0104613424,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,41,0.0280,Essex David,00070172307,201902A,
142,Coconut Ice,T0104613424,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,201902A,
143,Coconut Ice,T0104613424,Alliance Aspiro AB Sweden Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,201902A,
144,Coconut Ice,T0104613424,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,4,0.0054,Essex David,00070172307,201902A,
145,Coconut Ice,T0104613424,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,201902A,
146,Coconut Ice,T0104613424,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,17,0.0086,Essex David,00070172307,201902A,
147,Coconut Ice,T0104613424,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0004,Essex David,00070172307,201902A,
148,Coconut Ice,T0104613424,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,201902A,
149,Cold As Ice,T0112927760,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,Stephen Ernest Colyer,,,,,,25.00%,2,0.0008,Essex David,00070172307,201902A,
150,Cold As Ice,T0112927760,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,Stephen Ernest Colyer,,,,,,25.00%,8,0.0025,Essex David,00070172307,201902A,
151,Cold As Ice,T0112927760,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,Stephen Ernest Colyer,,,,,,25.00%,1,0.0004,Essex David,00070172307,201902A,
152,Cold As Ice,T0112927760,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,Stephen Ernest Colyer,,,,,,25.00%,1,0.0024,Essex David,00070172307,201902A,
153,Cold As Ice,T0112927760,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,Stephen Ernest Colyer,,,,,,25.00%,1,0.0003,Essex David,00070172307,201902A,
154,Come On Little Darlin',T0112931380,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,3,0.0021,Essex David,00070172307,201902A,
155,Come On Little Darlin',T0112931380,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,61,0.0266,Essex David,00070172307,201902A,
156,Come On Little Darlin',T0112931380,Alliance Amazon Prime Germany Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,4,0.0026,Essex David,00070172307,201902A,
157,Come On Little Darlin',T0112931380,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,7,0.0049,Essex David,00070172307,201902A,
158,Come On Little Darlin',T0112931380,Alliance Aspiro AB Denmark Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,201902A,
159,Come On Little Darlin',T0112931380,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,7,0.0040,Essex David,00070172307,201902A,
160,Coming Home,T0101775205,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,452,0.2093,Essex David,00070172307,201902A,
161,Coming Home,T0101775205,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,,,,50.00%,10,0.0030,Essex David,00070172307,201902A,
