,Work Title,ISWC,Usage Narrative,IP1,IP2,IP3,IP4,Perf Start Date,Perf End Date,Production,Share,Number of Perfs,Amount (performance revenue),Member Name,CAE Number,Distribution (posted),Distribution Period Month
37,City Lights,T0101765632,Australian (APRA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,RC AU-4AK,50.00%,,0.0700,Essex David,00070172307,2020121,
38,City Lights,T0101765632,Australian (APRA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,RC AU-4KQ,50.00%,,1.1900,Essex David,00070172307,2020121,
39,City Lights,T0101765632,Gibraltar Live,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,07/09/2019 , 08/09/2019,Gibraltar Live - Gmf 2019 - Gib11350 - D204 Top U,50.00%,,6.2400,Essex David,00070172307,2020121,
40,City Lights,T0101765632,Japanese (JASRAC) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/04/2019 , 30/06/2020,YOUTUBE(AD-SUPPORTED1),50.00%,,0.0300,Essex David,00070172307,2020121,
41,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SPOTIFY,50.00%,,0.0100,Essex David,00070172307,2020121,
42,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SONGPOP,50.00%,,0.0100,Essex David,00070172307,2020121,
43,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,APPLE SUBSCRIPTION,50.00%,,0.0300,Essex David,00070172307,2020121,
44,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,AMAZON MUSIC UNLIMITED,50.00%,,0.0100,Essex David,00070172307,2020121,
45,City Lights,T0101765632,SIAE Tax Refund,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2017 , 30/06/2017,D-MOBILELAB S.P.A.,50.00%,,0.0600,Essex David,00070172307,2020121,
46,Coconut Ice,T0104613424,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,PANDORA PLUS,50.00%,,0.0100,Essex David,00070172307,2020121,
47,Coconut Ice,T0104613424,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,PANDORA,50.00%,,0.0200,Essex David,00070172307,2020121,
48,Coconut Ice,T0104613424,USA (BMI) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2019 , 31/03/2020,INTERNET,50.00%,,0.0400,Essex David,00070172307,2020121,
49,Coming Home,T0101775205,Jukeboxes Soundnet,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/09/2020 , 30/09/2020,,50.00%,116,0.1800,Essex David,00070172307,2020121,
50,Coming Home,T0101775205,Argentinian (SADAIC) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/02/2020 , 01/08/2020,,50.00%,,1.5500,Essex David,00070172307,2020121,
51,Coming Home,T0101775205,Argentinian (SADAIC) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/02/2020 , 01/08/2020,YOUTUBE,50.00%,,4.7800,Essex David,00070172307,2020121,
52,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS NZ-APPLE MUSIC [INDIVIDUAL],50.00%,,0.0400,Essex David,00070172307,2020121,
53,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,OD AU-DIGITAL DOWNLOADS,50.00%,,0.1400,Essex David,00070172307,2020121,
54,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,WB AU-YOUTUBE GENERAL ENT,50.00%,,28.9200,Essex David,00070172307,2020121,
55,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-SPOTIFY [STUDENT],50.00%,,0.0200,Essex David,00070172307,2020121,
56,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-GOOGLE PLAY,50.00%,,0.3100,Essex David,00070172307,2020121,
57,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-APPLE MUSIC [FAMILY],50.00%,,0.6400,Essex David,00070172307,2020121,
58,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-APPLE MUSIC [STUDENT],50.00%,,0.0400,Essex David,00070172307,2020121,
59,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-SPOTIFY [INDIVIDUAL],50.00%,,1.0000,Essex David,00070172307,2020121,
60,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-SPOTIFY [FAMILY],50.00%,,0.4100,Essex David,00070172307,2020121,
61,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-APPLE MUSIC [INDIVIDUAL],50.00%,,1.2300,Essex David,00070172307,2020121,
62,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-SPOTIFY [AD FUNDED],50.00%,,0.1000,Essex David,00070172307,2020121,
63,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SS AU-APPLE MUSIC [TELCO],50.00%,,0.2400,Essex David,00070172307,2020121,
64,Coming Home,T0101775205,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,WB AU-YOUTUBE MUSIC USAGE,50.00%,,24.2200,Essex David,00070172307,2020121,
65,Coming Home,T0101775205,Australian (APRA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,BG AU-ANALAGOUS-APPLE,50.00%,,0.1000,Essex David,00070172307,2020121,
66,Coming Home,T0101775205,Australian (APRA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,BG AU-ANALAGOUS-SPOTIFY,50.00%,,0.2100,Essex David,00070172307,2020121,
67,Coming Home,T0101775205,Australian (APRA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,RC AU-4KQ,50.00%,,0.8000,Essex David,00070172307,2020121,
68,Coming Home,T0101775205,Hong Kong (CASH) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2018 , 30/06/2018,YOUTUBE,50.00%,,0.2400,Essex David,00070172307,2020121,
69,Coming Home,T0101775205,Mexican (SACM) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2020 , 30/09/2020,FACEBOOK-INSTAGRAM,50.00%,,0.6100,Essex David,00070172307,2020121,
70,Coming Home,T0101775205,Mexican (SACM) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2020 , 30/09/2020,FACE-INSTA(2018-2019),50.00%,,2.2500,Essex David,00070172307,2020121,
71,Coming Home,T0101775205,Mexican (SACM) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2020 , 30/09/2020,YOUTUBE,50.00%,,5.3000,Essex David,00070172307,2020121,
72,Coming Home,T0101775205,Peruvian (APDAYC) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2018 , 01/12/2018,YOUTUBE,50.00%,,0.0200,Essex David,00070172307,2020121,
73,Coming Home,T0101775205,SIAE Tax Refund,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2015 , 30/06/2015,D-MOBILELAB S.P.A.,50.00%,,0.0600,Essex David,00070172307,2020121,
74,Coming Home,T0101775205,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SONGPOP,50.00%,,0.0100,Essex David,00070172307,2020121,
75,Coming Home,T0101775205,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,AMAZON MUSIC UNLIMITED,50.00%,,0.0100,Essex David,00070172307,2020121,
76,Coming Home,T0101775205,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,PANDORA,50.00%,,0.0100,Essex David,00070172307,2020121,
77,Coming Home,T0101775205,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,SPOTIFY,50.00%,,0.0100,Essex David,00070172307,2020121,
78,Coming Home,T0101775205,USA (BMI) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2019 , 31/03/2020,INTERNET,50.00%,,3.3500,Essex David,00070172307,2020121,
79,Cool Out Tonight,T0101783714,Jukeboxes Soundnet,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/09/2020 , 30/09/2020,,50.00%,99,0.1500,Essex David,00070172307,2020121,
80,Cool Out Tonight,T0101783714,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SS AU-APPLE MUSIC [INDIVIDUAL],50.00%,,0.0500,Essex David,00070172307,2020121,
81,Cool Out Tonight,T0101783714,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SS AU-SPOTIFY [FAMILY],50.00%,,0.0300,Essex David,00070172307,2020121,
82,Cool Out Tonight,T0101783714,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SS AU-SPOTIFY [INDIVIDUAL],50.00%,,0.0500,Essex David,00070172307,2020121,
83,Cool Out Tonight,T0101783714,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,OD AU-DIGITAL DOWNLOADS,50.00%,,0.0400,Essex David,00070172307,2020121,
84,Cool Out Tonight,T0101783714,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,APPLE SUBSCRIPTION,50.00%,,0.0200,Essex David,00070172307,2020121,
85,Cool Out Tonight,T0101783714,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SONGPOP,50.00%,,0.0100,Essex David,00070172307,2020121,
86,Cool Out Tonight,T0101783714,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,AMAZON MUSIC UNLIMITED,50.00%,,0.0100,Essex David,00070172307,2020121,
87,Cool Out Tonight,T0101783714,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SPOTIFY,50.00%,,0.0300,Essex David,00070172307,2020121,
88,Cool Out Tonight,T0101783714,USA (BMI) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,31/12/2019 , 31/03/2020,INTERNET,50.00%,,0.1600,Essex David,00070172307,2020121,
89,Dance With Me,T0113777948,USA (BMI) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,31/12/2019 , 31/03/2020,INTERNET,50.00%,,0.0500,Essex David,00070172307,2020121,
90,Dangerous,T0110942807,USA (ASCAP) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,PANDORA,50.00%,,0.0200,Essex David,00070172307,2020121,
91,Dangerous,T0110942807,USA (ASCAP) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,APPLE SUBSCRIPTION,50.00%,,0.0100,Essex David,00070172307,2020121,
92,Dangerous,T0110942807,USA (ASCAP) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/01/2020 , 31/03/2020,PANDORA PREMIUM,50.00%,,0.0100,Essex David,00070172307,2020121,
93,Don't Leave Me This Way,T0104134179,USA (ASCAP) Online,Essex David,Joseph Webster Ltd,BMG Rights Management (UK) Lim,,01/01/2020 , 31/03/2020,SPOTIFY,50.00%,,0.0200,Essex David,00070172307,2020121,
94,Duet,3322024H,Belgian (SABAM) General & Broadcasting,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/01/2010 , 01/12/2011,Riders AB3,40.00%,,0.0700,Essex David,00070172307,2020121,
95,Duet,T9139991585,BBC 6 Music (SPD),Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,10/02/2019 , 10/02/2019,,40.00%,,0.0100,Essex David,00070172307,2020121,
96,Duet,T9139991585,GEOL - Amazon Prime (Annual),Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,30/06/2020 , 30/06/2020,Steal,40.00%,,0.0100,Essex David,00070172307,2020121,
97,Duet,T9139991585,GEOL - Amazon Prime (Monthly),Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,30/06/2020 , 30/06/2020,Steal,40.00%,,0.0600,Essex David,00070172307,2020121,
98,Duet,T9139991585,Australasian (APRA) Online,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/01/2020 , 31/03/2020,Riders VD AU-AMAZON PRIME,40.00%,,0.4100,Essex David,00070172307,2020121,
99,Duet,T9139991585,Australasian (APRA) Online,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/01/2020 , 31/03/2020,Riders VD NZ-AMAZON STANDALONE,40.00%,,0.2900,Essex David,00070172307,2020121,
100,Duet,T9139991585,Australasian (APRA) Online,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/01/2020 , 31/03/2020,Riders VD AU-AMAZON STANDALONE,40.00%,,0.1500,Essex David,00070172307,2020121,
101,Duet,T9139991585,Irish (IMRO) General,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/07/2012 , 01/12/2017,A - AER LINGUS,40.00%,,0.0200,Essex David,00070172307,2020121,
102,Duet,T9139991585,Japanese (JASRAC) Online,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/04/2019 , 30/06/2020,TRANSMISSION,40.00%,,0.0400,Essex David,00070172307,2020121,
103,Duet,T9139991585,SIAE Tax Refund,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/07/2016 , 31/12/2016,CONCERTINI,40.00%,,0.0500,Essex David,00070172307,2020121,
104,Duet,T9139991585,USA (ASCAP) Television & Cable,Bernstein Howard Simon,Calabria Ernest G,Essex David,Friday Gavin,01/01/2020 , 31/03/2020,Steal AMAZON PRIME VIDEO,40.00%,,0.2900,Essex David,00070172307,2020121,
105,Every Day,097800EP,Belgian (SABAM) General & Broadcasting,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2011 , 01/12/2011,HET DEPOT,65.00%,,0.1800,Essex David,00070172307,2020121,
106,Every Day,T9108594327,Australasian (APRA) Online,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2020 , 31/03/2020,SS AU-APPLE MUSIC [INDIVIDUAL],65.00%,,0.0600,Essex David,00070172307,2020121,
107,Every Day,T9108594327,Australasian (APRA) Online,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2020 , 31/03/2020,SS AU-SPOTIFY [INDIVIDUAL],65.00%,,0.0400,Essex David,00070172307,2020121,
108,Every Day,T9108594327,Belgian (SABAM) Online,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2019 , 31/12/2019,SPOTIFY,65.00%,,0.0300,Essex David,00070172307,2020121,
109,Every Day,T9108594327,Canadian (SOCAN) General & Broadcasting,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/10/2019 , 31/12/2019,SPOTIFY,65.00%,,0.0300,Essex David,00070172307,2020121,
110,Every Day,T9108594327,Canadian (SOCAN) General & Broadcasting,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/10/2019 , 31/12/2019,APPLE MUSIC BEATS,65.00%,,0.0800,Essex David,00070172307,2020121,
111,Every Day,T9108594327,Danish (NCB) Online,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2020 , 01/01/2020,NUUDAY A/S,65.00%,,0.0100,Essex David,00070172307,2020121,
112,Every Day,T9108594327,Japanese (JASRAC) Online,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/04/2019 , 30/06/2020,APPLE MUSIC,65.00%,,0.0100,Essex David,00070172307,2020121,
113,Every Day,T9108594327,SIAE Tax Refund,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2015 , 30/06/2015,SPORT 24 NEWS,65.00%,,3.9200,Essex David,00070172307,2020121,
114,Every Day,T9108594327,Swiss (SUISA) Private Copying,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2013 , 31/12/2019,RADIO X,65.00%,,0.5400,Essex David,00070172307,2020121,
115,Every Day,T9108594327,USA (ASCAP) Online,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2020 , 31/03/2020,PANDORA PLUS,65.00%,,0.0200,Essex David,00070172307,2020121,
116,Every Day,T9108594327,USA (ASCAP) Online,Essex David,Thaws Adrian Nicholas Matthew,Domino Publishing Company Limi,Unknown Publisher,01/01/2020 , 31/03/2020,PANDORA,65.00%,,0.0400,Essex David,00070172307,2020121,
