,Work Title,ISWC,Usage Narrative,IP1,IP2,IP3,IP4,Perf Start Date,Perf End Date,Production,Share,Number of Perfs,Amount (performance revenue),Member Name,CAE Number,Distribution (posted),Distribution Period Month
33,Alice Stay Young And Free,T0113014622,ARESA SPOTIFY LIMITED United Kingdom Limited Download / On Demand Stream,David Essex,David Essex,,,01/12/2014 , 31/12/2014,,50.00%,7,0.0001,Essex David,00070172307,2018041,
34,Alice Stay Young And Free,T0113014622,ARESA NAPSTER S.A.R.L Germany Limited Download / On Demand Streaming Ser,David Essex,David Essex,,,01/04/2015 , 30/06/2015,,50.00%,2,0.0009,Essex David,00070172307,2018041,
35,Alice Stay Young And Free,T0113014622,Alliance Amazon Prime Austria Limited Download / On Demand Streaming Service S,David Essex,,,,01/04/2016 , 31/01/2017,,50.00%,2,0.0021,Essex David,00070172307,2018041,
36,Alice Stay Young And Free,T0113014622,Alliance Amazon Prime Germany Limited Download / On Demand Streaming Service,David Essex,,,,01/05/2016 , 31/03/2017,,50.00%,16,0.0145,Essex David,00070172307,2018041,
37,Alice Stay Young And Free,T0113014622,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/10/2016 , 31/03/2017,,50.00%,77,0.0450,Essex David,00070172307,2018041,
38,Alice Stay Young And Free,T0113014622,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2017 , 30/06/2017,,50.00%,48,0.0243,Essex David,00070172307,2018041,
39,Alice Stay Young And Free,T0113014622,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,01/04/2017 , 30/04/2017,,50.00%,1,0.0004,Essex David,00070172307,2018041,
40,Alice Stay Young And Free,T0113014622,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/04/2017 , 30/04/2017,,50.00%,2,0.0015,Essex David,00070172307,2018041,
41,Alice Stay Young And Free,T0113014622,Alliance Google Netherlands Limited Download / On Demand Streaming Service Sin,David Essex,,,,01/05/2017 , 31/05/2017,,50.00%,1,0.0006,Essex David,00070172307,2018041,
42,Alice Stay Young And Free,T0113014622,Alliance Google Czech Republic Limited Download / On Demand Streaming Service,David Essex,,,,01/05/2017 , 31/05/2017,,50.00%,1,0.0004,Essex David,00070172307,2018041,
43,Alice Stay Young And Free,T0113014622,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,02/07/2017 , 30/09/2017,,50.00%,3,0.0086,Essex David,00070172307,2018041,
44,Alice Stay Young And Free,T0113014622,Alliance Napster France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2017 , 31/03/2017,,50.00%,4,0.0004,Essex David,00070172307,2018041,
45,Alice Stay Young And Free,T0113014622,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2017 , 31/03/2017,,50.00%,1,0.0005,Essex David,00070172307,2018041,
46,Alice Stay Young And Free,T0113014622,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,01/04/2016 , 30/06/2016,,50.00%,1,0.0006,Essex David,00070172307,2018041,
47,All The Fun Of The Fair,T0101417417,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/10/2016 , 31/03/2017,,50.00%,70,0.0408,Essex David,00070172307,2018041,
48,All The Fun Of The Fair,T0101417417,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,02/07/2017 , 30/09/2017,,50.00%,170,0.1208,Essex David,00070172307,2018041,
49,All The Fun Of The Fair,T0101417417,ARESA YOUTUBE United Kingdom Limited Download / On Demand Streaming Serv,David Essex,,,,01/01/2015 , 31/03/2016,,50.00%,5034,0.0321,Essex David,00070172307,2018041,
50,All The Fun Of The Fair,T0101417417,ARESA SPOTIFY LIMITED United Kingdom Limited Download / On Demand Stream,David Essex,,,,01/03/2015 , 30/11/2015,,50.00%,256,0.0008,Essex David,00070172307,2018041,
51,All The Fun Of The Fair,T0101417417,ARESA NAPSTER S.A.R.L Germany Limited Download / On Demand Streaming Ser,David Essex,,,,01/04/2015 , 30/06/2015,,50.00%,6,0.0028,Essex David,00070172307,2018041,
52,All The Fun Of The Fair,T0101417417,ARESA NAPSTER S.A.R.L Greece Limited Download / On Demand Streaming Servi,David Essex,,,,01/10/2015 , 31/12/2015,,50.00%,1,0.0004,Essex David,00070172307,2018041,
53,All The Fun Of The Fair,T0101417417,ARESA NAPSTER S.A.R.L France Limited Download / On Demand Streaming Servic,David Essex,,,,01/10/2015 , 31/12/2015,,50.00%,1,0.0001,Essex David,00070172307,2018041,
54,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2017 , 30/06/2017,,50.00%,16,0.0076,Essex David,00070172307,2018041,
55,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Permanent Download Service Single,David Essex,,,,01/04/2017 , 30/06/2017,,50.00%,1,0.0080,Essex David,00070172307,2018041,
56,All The Fun Of The Fair,T0101417417,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/05/2017 , 30/06/2017,,50.00%,4,0.0021,Essex David,00070172307,2018041,
57,All The Fun Of The Fair,T0101417417,Alliance Google Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,01/06/2017 , 30/06/2017,,50.00%,1,0.0010,Essex David,00070172307,2018041,
58,All The Fun Of The Fair,T0101417417,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,01/06/2017 , 30/06/2017,,50.00%,1,0.0004,Essex David,00070172307,2018041,
59,All The Fun Of The Fair,T0101417417,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,02/07/2017 , 30/09/2017,,50.00%,9,0.0364,Essex David,00070172307,2018041,
60,All The Fun Of The Fair,T0101417417,Alliance iTunes United Kingdom Permanent Download Service Single,David Essex,,,,02/07/2017 , 30/09/2017,,50.00%,3,0.0334,Essex David,00070172307,2018041,
61,All The Fun Of The Fair,T0101417417,Alliance iTunes Ireland Permanent Download Service Single,David Essex,,,,06/08/2017 , 30/09/2017,,50.00%,2,0.0165,Essex David,00070172307,2018041,
62,All The Fun Of The Fair,T0101417417,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2016 , 30/09/2016,,50.00%,10,0.0039,Essex David,00070172307,2018041,
63,All The Fun Of The Fair,T0101417417,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/07/2016 , 31/03/2017,,50.00%,2,0.0011,Essex David,00070172307,2018041,
64,All The Fun Of The Fair,T0101417417,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,01/04/2016 , 30/09/2016,,50.00%,4,0.0022,Essex David,00070172307,2018041,
65,All The Fun Of The Fair,T0101417417,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/07/2017 , 30/09/2017,,50.00%,238,0.0837,Essex David,00070172307,2018041,
66,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,"Trumbo CINEMA ""IMAGIMONS""",50.00%,,0.0100,Essex David,00070172307,2018041,
67,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo KINEPOLIS,50.00%,,0.0300,Essex David,00070172307,2018041,
68,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo PLAZA ART,50.00%,,0.0100,Essex David,00070172307,2018041,
69,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo EUROSCOOP GENK,50.00%,,0.0100,Essex David,00070172307,2018041,
70,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo LE SAUVENIERE,50.00%,,0.0600,Essex David,00070172307,2018041,
71,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo BIOSCOOP STUDIO SKOOP,50.00%,,0.0500,Essex David,00070172307,2018041,
72,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo CINESCOPE,50.00%,,0.0300,Essex David,00070172307,2018041,
73,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo SALLE CAMEO,50.00%,,0.0300,Essex David,00070172307,2018041,
74,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo KINEPOLIS MULTI NV - KINEPOLIS,50.00%,,0.0100,Essex David,00070172307,2018041,
75,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo CINEMA LE STOCKEL,50.00%,,0.0300,Essex David,00070172307,2018041,
76,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo CINEMAZAAL ZED,50.00%,,0.0100,Essex David,00070172307,2018041,
77,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo RTBF LA DEUX,50.00%,,0.0400,Essex David,00070172307,2018041,
78,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo CINE CENTRE RIXENSART,50.00%,,0.0100,Essex David,00070172307,2018041,
79,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo KINEPOLIS MEGA NV,50.00%,,0.0300,Essex David,00070172307,2018041,
80,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo CAROLLYWOOD,50.00%,,0.0200,Essex David,00070172307,2018041,
81,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo LE PARC,50.00%,,0.0100,Essex David,00070172307,2018041,
82,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2016 , 31/12/2016,Trumbo CINES WELLINGTON,50.00%,,0.0200,Essex David,00070172307,2018041,
83,All The Fun Of The Fair,T0101417417,Vietnamese (VCPMC) G&B,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/10/2016 , 01/12/2016,WEB02-14187,50.00%,,0.4400,Essex David,00070172307,2018041,
84,America,T0101742748,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/10/2016 , 31/03/2017,,50.00%,250,0.1461,Essex David,00070172307,2018041,
85,America,T0101742748,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,01/01/2017 , 31/03/2017,,50.00%,2,0.0007,Essex David,00070172307,2018041,
86,America,T0101742748,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,02/07/2017 , 30/09/2017,,50.00%,384,0.2519,Essex David,00070172307,2018041,
87,America,T0101742748,Alliance Apple Music France Limited Download / On Demand Streaming Service Sing,David Essex,,,,02/07/2017 , 30/09/2017,,50.00%,76,0.0032,Essex David,00070172307,2018041,
88,America,T0101742748,Alliance Apple Music Germany Limited Download / On Demand Streaming Service S,David Essex,,,,02/07/2017 , 30/09/2017,,50.00%,19,0.0129,Essex David,00070172307,2018041,
89,America,T0101742748,Alliance Deezer Poland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/09/2015 , 30/09/2015,,50.00%,2,0.0003,Essex David,00070172307,2018041,
90,America,T0101742748,Alliance Deezer Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/09/2015 , 30/09/2015,,50.00%,2,0.0004,Essex David,00070172307,2018041,
91,America,T0101742748,Alliance Deezer Belgium Limited Download / On Demand Streaming Service Single,David Essex,,,,01/09/2015 , 30/09/2015,,50.00%,1,0.0006,Essex David,00070172307,2018041,
92,America,T0101742748,Alliance Deezer France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/09/2015 , 30/09/2015,,50.00%,117,0.0100,Essex David,00070172307,2018041,
93,America,T0101742748,ARESA SIMFY AG Germany Limited Download / On Demand Streaming Service,David Essex,,,,01/07/2012 , 31/03/2015,,50.00%,22,-0.0024,Essex David,00070172307,2018041,
94,America,T0101742748,ARESA SIMFY AG Switzerland Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2013 , 31/01/2013,,50.00%,3,-0.0004,Essex David,00070172307,2018041,
95,America,T0101742748,ARESA RDIO S.A.R.L. United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/08/2013 , 30/09/2015,,50.00%,23,0.0115,Essex David,00070172307,2018041,
96,America,T0101742748,ARESA RDIO S.A.R.L. Sweden Limited Download / On Demand Streaming Service,David Essex,,,,01/09/2013 , 30/09/2013,,50.00%,3,0.0019,Essex David,00070172307,2018041,
97,America,T0101742748,ARESA NAPSTER S.A.R.L France Limited Download / On Demand Streaming Servic,David Essex,,,,01/01/2014 , 31/12/2015,,50.00%,304,0.0017,Essex David,00070172307,2018041,
98,America,T0101742748,ARESA RDIO S.A.R.L. France Limited Download / On Demand Streaming Service,David Essex,,,,01/03/2014 , 30/04/2014,,50.00%,2,0.0007,Essex David,00070172307,2018041,
99,America,T0101742748,ARESA RDIO S.A.R.L. Estonia Limited Download / On Demand Streaming Service,David Essex,,,,01/03/2014 , 31/03/2014,,50.00%,1,0.0008,Essex David,00070172307,2018041,
100,America,T0101742748,ARESA RDIO S.A.R.L. Austria Limited Download / On Demand Streaming Service,David Essex,,,,01/03/2014 , 31/03/2014,,50.00%,1,0.0006,Essex David,00070172307,2018041,
101,America,T0101742748,ARESA SPOTIFY LIMITED United Kingdom Limited Download / On Demand Stream,David Essex,,,,01/04/2014 , 31/12/2015,,50.00%,640,0.0027,Essex David,00070172307,2018041,
102,America,T0101742748,ARESA RDIO S.A.R.L. Norway Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2014 , 30/04/2014,,50.00%,1,0.0004,Essex David,00070172307,2018041,
103,America,T0101742748,ARESA SPOTIFY LIMITED Norway Limited Download / On Demand Streaming Servi,David Essex,,,,01/04/2014 , 31/08/2014,,50.00%,71,0.0003,Essex David,00070172307,2018041,
104,America,T0101742748,ARESA SPOTIFY LIMITED France Limited Download / On Demand Streaming Servic,David Essex,,,,01/06/2014 , 30/11/2015,,50.00%,142,0.0005,Essex David,00070172307,2018041,
105,America,T0101742748,ARESA RDIO S.A.R.L. Ireland Limited Download / On Demand Streaming Service,David Essex,,,,01/07/2014 , 31/07/2014,,50.00%,1,0.0005,Essex David,00070172307,2018041,
106,America,T0101742748,ARESA RDIO S.A.R.L. Switzerland Limited Download / On Demand Streaming Servi,David Essex,,,,01/07/2014 , 30/11/2014,,50.00%,3,0.0026,Essex David,00070172307,2018041,
107,America,T0101742748,ARESA RDIO S.A.R.L. Poland Pure Webcasting Service,David Essex,,,,01/09/2014 , 30/09/2014,,50.00%,1,0.0001,Essex David,00070172307,2018041,
108,America,T0101742748,ARESA RDIO S.A.R.L. Czech Republic Limited Download / On Demand Streaming S,David Essex,,,,01/11/2014 , 30/11/2014,,50.00%,1,0.0003,Essex David,00070172307,2018041,
109,America,T0101742748,ARESA RDIO S.A.R.L. Denmark Limited Download / On Demand Streaming Service,David Essex,,,,01/12/2014 , 31/12/2014,,50.00%,1,0.0008,Essex David,00070172307,2018041,
110,America,T0101742748,ARESA RDIO S.A.R.L. Netherlands Limited Download / On Demand Streaming Serv,David Essex,,,,01/12/2014 , 31/03/2015,,50.00%,2,0.0007,Essex David,00070172307,2018041,
111,America,T0101742748,ARESA YOUTUBE France Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2015 , 31/03/2016,,50.00%,13322,0.0278,Essex David,00070172307,2018041,
112,America,T0101742748,ARESA NAPSTER S.A.R.L Italy Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2015 , 31/03/2015,,50.00%,1,-0.0002,Essex David,00070172307,2018041,
113,America,T0101742748,ARESA NAPSTER S.A.R.L United Kingdom Limited Download / On Demand Streami,David Essex,,,,01/04/2015 , 30/06/2015,,50.00%,5,0.0018,Essex David,00070172307,2018041,
114,America,T0101742748,ARESA NAPSTER S.A.R.L Germany Limited Download / On Demand Streaming Ser,David Essex,,,,01/04/2015 , 30/06/2015,,50.00%,2,0.0010,Essex David,00070172307,2018041,
115,America,T0101742748,ARESA YOUTUBE United Kingdom Limited Download / On Demand Streaming Serv,David Essex,,,,01/04/2015 , 31/03/2016,,50.00%,2019,0.0122,Essex David,00070172307,2018041,
116,America,T0101742748,ARESA SPOTIFY LIMITED Denmark Limited Download / On Demand Streaming Ser,David Essex,,,,01/05/2015 , 31/12/2015,,50.00%,35,0.0003,Essex David,00070172307,2018041,
117,America,T0101742748,Alliance Google United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0066,Essex David,00070172307,2018041,
118,America,T0101742748,Alliance Google France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,7,0.0018,Essex David,00070172307,2018041,
119,America,T0101742748,Alliance Google Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0011,Essex David,00070172307,2018041,
120,America,T0101742748,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0006,Essex David,00070172307,2018041,
121,America,T0101742748,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,43,0.0209,Essex David,00070172307,2018041,
122,America,T0101742748,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,2018041,
123,America,T0101742748,Alliance Google Netherlands Limited Download / On Demand Streaming Service Sin,David Essex,,,,,,,50.00%,1,0.0007,Essex David,00070172307,2018041,
124,America,T0101742748,Alliance Google Switzerland Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,1,0.0008,Essex David,00070172307,2018041,
125,America,T0101742748,Alliance iTunes United Kingdom Permanent Download Service Single,David Essex,,,,,,,50.00%,3,0.0221,Essex David,00070172307,2018041,
126,America,T0101742748,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,28,0.1061,Essex David,00070172307,2018041,
127,America,T0101742748,Alliance iTunes France Permanent Download Service Single,David Essex,,,,,,,50.00%,9,0.0336,Essex David,00070172307,2018041,
128,America,T0101742748,Alliance iTunes Ireland Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0043,Essex David,00070172307,2018041,
129,America,T0101742748,Alliance iTunes Spain Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0059,Essex David,00070172307,2018041,
130,America,T0101742748,Alliance iTunes France Permanent Download Service Album,David Essex,,,,,,,50.00%,2,0.0044,Essex David,00070172307,2018041,
131,America,T0101742748,Alliance Microsoft Ireland Operations Ltd Italy Limited Download / On Demand Stream,David Essex,,,,,,,50.00%,1,0.0021,Essex David,00070172307,2018041,
132,America,T0101742748,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,22,0.0086,Essex David,00070172307,2018041,
133,America,T0101742748,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,8,0.0064,Essex David,00070172307,2018041,
134,America,T0101742748,Alliance Napster France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,143,0.0152,Essex David,00070172307,2018041,
