,Work Title,ISWC,Usage Narrative,IP1,IP2,IP3,IP4,Perf Start Date,Perf End Date,Production,Share,Number of Perfs,Amount (performance revenue),Member Name,CAE Number,Distribution (posted),Distribution Period Month
18,"Africa, You Shine",T0102472741,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Si,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,8,0.0072,Essex David,00070172307,2020122,
19,"Africa, You Shine",T0102472741,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Al,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,2,0.0018,Essex David,00070172307,2020122,
20,"Africa, You Shine",T0102472741,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2018 , 31/12/2018,,50.00%,15,0.0073,Essex David,00070172307,2020122,
21,"Africa, You Shine",T0102472741,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/12/2019 , 26/03/2020,,50.00%,25,0.0192,Essex David,00070172307,2020122,
22,"Africa, You Shine",T0102472741,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2017 , 30/04/2017,,50.00%,2,0.0018,Essex David,00070172307,2020122,
23,"Africa, You Shine",T0102472741,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2018 , 31/12/2019,,50.00%,24,0.0114,Essex David,00070172307,2020122,
24,"Africa, You Shine",T0102472741,Alliance Facebook  Inc Germany Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 30/04/2020,,50.00%,5,0.0009,Essex David,00070172307,2020122,
25,"Africa, You Shine",T0102472741,Alliance Facebook  Inc United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/01/2020 , 30/06/2020,,50.00%,42,0.0033,Essex David,00070172307,2020122,
26,"Africa, You Shine",T0102472741,Alliance Facebook  Inc Ireland Limited Download / On Demand Streaming Service Si,David Essex,,,,01/04/2020 , 30/04/2020,,50.00%,2,0.0002,Essex David,00070172307,2020122,
27,"Africa, You Shine",T0102472741,Alliance Google Switzerland Limited Download / On Demand Streaming Service Sing,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,1,0.0007,Essex David,00070172307,2020122,
28,"Africa, You Shine",T0102472741,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,01/04/2020 , 30/04/2020,,50.00%,1,0.0003,Essex David,00070172307,2020122,
29,"Africa, You Shine",T0102472741,Alliance Google Ukraine Limited Download / On Demand Streaming Service Single,David Essex,,,,01/04/2020 , 30/04/2020,,50.00%,1,0.0003,Essex David,00070172307,2020122,
30,"Africa, You Shine",T0102472741,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/05/2020 , 31/05/2020,,50.00%,1,0.0005,Essex David,00070172307,2020122,
31,"Africa, You Shine",T0102472741,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/06/2020 , 30/06/2020,,50.00%,1,0.0006,Essex David,00070172307,2020122,
32,"Africa, You Shine",T0102472741,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2020 , 30/04/2020,,50.00%,30,0.0115,Essex David,00070172307,2020122,
33,"Africa, You Shine",T0102472741,Alliance iTunes United Kingdom Permanent Download Service Single,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,31/12/2014 , 30/09/2015,,50.00%,2,0.0007,Essex David,00070172307,2020122,
34,"Africa, You Shine",T0102472741,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,31/12/2014 , 30/09/2015,,50.00%,2,0.0007,Essex David,00070172307,2020122,
35,Alice Stay Young And Free,T0113014622,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Al,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,9,0.0081,Essex David,00070172307,2020122,
36,Alice Stay Young And Free,T0113014622,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Si,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,4,0.0036,Essex David,00070172307,2020122,
37,Alice Stay Young And Free,T0113014622,Alliance 7 Digital Media United Kingdom Permanent Download Service Album,David Essex,,,,01/01/2019 , 31/03/2019,,50.00%,1,0.0030,Essex David,00070172307,2020122,
38,Alice Stay Young And Free,T0113014622,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2018 , 31/12/2018,,50.00%,123,0.0886,Essex David,00070172307,2020122,
39,Alice Stay Young And Free,T0113014622,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/12/2019 , 26/03/2020,,50.00%,7,0.0054,Essex David,00070172307,2020122,
40,Alice Stay Young And Free,T0113014622,Alliance Deezer France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2018 , 28/02/2018,,50.00%,1,0.0002,Essex David,00070172307,2020122,
41,Alice Stay Young And Free,T0113014622,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2018 , 30/06/2019,,50.00%,8,0.0036,Essex David,00070172307,2020122,
42,Alice Stay Young And Free,T0113014622,Alliance Facebook  Inc United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/01/2020 , 30/06/2020,,50.00%,28,0.0026,Essex David,00070172307,2020122,
43,Alice Stay Young And Free,T0113014622,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2020 , 30/06/2020,,50.00%,25,0.0120,Essex David,00070172307,2020122,
44,Alice Stay Young And Free,T0113014622,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,02/02/2020 , 28/03/2020,,50.00%,2,0.0056,Essex David,00070172307,2020122,
45,All The Fun Of The Fair,T0101417417,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Si,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,24,0.0215,Essex David,00070172307,2020122,
46,All The Fun Of The Fair,T0101417417,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Al,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,39,0.0356,Essex David,00070172307,2020122,
47,All The Fun Of The Fair,T0101417417,Alliance 7 Digital Media United Kingdom Permanent Download Service Single,David Essex,,,,01/01/2018 , 31/03/2018,,50.00%,1,0.0076,Essex David,00070172307,2020122,
48,All The Fun Of The Fair,T0101417417,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2018 , 31/12/2018,,50.00%,390,0.2494,Essex David,00070172307,2020122,
49,All The Fun Of The Fair,T0101417417,Alliance Amazon Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/10/2018 , 30/11/2018,,50.00%,4,0.0012,Essex David,00070172307,2020122,
50,All The Fun Of The Fair,T0101417417,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/12/2019 , 26/03/2020,,50.00%,223,0.1714,Essex David,00070172307,2020122,
51,All The Fun Of The Fair,T0101417417,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2018 , 31/12/2019,,50.00%,328,0.1543,Essex David,00070172307,2020122,
52,All The Fun Of The Fair,T0101417417,Alliance Deezer France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2018 , 31/12/2019,,50.00%,54,0.0083,Essex David,00070172307,2020122,
53,All The Fun Of The Fair,T0101417417,Alliance Deezer Netherlands Limited Download / On Demand Streaming Service Sing,David Essex,,,,01/08/2018 , 31/08/2018,,50.00%,1,0.0005,Essex David,00070172307,2020122,
54,All The Fun Of The Fair,T0101417417,Alliance Deezer Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/09/2018 , 31/03/2019,,50.00%,4,0.0017,Essex David,00070172307,2020122,
55,All The Fun Of The Fair,T0101417417,Alliance Facebook  Inc United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/01/2020 , 30/06/2020,,50.00%,1600,0.1147,Essex David,00070172307,2020122,
56,All The Fun Of The Fair,T0101417417,Alliance Facebook  Inc France Limited Download / On Demand Streaming Service Si,David Essex,,,,01/02/2020 , 31/03/2020,,50.00%,3,0.0003,Essex David,00070172307,2020122,
57,All The Fun Of The Fair,T0101417417,Alliance Facebook  Inc Germany Limited Download / On Demand Streaming Service,David Essex,,,,01/03/2020 , 31/03/2020,,50.00%,1,0.0001,Essex David,00070172307,2020122,
58,All The Fun Of The Fair,T0101417417,Alliance Facebook  Inc Ireland Limited Download / On Demand Streaming Service Si,David Essex,,,,01/06/2020 , 30/06/2020,,50.00%,1,0.0001,Essex David,00070172307,2020122,
59,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2020 , 30/06/2020,,50.00%,27,0.0128,Essex David,00070172307,2020122,
60,All The Fun Of The Fair,T0101417417,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/05/2020 , 31/05/2020,,50.00%,2,0.0008,Essex David,00070172307,2020122,
61,All The Fun Of The Fair,T0101417417,Alliance iTunes United Kingdom Permanent Download Service Single,David Essex,,,,29/12/2019 , 01/02/2020,,50.00%,4,0.0283,Essex David,00070172307,2020122,
62,All The Fun Of The Fair,T0101417417,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,02/02/2020 , 29/02/2020,,50.00%,1,0.0034,Essex David,00070172307,2020122,
63,All The Fun Of The Fair,T0101417417,Alliance Napster Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,1,0.0005,Essex David,00070172307,2020122,
64,All The Fun Of The Fair,T0101417417,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,3,0.0010,Essex David,00070172307,2020122,
65,All The Fun Of The Fair,T0101417417,Alliance SoundCloud Ltd United Kingdom Limited Download / On Demand Streaming,David Essex,,,,01/07/2016 , 30/09/2016,,50.00%,1,0.0021,Essex David,00070172307,2020122,
66,All The Fun Of The Fair,T0101417417,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/03/2020 , 30/06/2020,,50.00%,1801,0.4445,Essex David,00070172307,2020122,
67,All The Fun Of The Fair,T0101417417,Alliance Spotify (2nd Invoice) United Kingdom Limited Download / On Demand Strea,David Essex,,,,01/07/2017 , 31/10/2017,,50.00%,165,0.0533,Essex David,00070172307,2020122,
68,All The Fun Of The Fair,T0101417417,Alliance YouTube United Kingdom Limited Download / On Demand Streaming Servic,David Essex,,,,01/07/2017 , 30/09/2018,,50.00%,3328,0.1107,Essex David,00070172307,2020122,
69,All The Fun Of The Fair,T0101417417,Alliance iTunes United Kingdom Permanent Download Service Single,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2014 , 30/09/2015,,50.00%,2,0.0024,Essex David,00070172307,2020122,
70,All The Fun Of The Fair,T0101417417,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2014 , 30/09/2015,,50.00%,2,0.0029,Essex David,00070172307,2020122,
71,America,T0101742748,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Al,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,269,0.2459,Essex David,00070172307,2020122,
72,America,T0101742748,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Si,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,14,0.0132,Essex David,00070172307,2020122,
73,America,T0101742748,Alliance 7 Digital Media United Kingdom Permanent Download Service Single,David Essex,,,,01/01/2018 , 31/03/2018,,50.00%,1,0.0076,Essex David,00070172307,2020122,
74,America,T0101742748,Alliance 7 Digital Media United Kingdom Permanent Download Service Album,David Essex,,,,01/01/2019 , 31/03/2019,,50.00%,1,0.0057,Essex David,00070172307,2020122,
75,America,T0101742748,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2018 , 31/12/2018,,50.00%,420,0.2438,Essex David,00070172307,2020122,
76,America,T0101742748,Alliance Amazon Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/10/2018 , 31/12/2018,,50.00%,3,0.0015,Essex David,00070172307,2020122,
77,America,T0101742748,Alliance Amazon France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/12/2018 , 31/12/2018,,50.00%,1,0.0001,Essex David,00070172307,2020122,
78,America,T0101742748,Alliance Apple Music Germany Limited Download / On Demand Streaming Service S,David Essex,,,,27/12/2019 , 26/03/2020,,50.00%,9,0.0059,Essex David,00070172307,2020122,
79,America,T0101742748,Alliance Apple Music Norway Limited Download / On Demand Streaming Service Sin,David Essex,,,,27/12/2019 , 26/03/2020,,50.00%,3,0.0049,Essex David,00070172307,2020122,
80,America,T0101742748,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/12/2019 , 26/03/2020,,50.00%,301,0.2313,Essex David,00070172307,2020122,
81,America,T0101742748,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2018 , 31/12/2019,,50.00%,251,0.1164,Essex David,00070172307,2020122,
82,America,T0101742748,Alliance Deezer Netherlands Limited Download / On Demand Streaming Service Sing,David Essex,,,,01/01/2018 , 30/09/2019,,50.00%,27,0.0149,Essex David,00070172307,2020122,
83,America,T0101742748,Alliance Deezer Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2018 , 31/12/2019,,50.00%,61,0.0256,Essex David,00070172307,2020122,
84,America,T0101742748,Alliance Deezer France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2018 , 31/12/2019,,50.00%,5339,0.7416,Essex David,00070172307,2020122,
85,America,T0101742748,Alliance Deezer Belgium Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2018 , 31/12/2019,,50.00%,27,0.0121,Essex David,00070172307,2020122,
86,America,T0101742748,Alliance Deezer Finland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2018 , 31/12/2018,,50.00%,2,0.0013,Essex David,00070172307,2020122,
87,America,T0101742748,Alliance Deezer Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2018 , 31/12/2019,,50.00%,19,0.0099,Essex David,00070172307,2020122,
88,America,T0101742748,Alliance Deezer Italy Limited Download / On Demand Streaming Service Single,David Essex,,,,01/03/2018 , 31/10/2018,,50.00%,10,0.0049,Essex David,00070172307,2020122,
89,America,T0101742748,Alliance Deezer Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/03/2018 , 31/03/2019,,50.00%,6,0.0030,Essex David,00070172307,2020122,
90,America,T0101742748,Alliance Deezer Denmark Limited Download / On Demand Streaming Service Single,David Essex,,,,01/05/2018 , 31/05/2018,,50.00%,2,0.0017,Essex David,00070172307,2020122,
91,America,T0101742748,Alliance Deezer Poland Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,2020122,
92,America,T0101742748,Alliance Deezer Malta Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,2020122,
93,America,T0101742748,Alliance Deezer Switzerland Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,5,0.0030,Essex David,00070172307,2020122,
94,America,T0101742748,Alliance Deezer Romania Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,7,0.0014,Essex David,00070172307,2020122,
95,America,T0101742748,Alliance Deezer Czech Republic Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,1,0.0005,Essex David,00070172307,2020122,
96,America,T0101742748,Alliance Deezer Slovakia Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0009,Essex David,00070172307,2020122,
97,America,T0101742748,Alliance Facebook  Inc France Limited Download / On Demand Streaming Service Si,David Essex,,,,,,,50.00%,3930,0.2098,Essex David,00070172307,2020122,
98,America,T0101742748,Alliance Facebook  Inc United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,,,,50.00%,1179,0.0840,Essex David,00070172307,2020122,
99,America,T0101742748,Alliance Facebook  Inc Germany Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,3,0.0005,Essex David,00070172307,2020122,
100,America,T0101742748,Alliance Facebook  Inc Ireland Limited Download / On Demand Streaming Service Si,David Essex,,,,,,,50.00%,1,0.0001,Essex David,00070172307,2020122,
101,America,T0101742748,Alliance Facebook  Inc Italy Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,2020122,
102,America,T0101742748,Alliance Facebook  Inc Sweden Limited Download / On Demand Streaming Service S,David Essex,,,,,,,50.00%,1,0.0002,Essex David,00070172307,2020122,
103,America,T0101742748,Alliance Google United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0067,Essex David,00070172307,2020122,
104,America,T0101742748,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,93,0.0439,Essex David,00070172307,2020122,
105,America,T0101742748,Alliance Google France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,15,0.0048,Essex David,00070172307,2020122,
106,America,T0101742748,Alliance Google Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0011,Essex David,00070172307,2020122,
107,America,T0101742748,Alliance Google Denmark Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0008,Essex David,00070172307,2020122,
108,America,T0101742748,Alliance Google Ukraine Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,3,0.0007,Essex David,00070172307,2020122,
109,America,T0101742748,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0008,Essex David,00070172307,2020122,
110,America,T0101742748,Alliance Google Switzerland Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,3,0.0016,Essex David,00070172307,2020122,
111,America,T0101742748,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0011,Essex David,00070172307,2020122,
112,America,T0101742748,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,,,,50.00%,1,0.0003,Essex David,00070172307,2020122,
113,America,T0101742748,Alliance Google Netherlands Limited Download / On Demand Streaming Service Sin,David Essex,,,,,,,50.00%,1,0.0008,Essex David,00070172307,2020122,
114,America,T0101742748,Alliance Google Poland Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0004,Essex David,00070172307,2020122,
115,America,T0101742748,Alliance iTunes United Kingdom Permanent Download Service Single,David Essex,,,,,,,50.00%,1,0.0150,Essex David,00070172307,2020122,
116,America,T0101742748,Alliance iTunes United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,30,0.1161,Essex David,00070172307,2020122,
117,America,T0101742748,Alliance iTunes France Permanent Download Service Single,David Essex,,,,,,,50.00%,16,0.0564,Essex David,00070172307,2020122,
118,America,T0101742748,Alliance iTunes Italy Permanent Download Service Single,David Essex,,,,,,,50.00%,1,0.0072,Essex David,00070172307,2020122,
119,America,T0101742748,Alliance iTunes Ireland Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0092,Essex David,00070172307,2020122,
120,America,T0101742748,Alliance iTunes Denmark Permanent Download Service Single,David Essex,,,,,,,50.00%,1,0.0125,Essex David,00070172307,2020122,
121,America,T0101742748,Alliance iTunes Belgium Permanent Download Service Single,David Essex,,,,,,,50.00%,1,0.0094,Essex David,00070172307,2020122,
122,America,T0101742748,Alliance iTunes Cloud Services United Kingdom Limited Download / On Demand Stre,David Essex,,,,,,,50.00%,1,0.0253,Essex David,00070172307,2020122,
123,America,T0101742748,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,7,0.0025,Essex David,00070172307,2020122,
124,America,T0101742748,Alliance Napster France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,75,0.0063,Essex David,00070172307,2020122,
125,America,T0101742748,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,18,0.0054,Essex David,00070172307,2020122,
126,America,T0101742748,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,,,,50.00%,2,0.0012,Essex David,00070172307,2020122,
127,America,T0101742748,Alliance Spotify France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/03/2020 , 30/06/2020,,50.00%,1100,0.1054,Essex David,00070172307,2020122,
128,America,T0101742748,Alliance Xandrie S.A. France Limited Download / On Demand Streaming Service Sin,David Essex,,,,01/01/2019 , 31/12/2019,,50.00%,14,0.0113,Essex David,00070172307,2020122,
129,America,T0101742748,Alliance YouTube United Kingdom Limited Download / On Demand Streaming Servic,David Essex,,,,01/07/2017 , 30/09/2018,,50.00%,758,0.0492,Essex David,00070172307,2020122,
130,America,T0101742748,Alliance YouTube France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/07/2017 , 30/06/2020,,50.00%,15040,0.5025,Essex David,00070172307,2020122,
131,America,T0101742748,Alliance YouTube France Limited Download / On Demand Streaming Service Video,David Essex,,,,01/01/2020 , 30/06/2020,,50.00%,3591,0.0946,Essex David,00070172307,2020122,
132,America,T0101742748,Alliance iTunes United Kingdom Permanent Download Service Single,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2014 , 30/09/2015,,50.00%,2,0.0070,Essex David,00070172307,2020122,
133,America,T0101742748,Alliance iTunes Ireland Permanent Download Service Single,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2014 , 31/12/2014,,50.00%,1,0.0001,Essex David,00070172307,2020122,
134,America,T0101742748,Alliance Online Residuals PDS Ireland Permanent Download Service Single,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2014 , 31/12/2014,,50.00%,1,0.0001,Essex David,00070172307,2020122,
135,America,T0101742748,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,31/12/2014 , 30/09/2015,,50.00%,2,0.0103,Essex David,00070172307,2020122,
136,Are You Still My True Love,T0101809044,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Si,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,3,0.0028,Essex David,00070172307,2020122,
137,Are You Still My True Love,T0101809044,Alliance 2016 Download Residuals United Kingdom Permanent Download Service Al,David Essex,,,,01/01/2016 , 31/12/2016,,50.00%,16,0.0145,Essex David,00070172307,2020122,
138,Are You Still My True Love,T0101809044,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2018 , 31/12/2018,,50.00%,54,0.0303,Essex David,00070172307,2020122,
139,Are You Still My True Love,T0101809044,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/12/2019 , 26/03/2020,,50.00%,43,0.0330,Essex David,00070172307,2020122,
140,Are You Still My True Love,T0101809044,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2018 , 31/12/2019,,50.00%,36,0.0167,Essex David,00070172307,2020122,
141,Are You Still My True Love,T0101809044,Alliance Facebook  Inc Ireland Limited Download / On Demand Streaming Service Si,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,1,0.0001,Essex David,00070172307,2020122,
142,Are You Still My True Love,T0101809044,Alliance Facebook  Inc United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/01/2020 , 30/06/2020,,50.00%,29,0.0024,Essex David,00070172307,2020122,
143,Are You Still My True Love,T0101809044,Alliance Facebook  Inc France Limited Download / On Demand Streaming Service Si,David Essex,,,,01/02/2020 , 29/02/2020,,50.00%,2,0.0002,Essex David,00070172307,2020122,
