,Work Title,ISWC,Usage Narrative,IP1,IP2,IP3,IP4,Perf Start Date,Perf End Date,Production,Share,Number of Perfs,Amount (performance revenue),Member Name,CAE Number,Distribution (posted),Distribution Period Month
10,"Africa, You Shine",T0102472741,Channel 4 Non Peak,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,13/09/2019 , 13/09/2019,Come Dine With Me,50.00%,2,2.2200,Essex David,00070172307,2020041,
11,"Africa, You Shine",T0102472741,More4 Non Peak,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,28/10/2019 , 28/10/2019,Come Dine With Me,50.00%,2,0.1200,Essex David,00070172307,2020041,
12,"Africa, You Shine",T0102472741,Japanese (JASRAC) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/04/2018 , 30/09/2019,UNKNOWN,50.00%,,0.0100,Essex David,00070172307,2020041,
13,Alice Stay Young And Free,T0113014622,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,29/03/2019 , 27/06/2019,,50.00%,9,0.0067,Essex David,00070172307,2020041,
14,Alice Stay Young And Free,T0113014622,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,1,0.0191,Essex David,00070172307,2020041,
15,Alice Stay Young And Free,T0113014622,Australasian (APRA) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/07/2018 , 30/06/2019,ONLINE AU-FREEGAL DOWNLOADS [P,50.00%,,0.0100,Essex David,00070172307,2020041,
16,All The Fun Of The Fair,T9027837485,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/04/2018 , 30/04/2018,,50.00%,25,0.0001,Essex David,00070172307,2020041,
17,All The Fun Of The Fair,T9027837485,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,29/03/2019 , 26/09/2019,,50.00%,238,0.1758,Essex David,00070172307,2020041,
18,All The Fun Of The Fair,T9027837485,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Sing,David Essex,,,,28/06/2019 , 26/09/2019,,50.00%,5,0.0060,Essex David,00070172307,2020041,
19,All The Fun Of The Fair,T9027837485,Alliance Deezer Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/10/2016 , 31/12/2016,,50.00%,1,0.0005,Essex David,00070172307,2020041,
20,All The Fun Of The Fair,T9027837485,Alliance Juke Entertainment Germany Limited Download / On Demand Streaming Se,David Essex,,,,01/04/2018 , 31/12/2018,,50.00%,6,0.1109,Essex David,00070172307,2020041,
21,All The Fun Of The Fair,T9027837485,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/03/2016 , 31/03/2016,,50.00%,1,0.0191,Essex David,00070172307,2020041,
22,All The Fun Of The Fair,T9027837485,Alliance Qello LLC United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,01/07/2012 , 31/12/2017,,50.00%,13,0.0033,Essex David,00070172307,2020041,
23,All The Fun Of The Fair,T9027837485,Alliance Xandrie S.A. United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0095,Essex David,00070172307,2020041,
24,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,,,Trumbo BE CINE,50.00%,,0.4500,Essex David,00070172307,2020041,
25,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,,,Trumbo BE 1,50.00%,,0.2900,Essex David,00070172307,2020041,
26,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,,,Trumbo PLAY MORE SELECT,50.00%,,0.2600,Essex David,00070172307,2020041,
27,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,,,Trumbo BE1+1H,50.00%,,0.2900,Essex David,00070172307,2020041,
28,All The Fun Of The Fair,T0101417417,Belgian (SABAM) Films,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,,,Trumbo BE SERIES,50.00%,,0.4300,Essex David,00070172307,2020041,
29,All The Fun Of The Fair,T0101417417,Estonian (EAU) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,,,NATIONAL RADIO,50.00%,,0.9700,Essex David,00070172307,2020041,
30,All The Fun Of The Fair,T0101417417,Estonian (EAU) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,,,BACKROUND MUSIC,50.00%,,0.1800,Essex David,00070172307,2020041,
31,America,T0101742748,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,134,0.0004,Essex David,00070172307,2020041,
32,America,T0101742748,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,494,0.3652,Essex David,00070172307,2020041,
33,America,T0101742748,Alliance Apple Music Germany Limited Download / On Demand Streaming Service S,David Essex,,,,,,,50.00%,7,0.0044,Essex David,00070172307,2020041,
34,America,T0101742748,Alliance Apple Music Denmark Limited Download / On Demand Streaming Service S,David Essex,,,,,,,50.00%,7,0.0113,Essex David,00070172307,2020041,
35,America,T0101742748,Alliance Apple Music France Limited Download / On Demand Streaming Service Sing,David Essex,,,,,,,50.00%,481,0.0922,Essex David,00070172307,2020041,
36,America,T0101742748,Alliance Apple Music Switzerland Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,5,0.0052,Essex David,00070172307,2020041,
37,America,T0101742748,Alliance iTunes France Permanent Download Service Single,David Essex,,,,,,,50.00%,1,0.0033,Essex David,00070172307,2020041,
38,America,T0101742748,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0384,Essex David,00070172307,2020041,
39,America,T0101742748,Alliance Qello LLC United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,,,,50.00%,14,0.0030,Essex David,00070172307,2020041,
40,America,T0101742748,Alliance Soundtrack Your Brand Sweden AB Germany Limited Download / On Deman,David Essex,,,,,,,50.00%,1,0.0001,Essex David,00070172307,2020041,
41,America,T0101742748,Alliance Spotify Denmark Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0007,Essex David,00070172307,2020041,
42,America,T0101742748,Alliance Spotify France Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,159,0.0175,Essex David,00070172307,2020041,
43,America,T0101742748,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,262,0.0804,Essex David,00070172307,2020041,
44,America,T0101742748,Alliance Xandrie S.A. France Permanent Download Service Single,David Essex,,,,,,,50.00%,2,0.0058,Essex David,00070172307,2020041,
45,America,T0101742748,Alliance Xandrie S.A. France Limited Download / On Demand Streaming Service Sin,David Essex,,,,,,,50.00%,8,0.0056,Essex David,00070172307,2020041,
46,America,T0101742748,Alliance Xandrie S.A. United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0096,Essex David,00070172307,2020041,
47,America,T0101742748,Alliance Xandrie S.A. Belgium Permanent Download Service Single,David Essex,,,,,,,50.00%,1,0.0168,Essex David,00070172307,2020041,
48,America,T0101742748,4Seven Non Peak,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,Come Dine With Me,50.00%,1,0.0700,Essex David,00070172307,2020041,
49,America,T0101742748,GEOL - Virgin - VOD Content,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,Come Dine With Me,50.00%,952,0.0100,Essex David,00070172307,2020041,
50,America,T0101742748,Jukeboxes Soundnet,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,,50.00%,1141,8.2900,Essex David,00070172307,2020041,
51,America,T0101742748,MSB2B - Jaybox Ltd Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,America,50.00%,1,0.0100,Essex David,00070172307,2020041,
52,America,T0101742748,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,AUST DOWNLOAD (AMCOS TRANSFER),50.00%,,0.0400,Essex David,00070172307,2020041,
53,America,T0101742748,Hungarian (ARTISJUS) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2018 , 31/03/2019,PLZ-ASSET KFT.,50.00%,,0.0900,Essex David,00070172307,2020041,
54,America,T0101742748,Hungarian (ARTISJUS) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2018 , 31/03/2019,VRS PART HOTEL KFT.,50.00%,,0.0400,Essex David,00070172307,2020041,
55,America,T0101742748,Japanese (JASRAC) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2018 , 30/09/2019,YOUTUBE(AD-SUPPORTED1),50.00%,,0.0100,Essex David,00070172307,2020041,
56,America,T0101742748,Mexican (SACM) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2019 , 31/12/2019,APPLE,50.00%,,0.0300,Essex David,00070172307,2020041,
57,America,T0101742748,SACEM Tax Refund,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,29/05/2017 , 05/07/2017,FIP,50.00%,,0.9100,Essex David,00070172307,2020041,
58,America,T0101742748,SACEM Tax Refund,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,29/05/2017 , 05/07/2017,FIP,50.00%,,0.0500,Essex David,00070172307,2020041,
59,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,YOUTUBE - AUDIO PERFORMANCES,50.00%,,0.0100,Essex David,00070172307,2020041,
60,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,APPLE SUBSCRIPTION,50.00%,,0.0400,Essex David,00070172307,2020041,
61,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,SONGPOP,50.00%,,0.0200,Essex David,00070172307,2020041,
62,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,RADIONOMY,50.00%,,0.0300,Essex David,00070172307,2020041,
63,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,SPOTIFY,50.00%,,0.1100,Essex David,00070172307,2020041,
64,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,AMAZON MUSIC UNLIMITED,50.00%,,0.0200,Essex David,00070172307,2020041,
65,Are You Still My True Love,T0101809044,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,29/03/2019 , 26/09/2019,,50.00%,86,0.0637,Essex David,00070172307,2020041,
66,Are You Still My True Love,T0101809044,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,1,0.0192,Essex David,00070172307,2020041,
67,Are You Still My True Love,T0101809044,Alliance SoundCloud Ltd United Kingdom Limited Download / On Demand Streaming,David Essex,,,,01/04/2017 , 31/12/2017,,50.00%,10,0.0030,Essex David,00070172307,2020041,
68,Are You Still My True Love,T0101809044,Alliance SoundCloud Ltd Ireland Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2017 , 31/12/2017,,50.00%,1,0.0005,Essex David,00070172307,2020041,
69,Are You Still My True Love,T0101809044,Alliance SoundCloud Ltd France Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2017 , 31/12/2017,,50.00%,2,0.0004,Essex David,00070172307,2020041,
70,Back On The Road,T0107384008,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,1,0.0192,Essex David,00070172307,2020041,
71,Beautiful Day,T0116493389,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/06/2018 , 30/06/2018,,50.00%,2,0.0001,Essex David,00070172307,2020041,
72,Beautiful Day,T0116493389,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,29/03/2019 , 26/09/2019,,50.00%,109,0.0805,Essex David,00070172307,2020041,
73,Beautiful Day,T0116493389,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,2,0.0383,Essex David,00070172307,2020041,
74,Beautiful Day,T0116493389,Alliance Qello LLC United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,01/10/2015 , 31/12/2017,,50.00%,4,0.0008,Essex David,00070172307,2020041,
75,Beautiful Day,T0116493389,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/09/2019 , 30/09/2019,,50.00%,136,0.0371,Essex David,00070172307,2020041,
76,Beautiful Day,T0116493389,UK Concerts and Stage Shows 2019,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,05/04/2019 , 05/04/2019,First Direct Arena Leeds,50.00%,,31.2300,Essex David,00070172307,2020041,
77,Beautiful Day,T0116493389,UK Concerts and Stage Shows 2019,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,09/04/2019 , 09/04/2019,Utilita Arena,50.00%,,19.0900,Essex David,00070172307,2020041,
78,Beautiful Day,T0116493389,UK Concerts and Stage Shows 2019,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,10/04/2019 , 10/04/2019,Motorpoint Arena Nottingham,50.00%,,18.4000,Essex David,00070172307,2020041,
79,Beautiful Day,T0116493389,UK Concerts and Stage Shows 2019,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,11/04/2019 , 11/04/2019,The Sse Arena Wembley,50.00%,,22.2000,Essex David,00070172307,2020041,
80,Beautiful Day,T0116493389,UK Concerts and Stage Shows 2019,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,12/04/2019 , 12/04/2019,"Resorts World Arena, Birmingham",50.00%,,22.9400,Essex David,00070172307,2020041,
81,Beautiful Day,T0116493389,UK Concerts and Stage Shows 2019,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,14/04/2019 , 14/04/2019,Bournemouth International Centre,50.00%,,22.1100,Essex David,00070172307,2020041,
82,Beautiful Day,T0116493389,UK Live (Major Individual Events)>£5434.78,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,06/04/2019 , 06/04/2019,Motorpoint Arena Cardiff,50.00%,,38.8300,Essex David,00070172307,2020041,
83,Before I Met You,T0117126278,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2016 , 31/12/2016,,100.00%,4,0.0002,Essex David,00070172307,2020041,
84,Better Than I Know Myself,T0101832216,USA (BMI) General & Broadcasting,Cooke David Howard,Mac Kenzie Judith,Sony/ATV Music Publishing (UK),,01/04/2019 , 30/06/2019,,25.00%,,0.4500,Essex David,00070172307,2020041,
85,Blue Without You,T0116545982,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,1,0.0191,Essex David,00070172307,2020041,
86,Breadfruit,T0104846298,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,Richard Arthur Crane,,,28/06/2019 , 26/09/2019,,37.50%,10,0.0055,Essex David,00070172307,2020041,
87,Breadfruit,T0104846298,Alliance Deezer Italy Limited Download / On Demand Streaming Service Single,David Essex,Richard Arthur Crane,,,01/10/2016 , 31/12/2016,,66.67%,1,0.0007,Essex David,00070172307,2020041,
88,Call Me Your Lover,T0104806350,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,Stephen Ernest Colyer,,,01/01/2015 , 31/01/2015,,25.00%,1,0.0096,Essex David,00070172307,2020041,
89,Call On Me,T0104133609,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,29/03/2019 , 26/09/2019,,50.00%,27,0.0200,Essex David,00070172307,2020041,
90,Call On Me,T0104133609,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,1,0.0192,Essex David,00070172307,2020041,
91,Call On Me,T0104133609,Belgian (SABAM) General & Broadcasting,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/01/2015 , 31/12/2015,PLUS VALUE AUDIO SYSTEM 2015,50.00%,,0.0100,Essex David,00070172307,2020041,
92,Call On Me,T0104133609,USA (ASCAP) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,AMAZON MUSIC UNLIMITED,50.00%,,0.0100,Essex David,00070172307,2020041,
93,Can't Get You Out Of My Mind,T9130324797,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,1,0.0191,Essex David,00070172307,2020041,
94,Carrying The Water Home,T0115709460,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2015 , 31/01/2015,,50.00%,1,0.0192,Essex David,00070172307,2020041,
95,Change,T0100340213,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,2,0.0383,Essex David,00070172307,2020041,
96,Circles,T0104622436,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,46,0.0340,Essex David,00070172307,2020041,
97,Circles,T0104622436,Alliance Juke Entertainment Germany Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,1,0.0004,Essex David,00070172307,2020041,
98,Circles,T0104622436,Alliance Qello LLC United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,,,,50.00%,2,0.0005,Essex David,00070172307,2020041,
99,Circles,T0104622436,Alliance Soundtrack Your Brand Sweden AB Switzerland Limited Download / On Dem,David Essex,,,,,,,50.00%,20,0.0005,Essex David,00070172307,2020041,
100,Circles,T0104622436,Alliance Soundtrack Your Brand Sweden AB United Kingdom Limited Download / On,David Essex,,,,,,,50.00%,4,0.0001,Essex David,00070172307,2020041,
101,Circles,T0104622436,Alliance Xandrie S.A. United Kingdom Permanent Download Service Album,David Essex,,,,,,,50.00%,1,0.0096,Essex David,00070172307,2020041,
102,Circles,T0104622436,Australasian (APRA) Online,Essex David,BMG Rights Management (UK) Lim,,,,,AUST DOWNLOAD (AMCOS TRANSFER),50.00%,,0.0100,Essex David,00070172307,2020041,
103,Circles,T0104622436,Australian (APRA) General & Broadcasting,Essex David,BMG Rights Management (UK) Lim,,,,,AUSTRALIAN PUBLIC RADIO,50.00%,,0.9700,Essex David,00070172307,2020041,
104,Circles,T0104622436,USA (ASCAP) Online,Essex David,BMG Rights Management (UK) Lim,,,,,SPOTIFY,50.00%,,0.0100,Essex David,00070172307,2020041,
105,Circles,T0104622436,USA (ASCAP) Online,Essex David,BMG Rights Management (UK) Lim,,,,,APPLE SUBSCRIPTION,50.00%,,0.0800,Essex David,00070172307,2020041,
106,City Lights,T0101765632,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,381,0.2813,Essex David,00070172307,2020041,
107,City Lights,T0101765632,Alliance Apple Music Sweden Limited Download / On Demand Streaming Service Sin,David Essex,,,,,,,50.00%,3,0.0038,Essex David,00070172307,2020041,
108,City Lights,T0101765632,Alliance Apple Music Spain Limited Download / On Demand Streaming Service Singl,David Essex,,,,,,,50.00%,10,0.0093,Essex David,00070172307,2020041,
109,City Lights,T0101765632,Alliance Apple Music Netherlands Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,5,0.0058,Essex David,00070172307,2020041,
110,City Lights,T0101765632,Alliance Juke Entertainment Germany Limited Download / On Demand Streaming Se,David Essex,,,,,,,50.00%,5,0.0017,Essex David,00070172307,2020041,
111,City Lights,T0101765632,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,,,,50.00%,1,0.0192,Essex David,00070172307,2020041,
112,City Lights,T0101765632,Alliance Qello LLC United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,,,,50.00%,13,0.0030,Essex David,00070172307,2020041,
113,City Lights,T0101765632,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,,,,50.00%,73,0.0249,Essex David,00070172307,2020041,
114,City Lights,T0101765632,Alliance Xandrie S.A. France Limited Download / On Demand Streaming Service Sin,David Essex,,,,,,,50.00%,2,0.0019,Essex David,00070172307,2020041,
115,City Lights,T0101765632,Jukeboxes Soundnet,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,,50.00%,1256,9.1300,Essex David,00070172307,2020041,
116,City Lights,T0101765632,MSB2B - Jaybox Ltd Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,City Lights,50.00%,2,0.0200,Essex David,00070172307,2020041,
117,City Lights,T0101765632,UK Concerts and Stage Shows 2019,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,First Direct Arena Leeds,50.00%,,31.2300,Essex David,00070172307,2020041,
118,City Lights,T0101765632,UK Concerts and Stage Shows 2019,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,Motorpoint Arena Nottingham,50.00%,,18.4000,Essex David,00070172307,2020041,
119,City Lights,T0101765632,UK Live (Major Individual Events)>£5434.78,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,Motorpoint Arena Cardiff,50.00%,,44.3700,Essex David,00070172307,2020041,
120,City Lights,T0101765632,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,STREAMING AU-APPLE MUSIC [DISA,50.00%,,0.1300,Essex David,00070172307,2020041,
121,City Lights,T0101765632,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,AUST DOWNLOAD (AMCOS TRANSFER),50.00%,,0.0900,Essex David,00070172307,2020041,
122,City Lights,T0101765632,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,,,ONLINE AU-YTUBE MU [DISAG][PTS,50.00%,,0.0500,Essex David,00070172307,2020041,
123,City Lights,T0101765632,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2018 , 30/06/2019,STREAMING AU-SPOTIFY [DISAGGRE,50.00%,,0.1200,Essex David,00070172307,2020041,
124,City Lights,T0101765632,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2018 , 30/06/2019,ONLINE AU-YTUBE GE [DISAG][PTS,50.00%,,0.1900,Essex David,00070172307,2020041,
125,City Lights,T0101765632,Australian (APRA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2018 , 30/06/2019,FOXTEL DIGITAL RADIO,50.00%,,0.1600,Essex David,00070172307,2020041,
126,City Lights,T0101765632,Australian (APRA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/07/2018 , 30/06/2019,4KQ,50.00%,,3.9200,Essex David,00070172307,2020041,
127,City Lights,T0101765632,Italian (SIAE) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2017 , 30/06/2017,D-MOBILELAB S.P.A.,50.00%,,0.2300,Essex David,00070172307,2020041,
128,City Lights,T0101765632,Japanese (JASRAC) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2018 , 30/09/2019,YOUTUBE(AD-SUPPORTED1),50.00%,,0.0200,Essex David,00070172307,2020041,
129,City Lights,T0101765632,Mexican (SACM) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/10/2019 , 31/12/2019,APPLE,50.00%,,0.0200,Essex David,00070172307,2020041,
130,City Lights,T0101765632,Taiwan (MUST) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2018 , 01/12/2018,,50.00%,,0.0200,Essex David,00070172307,2020041,
131,City Lights,T0101765632,Taiwanese (MUST) General & Broadcasting,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/01/2018 , 01/12/2018,,50.00%,,0.8200,Essex David,00070172307,2020041,
132,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,APPLE SUBSCRIPTION,50.00%,,0.0400,Essex David,00070172307,2020041,
133,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,RADIONOMY,50.00%,,0.0100,Essex David,00070172307,2020041,
134,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,SONGPOP,50.00%,,0.0100,Essex David,00070172307,2020041,
135,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,AMAZON MUSIC UNLIMITED,50.00%,,0.0100,Essex David,00070172307,2020041,
136,City Lights,T0101765632,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,01/04/2019 , 30/06/2019,YOUTUBE - AUDIO PERFORMANCES,50.00%,,0.0100,Essex David,00070172307,2020041,
