,Work Title,ISWC,Usage Narrative,IP1,IP2,IP3,IP4,Perf Start Date,Perf End Date,Production,Share,Number of Perfs,Amount (performance revenue),Member Name,CAE Number,Distribution (posted),Distribution Period Month
36,All The Fun Of The Fair,T0101417417,Alliance Deezer Belgium Limited Download / On Demand Streaming Service Single,David Essex,,,,01/06/2018 , 30/06/2018,,50.00%,1,0.0001,Essex David,00070172307,2020101,
37,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,38,0.0030,Essex David,00070172307,2020101,
38,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,31,0.0148,Essex David,00070172307,2020101,
39,All The Fun Of The Fair,T0101417417,Alliance Google United Kingdom Permanent Download Service Album,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,2,0.0127,Essex David,00070172307,2020101,
40,All The Fun Of The Fair,T0101417417,Alliance Google Spain Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2020 , 29/02/2020,,50.00%,1,0.0005,Essex David,00070172307,2020101,
41,All The Fun Of The Fair,T0101417417,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/03/2020 , 31/03/2020,,50.00%,1,0.0006,Essex David,00070172307,2020101,
42,All The Fun Of The Fair,T0101417417,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,1,0.0005,Essex David,00070172307,2020101,
43,All The Fun Of The Fair,T0101417417,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,1547,0.4581,Essex David,00070172307,2020101,
44,All The Fun Of The Fair,T0101417417,Alliance YouTube United Kingdom Limited Download / On Demand Streaming Servic,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,189,0.0196,Essex David,00070172307,2020101,
45,All The Fun Of The Fair,T0101417417,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/07/2019 , 31/12/2019,WB AU-YOUTUBE MUSIC USAGE,50.00%,,0.0500,Essex David,00070172307,2020101,
46,All The Fun Of The Fair,T0101417417,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/07/2019 , 31/12/2019,OD AU-DIGITAL DOWNLOADS,50.00%,,0.0300,Essex David,00070172307,2020101,
47,America,T0101742748,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2018 , 30/09/2018,,50.00%,598,0.3811,Essex David,00070172307,2020101,
48,America,T0101742748,Alliance Amazon Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2018 , 31/07/2018,,50.00%,3,0.0012,Essex David,00070172307,2020101,
49,America,T0101742748,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,,,,01/02/2019 , 30/09/2019,,50.00%,5,0.0231,Essex David,00070172307,2020101,
50,America,T0101742748,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,01/04/2019 , 30/06/2019,,50.00%,22,0.0065,Essex David,00070172307,2020101,
51,America,T0101742748,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/04/2019 , 30/06/2019,,50.00%,437,0.2232,Essex David,00070172307,2020101,
52,America,T0101742748,Alliance Apple Music Germany Limited Download / On Demand Streaming Service S,David Essex,,,,27/09/2019 , 26/12/2019,,50.00%,91,0.0414,Essex David,00070172307,2020101,
53,America,T0101742748,Alliance Apple Music France Limited Download / On Demand Streaming Service Sing,David Essex,,,,27/09/2019 , 26/03/2020,,50.00%,513,0.0890,Essex David,00070172307,2020101,
54,America,T0101742748,Alliance Apple Music Spain Limited Download / On Demand Streaming Service Singl,David Essex,,,,27/09/2019 , 26/12/2019,,50.00%,10,0.0053,Essex David,00070172307,2020101,
55,America,T0101742748,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/09/2019 , 26/03/2020,,50.00%,659,0.3829,Essex David,00070172307,2020101,
56,America,T0101742748,Alliance Apple Music Netherlands Limited Download / On Demand Streaming Service,David Essex,,,,27/09/2019 , 26/12/2019,,50.00%,5,0.0058,Essex David,00070172307,2020101,
57,America,T0101742748,Alliance Deezer Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2017 , 30/11/2018,,50.00%,5,0.0006,Essex David,00070172307,2020101,
58,America,T0101742748,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2017 , 31/05/2018,,50.00%,57,0.0022,Essex David,00070172307,2020101,
59,America,T0101742748,Alliance Deezer France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2017 , 31/12/2018,,50.00%,2333,0.0784,Essex David,00070172307,2020101,
60,America,T0101742748,Alliance Deezer Hungary Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2017 , 28/02/2017,,50.00%,2,0.0016,Essex David,00070172307,2020101,
61,America,T0101742748,Alliance Deezer Belgium Limited Download / On Demand Streaming Service Single,David Essex,,,,01/04/2017 , 31/08/2018,,50.00%,9,0.0006,Essex David,00070172307,2020101,
62,America,T0101742748,Alliance Deezer Switzerland Limited Download / On Demand Streaming Service Sing,David Essex,,,,01/07/2017 , 31/07/2017,,50.00%,3,0.0001,Essex David,00070172307,2020101,
63,America,T0101742748,Alliance Google France Limited Download / On Demand Streaming Service Video,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,651,0.0668,Essex David,00070172307,2020101,
64,America,T0101742748,Alliance Google Italy Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,1,0.0005,Essex David,00070172307,2020101,
65,America,T0101742748,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,3,0.0009,Essex David,00070172307,2020101,
66,America,T0101742748,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,2,0.0008,Essex David,00070172307,2020101,
67,America,T0101742748,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,33,0.0154,Essex David,00070172307,2020101,
68,America,T0101742748,Alliance Google France Permanent Download Service Single,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,1,0.0031,Essex David,00070172307,2020101,
69,America,T0101742748,Alliance Google Norway Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,1,0.0005,Essex David,00070172307,2020101,
70,America,T0101742748,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,1,0.0006,Essex David,00070172307,2020101,
71,America,T0101742748,Alliance Google France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,20,0.0042,Essex David,00070172307,2020101,
72,America,T0101742748,Alliance Google Ukraine Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2020 , 29/02/2020,,50.00%,2,0.0004,Essex David,00070172307,2020101,
73,America,T0101742748,Alliance Google Sweden Limited Download / On Demand Streaming Service Single,David Essex,,,,01/02/2020 , 29/02/2020,,50.00%,1,0.0007,Essex David,00070172307,2020101,
74,America,T0101742748,Alliance Google Netherlands Limited Download / On Demand Streaming Service Sin,David Essex,,,,01/03/2020 , 31/03/2020,,50.00%,1,0.0004,Essex David,00070172307,2020101,
75,America,T0101742748,Alliance iTunes Germany Permanent Download Service Album,David Essex,,,,29/12/2019 , 01/02/2020,,50.00%,1,0.0103,Essex David,00070172307,2020101,
76,America,T0101742748,Alliance iTunes France Permanent Download Service Single,David Essex,,,,29/12/2019 , 29/02/2020,,50.00%,6,0.0210,Essex David,00070172307,2020101,
77,America,T0101742748,Alliance iTunes Switzerland Permanent Download Service Single,David Essex,,,,29/12/2019 , 01/02/2020,,50.00%,1,0.0132,Essex David,00070172307,2020101,
78,America,T0101742748,Alliance iTunes Denmark Permanent Download Service Single,David Essex,,,,02/02/2020 , 29/02/2020,,50.00%,1,0.0123,Essex David,00070172307,2020101,
79,America,T0101742748,Alliance iTunes Ireland Permanent Download Service Album,David Essex,,,,01/03/2020 , 28/03/2020,,50.00%,1,0.0046,Essex David,00070172307,2020101,
80,America,T0101742748,Alliance Napster France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,82,0.0066,Essex David,00070172307,2020101,
81,America,T0101742748,Alliance Napster Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,9,0.0025,Essex David,00070172307,2020101,
82,America,T0101742748,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,4,0.0013,Essex David,00070172307,2020101,
83,America,T0101742748,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Servi,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,1,0.0005,Essex David,00070172307,2020101,
84,America,T0101742748,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,880,0.2697,Essex David,00070172307,2020101,
85,America,T0101742748,Alliance Spotify France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,614,0.0755,Essex David,00070172307,2020101,
86,America,T0101742748,Alliance Xandrie S.A. France Permanent Download Service Single,David Essex,,,,01/09/2017 , 30/09/2017,,50.00%,1,0.0036,Essex David,00070172307,2020101,
87,America,T0101742748,Alliance Xandrie S.A. Germany Permanent Download Service Album,David Essex,,,,01/10/2017 , 31/10/2017,,50.00%,1,0.0076,Essex David,00070172307,2020101,
88,America,T0101742748,Alliance Xandrie S.A. France Limited Download / On Demand Streaming Service Sin,David Essex,,,,01/11/2018 , 31/12/2018,,50.00%,5,0.0050,Essex David,00070172307,2020101,
89,America,T0101742748,Alliance Xandrie S.A. Switzerland Limited Download / On Demand Streaming Service,David Essex,,,,01/02/2019 , 28/02/2019,,50.00%,1,0.0019,Essex David,00070172307,2020101,
90,America,T0101742748,Alliance YouTube France Limited Download / On Demand Streaming Service Single,David Essex,,,,01/10/2019 , 31/12/2019,,50.00%,3255,0.1803,Essex David,00070172307,2020101,
91,America,T0101742748,Australasian (APRA) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/07/2019 , 31/12/2019,,50.00%,,0.0500,Essex David,00070172307,2020101,
92,America,T0101742748,French (SACEM) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,25/05/2020 , 06/07/2020,,50.00%,,0.8900,Essex David,00070172307,2020101,
93,America,T0101742748,French (SACEM) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,25/05/2020 , 06/07/2020,,50.00%,,1.6000,Essex David,00070172307,2020101,
94,America,T0101742748,Hungarian (ARTISJUS) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/07/2019 , 31/12/2019,,50.00%,,0.0800,Essex David,00070172307,2020101,
95,America,T0101742748,Japanese (JASRAC) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/04/2019 , 31/03/2020,,50.00%,,0.0200,Essex David,00070172307,2020101,
96,America,T0101742748,Japanese (JASRAC) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/04/2019 , 31/03/2020,,50.00%,,0.0100,Essex David,00070172307,2020101,
97,America,T0101742748,Japanese (JASRAC) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/04/2019 , 31/03/2020,,50.00%,,0.0100,Essex David,00070172307,2020101,
98,America,T0101742748,Netherlands (BUMA) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/01/2019 , 31/12/2019,,50.00%,,0.2500,Essex David,00070172307,2020101,
99,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/10/2019 , 31/12/2019,,50.00%,,0.0500,Essex David,00070172307,2020101,
100,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/10/2019 , 31/12/2019,,50.00%,,0.0900,Essex David,00070172307,2020101,
101,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/10/2019 , 31/12/2019,,50.00%,,0.0200,Essex David,00070172307,2020101,
102,America,T0101742748,USA (ASCAP) Online,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,01/10/2019 , 31/12/2019,,50.00%,,0.0100,Essex David,00070172307,2020101,
103,America,T0101742748,USA (BMI) General & Broadcasting,Essex David,Stage Three Music (Catalogues),BMG Rights Management (UK) Lim,,30/09/2019 , 31/12/2019,,50.00%,,1.1400,Essex David,00070172307,2020101,
104,America,T0101742748,Channel 4 (SPD),Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,15/02/2019 , 15/02/2019,,50.00%,1,0.0700,Essex David,00070172307,2020101,
105,America,T0101742748,SACEM Tax Refund,Essex David,Stage Three Music (Catalogues),Stage Three Music Publishing L,,29/05/2018 , 05/07/2018,,50.00%,,7.7200,Essex David,00070172307,2020101,
106,Are You Still My True Love,T0101809044,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2018 , 30/09/2018,,50.00%,121,0.0794,Essex David,00070172307,2020101,
107,Are You Still My True Love,T0101809044,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,,,,01/01/2019 , 31/01/2019,,50.00%,1,0.0037,Essex David,00070172307,2020101,
108,Are You Still My True Love,T0101809044,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/04/2019 , 30/06/2019,,50.00%,105,0.0531,Essex David,00070172307,2020101,
109,Are You Still My True Love,T0101809044,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/09/2019 , 26/03/2020,,50.00%,91,0.0584,Essex David,00070172307,2020101,
110,Are You Still My True Love,T0101809044,Alliance Deezer Belgium Limited Download / On Demand Streaming Service Single,David Essex,,,,01/10/2018 , 31/10/2018,,50.00%,1,0.0001,Essex David,00070172307,2020101,
111,Are You Still My True Love,T0101809044,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,14,0.0063,Essex David,00070172307,2020101,
112,Back Street Crawler,T9066578538,Vietnamese (VCPMC) G&B,Andrews Chris,Colyer Steve,Essex David,BMG Rights Management (UK) Lim,01/10/2019 , 01/12/2019,,16.67%,,0.0800,Essex David,00070172307,2020101,
113,Beautiful Day,T0116493389,Alliance Amazon Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2018 , 31/08/2018,,50.00%,6,0.0031,Essex David,00070172307,2020101,
114,Beautiful Day,T0116493389,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2018 , 30/09/2018,,50.00%,89,0.0632,Essex David,00070172307,2020101,
115,Beautiful Day,T0116493389,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/04/2019 , 30/06/2019,,50.00%,54,0.0275,Essex David,00070172307,2020101,
116,Beautiful Day,T0116493389,Alliance Amazon Prime United Kingdom Pure Webcasting Service Single,David Essex,,,,01/06/2019 , 30/06/2019,,50.00%,1,0.0003,Essex David,00070172307,2020101,
117,Beautiful Day,T0116493389,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Se,David Essex,,,,27/09/2019 , 26/03/2020,,50.00%,86,0.0524,Essex David,00070172307,2020101,
118,Beautiful Day,T0116493389,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/02/2017 , 31/12/2018,,50.00%,11,0.0005,Essex David,00070172307,2020101,
119,Beautiful Day,T0116493389,Alliance Deezer Netherlands Limited Download / On Demand Streaming Service Sing,David Essex,,,,01/11/2017 , 30/11/2017,,50.00%,1,0.0001,Essex David,00070172307,2020101,
120,Beautiful Day,T0116493389,Alliance Deezer Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/05/2018 , 31/05/2018,,50.00%,1,0.0001,Essex David,00070172307,2020101,
121,Beautiful Day,T0116493389,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,David Essex,,,,01/01/2020 , 29/02/2020,,50.00%,4,0.0010,Essex David,00070172307,2020101,
122,Beautiful Day,T0116493389,Alliance Google Germany Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,2,0.0008,Essex David,00070172307,2020101,
123,Beautiful Day,T0116493389,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,17,0.0077,Essex David,00070172307,2020101,
124,Beautiful Day,T0116493389,Alliance Google Ukraine Limited Download / On Demand Streaming Service Single,David Essex,,,,01/01/2020 , 31/01/2020,,50.00%,1,0.0002,Essex David,00070172307,2020101,
125,Beautiful Day,T0116493389,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2020 , 31/03/2020,,50.00%,704,0.2249,Essex David,00070172307,2020101,
126,Beautiful Day,T0116493389,UK Concerts & Stage Shows (Pre 2018),Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,22/07/2018 , 22/07/2018,,50.00%,,10.4900,Essex David,00070172307,2020101,
127,Beautiful Day,T0116493389,UK Major Live Concert Service Events (Analogy),Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,13/10/2017 , 13/10/2017,,50.00%,,11.2300,Essex David,00070172307,2020101,
128,Beautiful Day,T0116493389,USA (ASCAP) Online,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,01/10/2019 , 31/12/2019,,50.00%,,0.0100,Essex David,00070172307,2020101,
129,Beauty In The Castle,T0114987631,French (SACEM) General & Broadcasting,Essex David,Joseph Webster Ltd,Stage Three Music Publishing L,,25/05/2020 , 06/07/2020,,50.00%,,1.4200,Essex David,00070172307,2020101,
130,Before I Met You,T0117126278,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/01/2018 , 28/02/2018,,100.00%,8,0.0098,Essex David,00070172307,2020101,
131,Before I Met You,T0117126278,Alliance Deezer United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/01/2017 , 30/09/2017,,100.00%,21,0.0207,Essex David,00070172307,2020101,
132,Before I Met You,T0117126278,Alliance Deezer Italy Limited Download / On Demand Streaming Service Single,David Essex,,,,01/04/2017 , 30/06/2017,,100.00%,1,0.0012,Essex David,00070172307,2020101,
133,Better Than I Know Myself,T0101832216,USA (BMI) General & Broadcasting,Cooke David Howard,Mac Kenzie Judith,Sony/ATV Music Publishing (UK),,30/09/2019 , 31/12/2019,,25.00%,,0.6200,Essex David,00070172307,2020101,
134,Bligh's Speech,T0115570336,Alliance Amazon United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/02/2018 , 30/09/2018,,25.00%,6,0.0026,Essex David,00070172307,2020101,
135,Bligh's Speech,T0115570336,Alliance Amazon United Kingdom Permanent Download Service Album,David Essex,,,,01/02/2019 , 28/02/2019,,25.00%,1,0.0018,Essex David,00070172307,2020101,
136,Bligh's Speech,T0115570336,Alliance Amazon Prime United Kingdom Limited Download / On Demand Streaming S,David Essex,,,,01/05/2019 , 30/06/2019,,25.00%,7,0.0019,Essex David,00070172307,2020101,
137,Bligh's Speech,T0115570336,Alliance Emusic United Kingdom Permanent Download Service Single,David Essex,,,,01/10/2016 , 31/10/2016,,25.00%,1,0.0028,Essex David,00070172307,2020101,
138,Bligh's Speech,T0115570336,Alliance Google United Kingdom Limited Download / On Demand Streaming Service,David Essex,,,,01/03/2020 , 31/03/2020,,25.00%,2,0.0004,Essex David,00070172307,2020101,
